"taxon_id"	"otu_id"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"159"	"aeh"	"1316254"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Veillonella"	"Veillonella parvula"
"160"	"adr"	"1325095"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium guangzhouense"
"161"	"adr"	"1325107"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium zhanjiangense"
"162"	"adr"	"1325115"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium guangxiense"
"163"	"abf"	"1327635"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. Cra20"
"164"	"abf"	"1332080"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Sphingobium baderi"
"165"	"acq"	"1384484"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Adlercreutzia"	"Adlercreutzia equolifaciens"
"166"	"agv"	"1387353"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Isosphaerales"	"Isosphaeraceae"	"Paludisphaera"	"Paludisphaera borealis"
"167"	"abf"	"1390395"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. LK11"
"168"	"abf"	"1396826"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Leisingera"	"Leisingera aquaemixtae"
"169"	"adr"	"1404768"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium amphicarpaeae"
"170"	"adr"	"1404864"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium cosmicum"
"171"	"abf"	"1411902"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Celeribacter"	"Celeribacter manganoxidans"
"172"	"abf"	"1434011"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Komagataeibacter"	NA
"173"	"adr"	"1437360"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium erythrophlei"
"174"	"abf"	"1523415"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. AAP5"
"175"	"agz"	"1531429"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	NA	"Coriobacteriaceae bacterium 68-1-3"
"176"	"abf"	"1550728"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Blastomonas"	"Blastomonas fulva"
"177"	"abf"	"1609977"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas hengshuiensis"
"178"	"abf"	"1612173"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Niveispirillum"	"Niveispirillum cyanobacteriorum"
"179"	"agz"	"1643824"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	NA	NA
"180"	"ahu"	"1737490"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Agarilytica"	"Agarilytica rhodophyticola"
"181"	"abf"	"1792508"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Yangia"	"Yangia sp. CCB-MM3"
"182"	"abf"	"1813879"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. HKS19"
"183"	"adr"	"1842534"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Sinorhizobium"	"Sinorhizobium sp. RAC02"
"184"	"adr"	"1850374"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Ancylobacter"	"Ancylobacter sp. TS-1"
"185"	"adb"	"1851148"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Sedimentisphaerales"	"Sedimentisphaeraceae"	"Limihaloglobus"	"Limihaloglobus sulfuriphilus"
"186"	"afb"	"1852377"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces pacaensis"
"187"	"abf"	"1855519"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Sphingobium sp. EP60837"
"188"	"adr"	"1867719"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Phyllobacterium"	"Phyllobacterium zundukense"
"189"	"abf"	"1874061"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"Sphingopyxis sp. EG6"
"190"	"abf"	"1892855"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingosinicella"	"Sphingosinicella sp. BN140058"
"191"	"abf"	"1914525"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"Sphingopyxis sp. FD7"
"192"	"ahy"	"1921086"	"Bacteria"	"Proteobacteria"	"Zetaproteobacteria"	"Mariprofundales"	"Mariprofundaceae"	"Mariprofundus"	"Mariprofundus aestuarium"
"193"	"abf"	"1921510"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Tardibacter"	"Tardibacter chloracetimidivorans"
"194"	"abf"	"1938607"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. LM7"
"195"	"afn"	"2005884"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Thauera"	"Thauera sp. K11"
"196"	"abf"	"2021862"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Labrenzia"	"Labrenzia sp. VG12"
"197"	"abf"	"2048283"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Thalassospira"	"Thalassospira marina"
"198"	"adr"	"2048897"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Rhizobium"	"Rhizobium sp. NXC24"
"199"	"adr"	"2051553"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"Methylobacterium currus"
"200"	"adr"	"2057741"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium sp. SK17"
"201"	"adr"	"2067957"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"Methylobacterium sp. DM1"
"202"	"afn"	"2067960"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Azoarcus"	"Azoarcus sp. SY39"
"203"	"afb"	"2081702"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces sp. oral taxon 897"
"204"	"abf"	"2082188"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Sphingobium sp. YG1"
"205"	"aeh"	"2144175"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Megasphaera"	"Megasphaera stantonii"
"206"	"adr"	"2202825"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"Methylobacterium durans"
"207"	"adr"	"2202826"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"Methylobacterium sp. 17Sr1-1"
"208"	"adr"	"2202828"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"Methylobacterium sp. 17Sr1-43"
"209"	"abf"	"2219696"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. FARSPH"
"210"	"afn"	"2231055"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Azonexaceae"	"Dechloromonas"	"Dechloromonas sp. HYN0024"
"211"	"abf"	"2268451"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. FZCC0015"
"212"	"adr"	"2282523"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylorubrum"	NA
"213"	"adr"	"2305987"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Lentilitoribacter"	"Lentilitoribacter sp. Alg239-R112"
"214"	"abf"	"2319844"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. YZ-8"
"215"	"abf"	"2492837"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. C8-2"
"216"	"adr"	"2493093"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium sp. LCT2"
"217"	"adr"	"2493668"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2"
"218"	"adr"	"2493673"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1"
"219"	"adr"	"2493675"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1"
"220"	"adr"	"2493678"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	"Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1"
"221"	"abf"	"2500532"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus sp. Arc7-R13"
"222"	"abf"	"2500533"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudorhodobacter"	"Pseudorhodobacter sp. S12M18"
"223"	"adb"	"2528035"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	NA	NA	NA	"Phycisphaerae bacterium RAS2"
"224"	"adr"	"2528642"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Lichenihabitantaceae"	"Lichenihabitans"	"Lichenihabitans psoromatis"
"225"	"afb"	"2529408"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Schaalia"	NA
"226"	"abf"	"2547601"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Porphyrobacter"	"Porphyrobacter sp. YT40"
"227"	"abf"	"2560053"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus liaowanqingii"
"228"	"abf"	"2565554"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Sphingobium sp. PAMC28499"
"229"	"abf"	"2565555"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. PAMC26645"
"230"	"adr"	"2572036"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	NA	"Beijerinckiaceae bacterium RH AL1"
"231"	"abf"	"2587163"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Oceanicola"	"Oceanicola sp. D3"
"232"	"agr"	"2591108"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Thermomonosporaceae"	"Actinomadura"	"Actinomadura sp. WMMA1423"
"233"	"abf"	"2602015"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Hypericibacter"	"Hypericibacter terrae"
"234"	"adr"	"2603276"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"Methylobacterium sp. WL1"
"235"	"afb"	"2609248"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	NA
"236"	"abf"	"2622653"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	NA
"237"	"adr"	"2631404"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Tardiphaga"	NA
"238"	"adr"	"2631580"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	NA
"239"	"adr"	"2645622"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bartonellaceae"	"Bartonella"	NA
"240"	"abf"	"2648686"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Labrenzia"	NA
"241"	"agr"	"2650775"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Thermomonosporaceae"	"Actinomadura"	"Actinomadura sp. WMMB 499"
"242"	"adr"	"2651334"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Microvirga"	"Microvirga sp. HR1"
"243"	"abf"	"2681549"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. LMO-1"
"244"	"abf"	"2683265"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Porphyrobacter"	NA
"245"	"abf"	"2697033"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Bombella"	"Bombella sp. KACC 21507"
"246"	"abf"	"2698679"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. C33"
"247"	"abf"	"2711215"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingosinithalassobacter"	"Sphingosinithalassobacter sp. zrk23"
"248"	"adr"	"2712222"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	"Nordella"	"Nordella sp. HKS 07"
