taxon_id	otu_id	domain	phylum	class	order	family	genus	species	treatment_1	treatment_2	log2_median_ratio	median_diff	mean_diff	wilcox_p_value
abe	43768	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	COVID_19	Community_acquired_pneumonia	-0.682331788986202	-1.46609726878827	-1.33437441310006	0.000625908067800577
abe	43768	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	COVID_19	Healthy	0.274339631356836	0.419832666654792	0.216729677988286	0.417253350619813
abe	43768	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	Community_acquired_pneumonia	Healthy	0.956671420343038	1.88592993544306	1.55110409108835	0.000411183270567139
aba	44000	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	NA	COVID_19	Community_acquired_pneumonia	-0.618583408710105	-0.35892804166595	-0.376477172470306	0.00939776855968245
aba	44000	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	NA	COVID_19	Healthy	-0.357186701809536	-0.188342032936349	-0.306977671020857	0.0699028738714005
aba	44000	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	NA	Community_acquired_pneumonia	Healthy	0.261396706900569	0.170586008729602	0.0694995014494493	0.593584243814267
ahy	45243	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica	COVID_19	Community_acquired_pneumonia	-0.558926591258374	-0.0901240232587672	-0.164059934771555	0.0022944423887288
ahy	45243	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica	COVID_19	Healthy	-1.34070531098396	-0.291939263102951	-0.349665112074233	0.00201356812632293
ahy	45243	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica	Community_acquired_pneumonia	Healthy	-0.781778719725586	-0.201815239844184	-0.185605177302678	0.193199648827457
aoa	46170	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	COVID_19	Community_acquired_pneumonia	-0.628418868573865	-0.139492688420395	-0.185233857959978	0.000320525529851669
aoa	46170	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	COVID_19	Healthy	-0.0708764662903249	-0.0128677167602671	-0.0782177539203491	0.558599418170226
aoa	46170	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Community_acquired_pneumonia	Healthy	0.55754240228354	0.126624971660128	0.107016104039629	0.089093717601171
agd	47421	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga pseudoflava	COVID_19	Community_acquired_pneumonia	-1.39851301484564	-3.70664063285334	-2.88147177159433	8.05247523024185e-05
agd	47421	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga pseudoflava	COVID_19	Healthy	0.928979149739608	1.07547839868672	0.943351338241998	0.0230515900634665
agd	47421	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga pseudoflava	Community_acquired_pneumonia	Healthy	2.32749216458524	4.78211903154005	3.82482310983633	4.58443252574885e-07
ahr	47763	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	COVID_19	Community_acquired_pneumonia	-0.694113806526655	-0.107505987452687	-0.114950480672776	0.00427539949716727
ahr	47763	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	COVID_19	Healthy	-0.0627392758080379	-0.00773327844713453	-0.084233254625544	0.262507936352731
ahr	47763	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	Community_acquired_pneumonia	Healthy	0.631374530718618	0.0997727090055522	0.0307172260472323	0.199203942299993
amp	47878	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotoformans	COVID_19	Community_acquired_pneumonia	-1.10278155574861	-0.472530973455867	-0.437328346770949	0.00196199570205022
amp	47878	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotoformans	COVID_19	Healthy	-0.536128042633983	-0.185307694506129	-0.213970651487591	0.113787508960729
amp	47878	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotoformans	Community_acquired_pneumonia	Healthy	0.566653513114631	0.287223278949738	0.223357695283358	0.114953957110954
amp	47883	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas synxantha	COVID_19	Community_acquired_pneumonia	-1.10278155574861	-0.472530973455867	-0.437328346770949	0.00196199570205022
amp	47883	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas synxantha	COVID_19	Healthy	-0.536128042633983	-0.185307694506129	-0.213970651487591	0.113787508960729
amp	47883	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas synxantha	Community_acquired_pneumonia	Healthy	0.566653513114631	0.287223278949738	0.223357695283358	0.114953957110954
apy	48296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	COVID_19	Community_acquired_pneumonia	-0.949653525911061	-0.322175437311257	-0.397620421498653	6.88334814834315e-05
apy	48296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	COVID_19	Healthy	-0.656930933800418	-0.199489840757701	-0.240269795787155	0.0297414313468402
apy	48296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	Community_acquired_pneumonia	Healthy	0.292722592110643	0.122685596553556	0.157350625711498	0.103299316870372
adb	51669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	COVID_19	Community_acquired_pneumonia	-0.217724378697893	-0.200599001864107	-0.139805061996195	0.581797390152891
adb	51669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	COVID_19	Healthy	0.241384588718859	0.189724257623805	0.132273033803824	0.532540298634752
adb	51669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	Community_acquired_pneumonia	Healthy	0.459108967416752	0.390323259487912	0.272078095800019	0.156044524075987
and	53335	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	NA	COVID_19	Community_acquired_pneumonia	-1.19776362051897	-0.218833592203431	-0.21257424219072	0.00115746724135967
and	53335	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	NA	COVID_19	Healthy	-0.364405938816597	-0.0486012435702532	-0.0509436507190252	0.261646631452646
and	53335	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	NA	Community_acquired_pneumonia	Healthy	0.833357681702371	0.170232348633178	0.161630591471695	0.0275250546823124
amp	53408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citronellolis	COVID_19	Community_acquired_pneumonia	-1.10278155574861	-0.472530973455867	-0.437328346770949	0.00196199570205022
amp	53408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citronellolis	COVID_19	Healthy	-0.536128042633983	-0.185307694506129	-0.213970651487591	0.113787508960729
amp	53408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citronellolis	Community_acquired_pneumonia	Healthy	0.566653513114631	0.287223278949738	0.223357695283358	0.114953957110954
ahh	53444	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Lactobacillus lindneri	COVID_19	Community_acquired_pneumonia	-0.34401950208234	-0.0710631683864377	-0.0311823048919981	0.601096508009368
ahh	53444	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Lactobacillus lindneri	COVID_19	Healthy	0.888817237188948	0.121375714855146	0.106778886346138	0.0244954286990364
ahh	53444	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Lactobacillus lindneri	Community_acquired_pneumonia	Healthy	1.23283673927129	0.192438883241584	0.137961191238136	0.00364133463523544
ago	54291	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	COVID_19	Community_acquired_pneumonia	-1.40041802555944	-1.82963357176156	-1.59890505583004	0.000101163529837673
ago	54291	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	COVID_19	Healthy	-0.225743549462925	-0.188990484978709	0.0705467027099336	1
ago	54291	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	Community_acquired_pneumonia	Healthy	1.17467447609651	1.64064308678285	1.66945175853997	6.19515544815162e-05
anj	54736	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	COVID_19	Community_acquired_pneumonia	-1.62104324052243	-0.564726891540555	-0.457491262770726	2.38644885159613e-05
anj	54736	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	COVID_19	Healthy	0.206729882919521	0.0363162384367202	0.0453105190720553	0.447010474881113
anj	54736	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	Community_acquired_pneumonia	Healthy	1.82777312344195	0.601043129977275	0.502801781842782	6.25376366464209e-06
ahj	57493	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA	COVID_19	Community_acquired_pneumonia	-0.739223135101178	-0.383241173694212	-0.408090492171332	0.000712325233962201
ahj	57493	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA	COVID_19	Healthy	0.669167030808738	0.212516612994067	0.222528330671409	0.00204676524216171
ahj	57493	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA	Community_acquired_pneumonia	Healthy	1.40839016590992	0.595757786688279	0.630618822842741	1.29785304005624e-06
amo	57975	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	COVID_19	Community_acquired_pneumonia	-1.99166104798991	-0.767658566604909	-0.645582048360177	2.13496616702323e-07
amo	57975	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	COVID_19	Healthy	-0.353914850399241	-0.0716934190675291	-0.136180254113772	0.0896713692069622
amo	57975	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	Community_acquired_pneumonia	Healthy	1.63774619759067	0.69596514753738	0.509401794246404	4.13127477760882e-06
aab	59374	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	COVID_19	Community_acquired_pneumonia	-1.03101289602789	-22.23284200194	-20.9618779502258	1.2556902969251e-09
aab	59374	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	COVID_19	Healthy	-0.379113150704331	-6.40361494517533	-6.36488082980705	0.117638814427659
aab	59374	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	Community_acquired_pneumonia	Healthy	0.651899745323556	15.8292270567647	14.5969971204188	0.000305814954046796
aay	59753	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	NA	COVID_19	Community_acquired_pneumonia	-1.19665530424316	-5.28740674990768	-4.95654066498901	1.14933130343125e-06
aay	59753	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	NA	COVID_19	Healthy	-0.474392276587994	-1.59321903411984	-1.29739829748947	0.128264695778922
aay	59753	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	NA	Community_acquired_pneumonia	Healthy	0.722263027655169	3.69418771578785	3.65914236749954	0.000589260468533155
and	59814	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea dispersa	COVID_19	Community_acquired_pneumonia	-1.19776362051897	-0.218833592203431	-0.21257424219072	0.00115746724135967
and	59814	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea dispersa	COVID_19	Healthy	-0.364405938816597	-0.0486012435702532	-0.0509436507190252	0.261646631452646
and	59814	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea dispersa	Community_acquired_pneumonia	Healthy	0.833357681702371	0.170232348633178	0.161630591471695	0.0275250546823124
amo	60552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	COVID_19	Community_acquired_pneumonia	-1.99166104798991	-0.767658566604909	-0.645582048360177	2.13496616702323e-07
amo	60552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	COVID_19	Healthy	-0.353914850399241	-0.0716934190675291	-0.136180254113772	0.0896713692069622
amo	60552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	Community_acquired_pneumonia	Healthy	1.63774619759067	0.69596514753738	0.509401794246404	4.13127477760882e-06
anc	61645	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	COVID_19	Community_acquired_pneumonia	-1.25829726087349	-0.311358348768375	-0.22075079337281	0.0168719551961911
anc	61645	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	COVID_19	Healthy	-0.102168787185222	-0.0164131654550116	0.101077584664898	0.680559571329687
anc	61645	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	Community_acquired_pneumonia	Healthy	1.15612847368826	0.294945183313363	0.321828378037708	0.0023968563654782
ago	61646	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena	COVID_19	Community_acquired_pneumonia	-1.40041802555944	-1.82963357176156	-1.59890505583004	0.000101163529837673
ago	61646	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena	COVID_19	Healthy	-0.225743549462925	-0.188990484978709	0.0705467027099336	1
ago	61646	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena	Community_acquired_pneumonia	Healthy	1.17467447609651	1.64064308678285	1.66945175853997	6.19515544815162e-05
ads	62322	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica	COVID_19	Community_acquired_pneumonia	-1.09444261838894	-0.234893257671711	-0.2576847235908	1.20239682784542e-06
ads	62322	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica	COVID_19	Healthy	0.0476291152622965	0.00671902937289051	-0.0986746645291723	0.175971993708538
ads	62322	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica	Community_acquired_pneumonia	Healthy	1.14207173365123	0.241612287044602	0.159010059061627	0.0058098131826982
aoe	64104	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides	COVID_19	Community_acquired_pneumonia	-0.689211308274578	-0.125269763174388	-0.249919244751711	0.000793835641610917
aoe	64104	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides	COVID_19	Healthy	-0.836927124735399	-0.160829510118624	-0.188303234710801	0.00731986442902464
aoe	64104	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides	Community_acquired_pneumonia	Healthy	-0.147715816460821	-0.0355597469442369	0.0616160100409096	0.520954524984416
aab	65393	Bacteria	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis	COVID_19	Community_acquired_pneumonia	-1.03101289602789	-22.23284200194	-20.9618779502258	1.2556902969251e-09
aab	65393	Bacteria	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis	COVID_19	Healthy	-0.379113150704331	-6.40361494517533	-6.36488082980705	0.117638814427659
aab	65393	Bacteria	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis	Community_acquired_pneumonia	Healthy	0.651899745323556	15.8292270567647	14.5969971204188	0.000305814954046796
and	66269	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea stewartii	COVID_19	Community_acquired_pneumonia	-1.19776362051897	-0.218833592203431	-0.21257424219072	0.00115746724135967
and	66269	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea stewartii	COVID_19	Healthy	-0.364405938816597	-0.0486012435702532	-0.0509436507190252	0.261646631452646
and	66269	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea stewartii	Community_acquired_pneumonia	Healthy	0.833357681702371	0.170232348633178	0.161630591471695	0.0275250546823124
age	68895	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus basilensis	COVID_19	Community_acquired_pneumonia	-1.84684599087085	-1.66707979885384	-1.34027483326793	6.44563399375831e-07
age	68895	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus basilensis	COVID_19	Healthy	-0.283024606268957	-0.139125946250245	-0.21279655780288	0.191213198548057
age	68895	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus basilensis	Community_acquired_pneumonia	Healthy	1.5638213846019	1.5279538526036	1.12747827546505	9.18245183728806e-06
ads	69539	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella yayanosii	COVID_19	Community_acquired_pneumonia	-1.09444261838894	-0.234893257671711	-0.2576847235908	1.20239682784542e-06
ads	69539	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella yayanosii	COVID_19	Healthy	0.0476291152622965	0.00671902937289051	-0.0986746645291723	0.175971993708538
ads	69539	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella yayanosii	Community_acquired_pneumonia	Healthy	1.14207173365123	0.241612287044602	0.159010059061627	0.0058098131826982
aau	69665	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. FWC26	COVID_19	Community_acquired_pneumonia	-1.67777261355745	-4.94349775131966	-4.7047656700976	7.47916887015972e-11
aau	69665	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. FWC26	COVID_19	Healthy	-0.6932601823458	-1.38669496600431	-1.95505285502809	0.0154294579241524
aau	69665	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. FWC26	Community_acquired_pneumonia	Healthy	0.984512431211648	3.55680278531535	2.74971281506951	0.000589260468533155
ahj	71999	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris	COVID_19	Community_acquired_pneumonia	-0.739223135101178	-0.383241173694212	-0.408090492171332	0.000712325233962201
ahj	71999	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris	COVID_19	Healthy	0.669167030808738	0.212516612994067	0.222528330671409	0.00204676524216171
ahj	71999	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris	Community_acquired_pneumonia	Healthy	1.40839016590992	0.595757786688279	0.630618822842741	1.29785304005624e-06
aco	72274	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA	COVID_19	Community_acquired_pneumonia	-0.927011566982722	-0.81423118919556	-0.927382083412929	3.10511669819344e-05
aco	72274	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA	COVID_19	Healthy	-0.339505047527054	-0.23968242792164	-0.44595315440954	0.0552640532936351
aco	72274	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA	Community_acquired_pneumonia	Healthy	0.587506519455669	0.57454876127392	0.481428929003388	0.0473744645620834
aay	75985	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica	COVID_19	Community_acquired_pneumonia	-1.19665530424316	-5.28740674990768	-4.95654066498901	1.14933130343125e-06
aay	75985	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica	COVID_19	Healthy	-0.474392276587994	-1.59321903411984	-1.29739829748947	0.128264695778922
aay	75985	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica	Community_acquired_pneumonia	Healthy	0.722263027655169	3.69418771578785	3.65914236749954	0.000589260468533155
acn	76731	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Roseateles	Roseateles depolymerans	COVID_19	Community_acquired_pneumonia	-1.52126104878321	-7.54619104717132	-5.51180415107216	1.33228825130607e-05
acn	76731	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Roseateles	Roseateles depolymerans	COVID_19	Healthy	0.424091317829645	1.0275531697128	0.961933656005163	0.20277378133008
acn	76731	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Roseateles	Roseateles depolymerans	Community_acquired_pneumonia	Healthy	1.94535236661285	8.57374421688412	6.47373780707732	6.50475881668178e-07
amp	76759	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	COVID_19	Community_acquired_pneumonia	-1.10278155574861	-0.472530973455867	-0.437328346770949	0.00196199570205022
amp	76759	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	COVID_19	Healthy	-0.536128042633983	-0.185307694506129	-0.213970651487591	0.113787508960729
amp	76759	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	Community_acquired_pneumonia	Healthy	0.566653513114631	0.287223278949738	0.223357695283358	0.114953957110954
ahy	76831	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	NA	COVID_19	Community_acquired_pneumonia	-0.558926591258374	-0.0901240232587672	-0.164059934771555	0.0022944423887288
ahy	76831	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	NA	COVID_19	Healthy	-1.34070531098396	-0.291939263102951	-0.349665112074233	0.00201356812632293
ahy	76831	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	NA	Community_acquired_pneumonia	Healthy	-0.781778719725586	-0.201815239844184	-0.185605177302678	0.193199648827457
aau	78587	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus	COVID_19	Community_acquired_pneumonia	-1.67777261355745	-4.94349775131966	-4.7047656700976	7.47916887015972e-11
aau	78587	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus	COVID_19	Healthy	-0.6932601823458	-1.38669496600431	-1.95505285502809	0.0154294579241524
aau	78587	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus	Community_acquired_pneumonia	Healthy	0.984512431211648	3.55680278531535	2.74971281506951	0.000589260468533155
abg	80811	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	COVID_19	Community_acquired_pneumonia	-1.00557201147909	-0.192772387015216	-0.189788471803166	0.000139808534469822
abg	80811	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	COVID_19	Healthy	0.17464122833249	0.0218096070553598	-0.0855213948514068	0.558328748277247
abg	80811	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	Community_acquired_pneumonia	Healthy	1.18021323981158	0.214581994070576	0.104267076951759	0.0357971708393094
abg	80812	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	COVID_19	Community_acquired_pneumonia	-1.00557201147909	-0.192772387015216	-0.189788471803166	0.000139808534469822
abg	80812	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	COVID_19	Healthy	0.17464122833249	0.0218096070553598	-0.0855213948514068	0.558328748277247
abg	80812	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	Community_acquired_pneumonia	Healthy	1.18021323981158	0.214581994070576	0.104267076951759	0.0357971708393094
ads	80854	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella viscosa	COVID_19	Community_acquired_pneumonia	-1.09444261838894	-0.234893257671711	-0.2576847235908	1.20239682784542e-06
ads	80854	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella viscosa	COVID_19	Healthy	0.0476291152622965	0.00671902937289051	-0.0986746645291723	0.175971993708538
ads	80854	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella viscosa	Community_acquired_pneumonia	Healthy	1.14207173365123	0.241612287044602	0.159010059061627	0.0058098131826982
