domain	phylum	class	order	family	genus	species	treatment_1	treatment_2	log2_median_ratio	median_diff	mean_diff	wilcox_p_value
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium currus	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium durans	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium phyllosphaerae	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 17Sr1-1	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 17Sr1-43	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 4-46	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. AMS5	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. DM1	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. WL1	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum populi	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga sp. HR1	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	NA	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	NA	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium galegae	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	Nordella	Nordella sp. HKS 07	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium zundukense	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Pseudolabrys taiwanensis	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. NXC24	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium	Rhodomicrobium vannielii	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes sp. Z2-YC6860	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp. RAC02	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	Starkeya novella	Healthy	Community_acquired_pneumonia	4.139684164	0.404305609	0.218581153	0.001427108
Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus aestuarium	COVID_19	Community_acquired_pneumonia	Inf	6.79E-06	4.37E-05	8.99E-05
NA	NA	NA	NA	NA	NA	NA	COVID_19	Community_acquired_pneumonia	Inf	6.79E-06	4.37E-05	8.99E-05
Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	NA	COVID_19	Community_acquired_pneumonia	Inf	6.11E-06	2.76E-05	0.014324986
Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella panacisegetis	COVID_19	Community_acquired_pneumonia	Inf	6.11E-06	2.76E-05	0.014324986
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella	Desulfurella acetivorans	Healthy	Community_acquired_pneumonia	Inf	5.35E-06	2.59E-05	0.000374451
Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus aestuarium	Healthy	Community_acquired_pneumonia	Inf	9.92E-07	2.51E-05	0.000435194
NA	NA	NA	NA	NA	NA	NA	Healthy	Community_acquired_pneumonia	Inf	9.92E-07	2.51E-05	0.000435194
Bacteria	Cyanobacteria	NA	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis thermalis	COVID_19	Community_acquired_pneumonia	Inf	7.60E-06	2.17E-05	0.000273006
Bacteria	Cyanobacteria	NA	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis thermalis	Healthy	Community_acquired_pneumonia	Inf	4.22E-07	1.54E-05	0.041103797
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agarilytica	Agarilytica rhodophyticola	Healthy	Community_acquired_pneumonia	Inf	1.22E-06	1.49E-05	0.027267037
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	COVID_19	Community_acquired_pneumonia	0	0	2.64E-06	0.007320503
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella	Desulfurella acetivorans	COVID_19	Community_acquired_pneumonia	Inf	6.94E-07	-2.02E-07	0.039230254
Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	Limihaloglobus	Limihaloglobus sulfuriphilus	COVID_19	Community_acquired_pneumonia	0	0	-4.04E-06	0.012887827
Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA	Phycisphaerae bacterium RAS2	COVID_19	Community_acquired_pneumonia	0	0	-4.04E-06	0.012887827
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	Healthy	Community_acquired_pneumonia	-1.60234785	-4.68E-05	-0.000370016	0.025075532
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	Healthy	Community_acquired_pneumonia	-1.60234785	-4.68E-05	-0.000370016	0.025075532
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA	Healthy	Community_acquired_pneumonia	-1.60234785	-4.68E-05	-0.000370016	0.025075532
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	Tolumonas auensis	Healthy	Community_acquired_pneumonia	-1.60234785	-4.68E-05	-0.000370016	0.025075532
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter persici	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB5	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum thiophilum	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas fulva	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Bombella	Bombella sp. KACC 21507	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. FZCC0015	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. FWC26	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter manganoxidans	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter flavus	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Hypericibacter	Hypericibacter terrae	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter xylinus	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia sp. VG12	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera aquaemixtae	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	NA	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum	Niveispirillum cyanobacteriorum	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium pentaromativorans	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium resinovorum	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. PP1Y	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	Oceanicola sp. D3	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus aminovorans	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus kondratievae	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus liaowanqingii	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp. Arc7-R13	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter gallaeciensis	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. YT40	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	Pseudorhodobacter sp. S12M18	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia amblyommatis	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria pomeroyi	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium baderi	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium cloacae	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. EP60837	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. PAMC28499	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. YG1	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas ginsengisoli An et al. 2013	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas hengshuiensis	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas insulae	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. AAP5	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. C33	Healthy	Community_acquired_pneumonia	2.196751489	2.03E-05	-0.00041715	0.028705564
