domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_num CRR125950_0.90.bracken_num CRR125950_0.95.bracken_num CRR125950_0.99.bracken_num CRR125950_0.bracken_num CRR125950_1.bracken_num 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Comamonas Comamonas serinivorans 1082851 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae NA Flavobacteriaceae bacterium 1871037 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium Pan44 	2527983 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Proteus Proteus mirabilis 584 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Proteus Proteus vulgaris 585 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter molluscorum 1032072 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter johnsonii 40214 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Paracoccus Paracoccus contaminans 1945662 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter sp. FDAARGOS_156 	1702170 0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Providencia Providencia stuartii 588 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhodobiaceae Candidatus Phaeomarinobacter Candidatus Phaeomarinobacter 	ectocarpi S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Erysipelotrichia Erysipelotrichales Erysipelotrichaceae Erysipelothrix Erysipelothrix larvae 1514105 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Paraburkholderia Paraburkholderia sp. SOS3 	1926494 0 0 0 0 8 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Geobacillus Geobacillus thermodenitrificans 33940 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Planctomycetes Planctomycetia Planctomycetales Planctomycetaceae Crateriforma Crateriforma conspicua 2527996 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium segmentosum 43990 	S 0.00000 0.00000 0.00000 0.00000 0.00395 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Tetrapisispora Tetrapisispora blattae 1071379 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter subantarcticus 497724 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Elizabethkingia Elizabethkingia sp. JS20170427COW 	2583851 0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae Ruminococcus Ruminococcus bicirculans 1160721 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Eukaryota Ascomycota Sordariomycetes Glomerellales Glomerellaceae Colletotrichum Colletotrichum higginsianum 80884 	S 0.00000 0.00000 0.00000 0.00000 0.00056 0.00000 
Bacteria Firmicutes Negativicutes Selenomonadales Sporomusaceae Pelosinus Pelosinus sp. UFO1 	484770 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas ginsengisoli An 	et 2013 S 0.00000 0.00000 0.00000 0.00000 0.00324 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus safensis 561879 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium saccharoperbutylacetonicum 36745 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus saprophyticus 29385 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Listeriaceae Listeria Listeria monocytogenes 1639 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Marinilabiliales Marinilabiliaceae Alkalitalea Alkalitalea saponilacus 889453 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xylella Xylella fastidiosa 2371 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Shigella Shigella flexneri 623 	S 0.00000 0.00000 0.00000 0.00000 0.00047 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Hydrocarboniclastica Hydrocarboniclastica marina 2259620 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Micrococcales Microbacteriaceae Microbacterium Microbacterium pygmaeum 370764 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium taklimakanense 536441 	S 0.00000 0.00000 0.00000 0.00000 0.00021 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella Legionella longbeachae 450 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Micrococcales Microbacteriaceae Microbacterium Microbacterium sp. PM5 	2014534 0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Oxalobacteraceae Massilia Massilia armeniaca 2072590 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Bacteroidaceae Bacteroides Bacteroides caccae 47678 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Fulvivirgaceae Chryseolinea Chryseolinea soli 2321403 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Eukaryota Euglenozoa Kinetoplastea Trypanosomatida Trypanosomatidae Leishmania Leishmania braziliensis 5660 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Spirochaetes Spirochaetia Leptospirales Leptospiraceae Leptospira Leptospira interrogans 173 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Lacinutrix Lacinutrix venerupis 1486034 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Anaplasmataceae Ehrlichia Ehrlichia sp. HF 	391036 0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Shewanellaceae Shewanella Shewanella polaris 2588449 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium perfringens 1502 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Ornithobacterium Ornithobacterium rhinotracheale 28251 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes NA NA NA NA Tenericutes bacterium MO-XQ 	1911684 0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales NA Mitsuaria Mitsuaria sp. 7 	1658665 0 0 0 0 2 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Cellulophaga Cellulophaga lytica 979 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae NA Flavobacteriaceae bacterium 10Alg115 	2584122 0 0 0 0 4 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter lwoffii 28090 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus oligofermentans 293371 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas schubertii 652 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium septicum 1504 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Peptostreptococcaceae Paeniclostridium Paeniclostridium sordellii 1505 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma californicum 2113 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales NA Candidatus Sulcia Candidatus Sulcia 	muelleri S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter jejuni 197 	S 0.00000 0.00000 0.00000 0.00000 0.00026 0.00000 
Archaea Euryarchaeota Halobacteria Natrialbales Natrialbaceae Halopiger Halopiger xanaduensis 387343 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Betaproteobacteria NA NA NA beta proteobacterium CB 	543913 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus delphini 53344 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Viruses Pisuviricota Pisoniviricetes Picornavirales Caliciviridae Vesivirus Feline calicivirus 11978 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. SCSIO 	3032 S 0.00000 0.00000 0.00000 0.00000 0.00108 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Rhizorhabdus Rhizorhabdus dicambivorans 1850238 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bartonellaceae Bartonella Bartonella bovis 155194 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus succinus 61015 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Aerococcus Aerococcus christensenii 87541 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis sp. LPB0140 	1913578 0 0 0 0 2 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Sulfurimonas Sulfurimonas sp. GYSZ_1 	2590022 0 0 0 0 1 0 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Debaryomycetaceae Scheffersomyces Scheffersomyces stipitis 4924 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Blattabacteriaceae Blattabacterium Blattabacterium sp. (Mastotermes 	darwiniensis) S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma culicicola 216935 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Lactococcus Lactococcus piscium 1364 	S 0.00000 0.00000 0.00000 0.00000 0.00035 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Alcaligenaceae Taylorella Taylorella asinigenitalis 84590 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Entomoplasmataceae Mesoplasma Mesoplasma chauliocola 216427 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Sodalis Sodalis praecaptivus 1239307 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio sp. 2521-89 	2014742 0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Prevotella Prevotella jejuni 1177574 	S 0.00000 0.00000 0.00000 0.00000 0.00075 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Eremothecium Eremothecium gossypii 33169 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Planctomycetes Phycisphaerae Sedimentisphaerales Sedimentisphaeraceae Limihaloglobus Limihaloglobus sulfuriphilus 1851148 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Chromobacteriaceae Chromobacterium Chromobacterium sp. 257-1 	2605945 0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis alaskensis 117207 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Legionellales Coxiellaceae Coxiella Candidatus Coxiella mudrowiae 	2054173 0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Rikenellaceae Mucinivorans Mucinivorans hirudinis 1433126 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus alimentarius 1602 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Paracoccus Paracoccus liaowanqingii 2560053 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium sp. PAMC28499 	2565554 0 0 0 0 10 0 
Bacteria Actinobacteria Actinobacteria Nakamurellales Nakamurellaceae Nakamurella Nakamurella multipartita 53461 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Oceanobacillus Oceanobacillus iheyensis 182710 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Nitrospirae Nitrospira Nitrospirales Nitrospiraceae Nitrospira Nitrospira japonica 1325564 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Oscillatoriales Gomontiellaceae Crinalium Crinalium epipsammum 241425 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium paxllaeri 190148 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. T16E-39 	2015076 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Parageobacillus Parageobacillus genomosp. 1 	1295642 0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp. wkB8 	1545702 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces platensis 58346 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter sp. Hel1_33_78 	1336804 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Microbacteriaceae Microbacterium Microbacterium sp. No. 	7 S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Herbinix Herbinix luporum 1679721 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter sp. G11 	2482728 0 0 0 0 1 0 
Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobrevibacter Methanobrevibacter ruminantium 83816 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Chroococcales Aphanothecaceae Euhalothece Euhalothece natronophila 577489 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma phocicerebrale 142649 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Veillonella Veillonella dispar 39778 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales NA NA Rickettsiales bacterium Ac37b 	1528098 0 0 0 0 2 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium crocinum 2183896 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium oligotrophicum 44255 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Babesiidae Babesia Babesia bovis 5865 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Cellvibrionales Spongiibacteraceae Spongiibacter Spongiibacter sp. IMCC21906 	1620392 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium joostei 112234 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia shahii 157691 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Eukaryota Apicomplexa Conoidasida Eucoccidiorida Cryptosporidiidae Cryptosporidium Cryptosporidium parvum 5807 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. G0186 	2487064 0 0 0 0 1 0 
Archaea Thaumarchaeota NA Nitrosopumilales Nitrosopumilaceae Nitrosopumilus Nitrosopumilus piranensis 1582439 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Pelagibacterales Pelagibacteraceae Candidatus Pelagibacter Candidatus Pelagibacter 	sp. 1977864 0 0 0 0 2 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter lari 201 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Lentilitoribacter Lentilitoribacter sp. Alg239-R112 	2305987 0 0 0 0 6 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter showae 204 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium cloacae 120107 	S 0.00000 0.00000 0.00000 0.00000 0.00359 0.00000 
Eukaryota Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium Fusarium venenatum 56646 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas yamanorum 515393 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Myxococcales Kofleriaceae Haliangium Haliangium ochraceum 80816 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Burkholderia Burkholderia pseudomallei 28450 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium pasteurianum 1501 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Archaea Crenarchaeota Thermoprotei Sulfolobales Sulfolobaceae Acidianus Acidianus brierleyi 41673 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc sp. NIES-4103 	2005458 0 0 0 0 2 0 
Bacteria Cyanobacteria NA Synechococcales Chamaesiphonaceae Chamaesiphon Chamaesiphon minutus 1173032 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Peribacillus Peribacillus simplex 1478 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae Candidatus Endolissoclinum Candidatus Endolissoclinum 	faulkneri S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus mitis 28037 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides Nocardioides dokdonensis 450734 	S 0.00000 0.00000 0.00000 0.00000 0.00019 0.00000 
Bacteria Firmicutes Negativicutes Selenomonadales Selenomonadaceae Megamonas Megamonas hypermegale 158847 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces katrae 68223 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. 2323.1 	1938841 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Halomonadaceae Halomonas Halomonas meridiana 29570 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sp. Sr18 	935222 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Chromatiaceae Allochromatium Allochromatium vinosum 1049 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales NA NA Candidatus Uzinura diaspidicola 	670956 0 0 0 0 1 0 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Veillonella Veillonella parvula 29466 	S 0.00000 0.00000 0.00000 0.00000 0.00070 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Shewanellaceae Shewanella Shewanella sediminis 271097 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. TLI_053 	1855352 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Paraglaciecola Paraglaciecola sp. L3A3 	2686358 0 0 0 0 1 0 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Sphaerochaeta Sphaerochaeta globosa 1131703 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Mesorhizobium Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2 	2493668 0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium choanis 1862358 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycolicibacterium Mycolicibacterium fortuitum 1766 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Tessaracoccus Tessaracoccus flavescens 399497 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Anaplasmataceae Wolbachia Wolbachia endosymbiont of 	Folsomia 169402 0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Prevotella Prevotella ruminicola 839 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Archaea Euryarchaeota Thermococci Thermococcales Thermococcaceae Pyrococcus Pyrococcus kukulkanii 1609559 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Synechococcales Merismopediaceae Synechocystis Synechocystis sp. PCC 	6714 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys Pseudolabrys taiwanensis 331696 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae 666 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Aurantimonadaceae Martelella Martelella mediterranea 293089 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Dialister Dialister pneumosintes 39950 	S 0.00000 0.00000 0.00000 0.00000 0.00150 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Salegentibacter Salegentibacter salegens 143223 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Peptostreptococcaceae Peptacetobacter Peptacetobacter hiranonis 89152 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. PAMC26645 	2565555 0 0 0 0 3 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Aureitalea Aureitalea sp. RR4-38 	2094025 0 0 0 0 1 0 
