GO_term	namespace	depth	name
GO:0005030	molecular_function	3	neurotrophin_receptor_activity
GO:0000465	biological_process	11	exonucleolytic_trimming_to_generate_mature_5-end_of_5.8S_rRNA_from_tricistronic_rRNA_transcript_(SSU-rRNA_5.8S_rRNA_LSU-rRNA)
GO:0004934	molecular_function	7	mating-type_alpha-factor_pheromone_receptor_activity
GO:0045230	biological_process	5	capsule_organization
GO:0046443	biological_process	9	FAD_metabolic_process
GO:0070338	molecular_function	6	5-flap-structured_DNA_binding
GO:0061644	biological_process	8	protein_localization_to_CENP-A_containing_chromatin
GO:0015505	molecular_function	8	uracil:cation_symporter_activity
GO:0042682	biological_process	7	regulation_of_compound_eye_cone_cell_fate_specification
GO:0014841	biological_process	6	skeletal_muscle_satellite_cell_proliferation
GO:0102100	molecular_function	5	mycothiol-arsenate_ligase_activity
GO:0002791	biological_process	6	regulation_of_peptide_secretion
GO:0009050	biological_process	7	glycopeptide_catabolic_process
GO:0042418	biological_process	8	epinephrine_biosynthetic_process
GO:0090052	biological_process	11	regulation_of_pericentric_heterochromatin_assembly
GO:0036238	molecular_function	5	gallate_dioxygenase_activity
GO:0001604	molecular_function	6	urotensin_II_receptor_activity
GO:0097115	biological_process	7	neurexin_clustering_involved_in_presynaptic_membrane_assembly
GO:0039664	biological_process	4	lysis_of_host_organelle_involved_in_viral_entry_into_host_cell
GO:0070611	molecular_function	9	histone_methyltransferase_activity_(H3-R2_specific)
GO:0033720	molecular_function	4	(S)-mandelate_dehydrogenase_activity
GO:1903745	biological_process	7	negative_regulation_of_pharyngeal_pumping
GO:0055026	biological_process	8	negative_regulation_of_cardiac_muscle_tissue_development
GO:0010647	biological_process	5	positive_regulation_of_cell_communication
GO:0034075	molecular_function	5	arabidiol_synthase_activity
GO:0007531	biological_process	4	mating_type_determination
GO:0045895	biological_process	11	positive_regulation_of_mating-type_specific_transcription_DNA-templated
GO:0061688	biological_process	13	glycolytic_process_via_Entner-Doudoroff_Pathway
GO:0048750	biological_process	3	compound_eye_corneal_lens_morphogenesis
GO:0048053	biological_process	8	R1_R6_development
GO:0048731	biological_process	3	system_development
GO:0007393	biological_process	5	dorsal_closure_leading_edge_cell_fate_determination
GO:1903683	biological_process	7	positive_regulation_of_epithelial_cell-cell_adhesion_involved_in_epithelium_migration
GO:0047126	molecular_function	5	N5-(carboxyethyl)ornithine_synthase_activity
GO:0047830	molecular_function	5	D-octopine_dehydrogenase_activity
GO:0006038	biological_process	8	cell_wall_chitin_biosynthetic_process
GO:0033002	biological_process	3	muscle_cell_proliferation
GO:1904935	biological_process	7	positive_regulation_of_cell_proliferation_in_midbrain
GO:0014014	biological_process	8	negative_regulation_of_gliogenesis
GO:1901140	biological_process	6	p-coumaryl_alcohol_transport
GO:0035077	biological_process	7	ecdysone-mediated_polytene_chromosome_puffing
GO:0030059	molecular_function	5	aralkylamine_dehydrogenase_(azurin)_activity
GO:0051615	biological_process	7	histamine_uptake
GO:1901208	biological_process	8	negative_regulation_of_heart_looping
GO:1901211	biological_process	9	negative_regulation_of_cardiac_chamber_formation
GO:1902875	biological_process	6	regulation_of_embryonic_pattern_specification
GO:0042821	biological_process	7	pyridoxal_biosynthetic_process
GO:0033385	biological_process	7	geranylgeranyl_diphosphate_metabolic_process
GO:0033521	biological_process	8	phytyl_diphosphate_biosynthetic_process
GO:0019220	biological_process	6	regulation_of_phosphate_metabolic_process
GO:0003322	biological_process	7	pancreatic_A_cell_development
GO:0006077	biological_process	8	(1->6)-beta-D-glucan_metabolic_process
GO:0033562	biological_process	9	co-transcriptional_gene_silencing_by_RNA_interference_machinery
GO:0009454	biological_process	4	aerotaxis
GO:0110027	biological_process	10	negative_regulation_of_DNA_strand_resection_involved_in_replication_fork_processing
GO:0033170	molecular_function	9	protein-DNA_loading_ATPase_activity
GO:0051049	biological_process	4	regulation_of_transport
GO:0017189	biological_process	10	N-terminal_peptidyl-alanine_acetylation
GO:0019179	molecular_function	5	dTDP-4-amino-46-dideoxy-D-glucose_transaminase_activity
GO:0071370	biological_process	6	cellular_response_to_gibberellin_stimulus
GO:0015880	biological_process	9	coenzyme_A_transport
GO:1905041	biological_process	7	regulation_of_epithelium_regeneration
GO:0007272	biological_process	2	ensheathment_of_neurons
GO:0019596	biological_process	8	mandelate_catabolic_process
GO:0042661	biological_process	9	regulation_of_mesodermal_cell_fate_specification
GO:0046669	biological_process	7	regulation_of_compound_eye_retinal_cell_programmed_cell_death
GO:0071938	biological_process	9	vitamin_A_transport
GO:0042329	molecular_function	3	structural_constituent_of_collagen_and_cuticulin-based_cuticle
GO:0048857	biological_process	3	neural_nucleus_development
GO:1902446	biological_process	5	regulation_of_shade_avoidance
GO:0047504	molecular_function	5	(-)-menthol_dehydrogenase_activity
GO:0036416	biological_process	10	tRNA_stabilization
GO:1901092	biological_process	8	positive_regulation_of_protein_tetramerization
GO:0098755	biological_process	5	maintenance_of_seed_dormancy_by_absisic_acid
GO:0010247	biological_process	4	detection_of_phosphate_ion
GO:0007478	biological_process	7	leg_disc_morphogenesis
GO:1990595	molecular_function	5	mast_cell_secretagogue_receptor_activity
GO:0050045	molecular_function	5	laminaribiose_phosphorylase_activity
GO:0106099	molecular_function	5	2-keto-3-deoxy-L-rhamnonate_aldolase_activity
GO:0060197	biological_process	4	cloacal_septation
GO:0080119	biological_process	5	ER_body_organization
GO:0018477	molecular_function	7	benzaldehyde_dehydrogenase_(NADP+)_activity
GO:1904824	biological_process	6	anaphase-promoting_complex_assembly
GO:0010205	biological_process	8	photoinhibition
GO:0047362	molecular_function	5	thiosulfate-dithiol_sulfurtransferase_activity
GO:0045544	molecular_function	5	gibberellin_20-oxidase_activity
GO:0007491	biological_process	4	sternite_morphogenesis
GO:0045771	biological_process	8	negative_regulation_of_autophagosome_size
GO:0033932	molecular_function	7	13-alpha-L-fucosidase_activity
GO:0051714	biological_process	7	positive_regulation_of_cytolysis_in_other_organism
GO:0102482	molecular_function	5	5-deoxy-D-glucuronate_isomerase_activity
GO:1903873	biological_process	7	negative_regulation_of_DNA_recombinase_mediator_complex_assembly
GO:0030152	biological_process	8	bacteriocin_biosynthetic_process
GO:0018740	molecular_function	4	2-hydroxybiphenyl-2-sulfinate_desulfinase_activity
GO:0030743	molecular_function	8	rRNA_(adenosine-2-O-)-methyltransferase_activity
GO:0018628	molecular_function	5	terephthalate_12-dioxygenase_activity
GO:0048710	biological_process	9	regulation_of_astrocyte_differentiation
GO:2000241	biological_process	3	regulation_of_reproductive_process
GO:1903104	biological_process	7	regulation_of_insulin_receptor_signaling_pathway_involved_in_determination_of_adult_lifespan
GO:0090202	biological_process	7	gene_looping
GO:0048457	biological_process	4	floral_whorl_morphogenesis
GO:0050328	molecular_function	5	tetrahydroberberine_oxidase_activity
GO:0018191	biological_process	9	peptidyl-serine_octanoylation
GO:0016412	molecular_function	6	serine_O-acyltransferase_activity
GO:0055063	biological_process	8	sulfate_ion_homeostasis
GO:0009561	biological_process	2	megagametogenesis
GO:0009820	biological_process	4	alkaloid_metabolic_process
GO:0050634	molecular_function	5	phloroisovalerophenone_synthase_activity
GO:0061815	molecular_function	4	ubiquitinyl_hydrolase_activity_acting_on_linear_ubiquitin
GO:0043756	molecular_function	5	adenosylcobinamide_hydrolase_activity
GO:0097394	biological_process	11	telomeric_repeat-containing_RNA_transcription_by_RNA_polymerase_II
GO:0009852	biological_process	6	auxin_catabolic_process
GO:0045922	biological_process	7	negative_regulation_of_fatty_acid_metabolic_process
GO:0003329	biological_process	5	pancreatic_PP_cell_fate_commitment
GO:0003326	biological_process	5	pancreatic_A_cell_fate_commitment
GO:0055121	biological_process	7	response_to_high_fluence_blue_light_stimulus_by_blue_high-fluence_system
GO:0035884	biological_process	6	arabinan_biosynthetic_process
GO:0050643	molecular_function	7	10-deacetylbaccatin_III_10-O-acetyltransferase_activity
GO:0050437	molecular_function	5	(-)-endo-fenchol_synthase_activity
GO:0036067	biological_process	8	light-dependent_chlorophyll_biosynthetic_process
GO:2001203	biological_process	10	positive_regulation_of_transforming_growth_factor-beta_secretion
GO:0090139	biological_process	9	mitochondrial_DNA_packaging
GO:0051784	biological_process	7	negative_regulation_of_nuclear_division
GO:0047904	molecular_function	4	fructose_5-dehydrogenase_activity
GO:0042243	biological_process	8	asexual_spore_wall_assembly
GO:0036377	biological_process	3	arbuscular_mycorrhizal_association
GO:0052749	molecular_function	4	glucose-6-phosphate_dehydrogenase_(coenzyme_F420)_activity
GO:0015921	biological_process	7	lipopolysaccharide_export
GO:1900735	biological_process	7	positive_regulation_of_flocculation
GO:1902988	biological_process	6	neurofibrillary_tangle_assembly
GO:0099077	molecular_function	5	histone-dependent_DNA_binding
GO:2000605	biological_process	5	positive_regulation_of_secondary_growth
GO:0061181	biological_process	7	regulation_of_chondrocyte_development
GO:0004063	molecular_function	6	aryldialkylphosphatase_activity
GO:0050144	molecular_function	5	nucleoside_deoxyribosyltransferase_activity
GO:0035007	biological_process	7	regulation_of_melanization_defense_response
GO:0080064	biological_process	7	44-dimethyl-9beta19-cyclopropylsterol_oxidation
GO:0009961	biological_process	6	response_to_1-aminocyclopropane-1-carboxylic_acid
GO:0102550	molecular_function	5	2-methyl-6-geranylgeranyl-14-benzoquinol_methyltransferase_activity
GO:0048692	biological_process	13	negative_regulation_of_axon_extension_involved_in_regeneration
GO:0052624	molecular_function	6	2-phytyl-14-naphthoquinone_methyltransferase_activity
GO:0047955	molecular_function	4	glycerol_dehydrogenase_(acceptor)_activity
GO:0043718	molecular_function	5	2-hydroxymethylglutarate_dehydrogenase_activity
GO:0050077	molecular_function	4	maleylpyruvate_isomerase_activity
GO:0005412	molecular_function	9	glucose:sodium_symporter_activity
GO:0030785	molecular_function	6	[ribulose-bisphosphate_carboxylase]-lysine_N-methyltransferase_activity
GO:0033918	molecular_function	5	kappa-carrageenase_activity
GO:0010301	molecular_function	7	xanthoxin_dehydrogenase_activity
GO:0004989	molecular_function	6	octopamine_receptor_activity
GO:0033905	molecular_function	6	xylan_endo-13-beta-xylosidase_activity
GO:0102726	molecular_function	5	DIMBOA_glucoside_beta-D-glucosidase_activity
GO:0047459	molecular_function	5	3-aminobutyryl-CoA_ammonia-lyase_activity
GO:2000981	biological_process	10	negative_regulation_of_inner_ear_receptor_cell_differentiation
GO:1902078	biological_process	10	positive_regulation_of_lateral_motor_column_neuron_migration
GO:1902261	biological_process	12	positive_regulation_of_delayed_rectifier_potassium_channel_activity
GO:0007396	biological_process	4	suture_of_dorsal_opening
GO:1900829	biological_process	10	D-tyrosine_catabolic_process
GO:1900832	biological_process	10	D-leucine_catabolic_process
GO:0097358	molecular_function	7	D-leucyl-tRNA(Leu)_deacylase_activity
GO:0016267	biological_process	10	O-glycan_processing_core_1
GO:0071890	molecular_function	4	bicarbonate_binding
GO:0046495	biological_process	8	nicotinamide_riboside_metabolic_process
GO:0021558	biological_process	5	trochlear_nerve_development
GO:0021557	biological_process	5	oculomotor_nerve_development
GO:0034413	biological_process	12	ascospore_wall_(1->3)-beta-D-glucan_biosynthetic_process
GO:0050138	molecular_function	5	nicotinate_dehydrogenase_activity
GO:2001080	molecular_function	4	chitosan_binding
GO:0021781	biological_process	4	glial_cell_fate_commitment
GO:0015708	biological_process	8	silicic_acid_import_across_plasma_membrane
GO:0008397	molecular_function	5	sterol_12-alpha-hydroxylase_activity
GO:0035835	biological_process	6	indole_alkaloid_biosynthetic_process
GO:0042636	biological_process	5	negative_regulation_of_hair_cycle
GO:0090056	biological_process	6	regulation_of_chlorophyll_metabolic_process
GO:0052314	biological_process	4	phytoalexin_metabolic_process
GO:0034653	biological_process	10	retinoic_acid_catabolic_process
GO:1903354	biological_process	7	regulation_of_distal_tip_cell_migration
GO:0071483	biological_process	7	cellular_response_to_blue_light
GO:0072141	biological_process	4	renal_interstitial_fibroblast_development
GO:2000227	biological_process	7	negative_regulation_of_pancreatic_A_cell_differentiation
GO:0061106	biological_process	8	negative_regulation_of_stomach_neuroendocrine_cell_differentiation
GO:0001996	biological_process	9	positive_regulation_of_heart_rate_by_epinephrine-norepinephrine
GO:0001997	biological_process	10	positive_regulation_of_the_force_of_heart_contraction_by_epinephrine-norepinephrine
GO:1905689	biological_process	10	positive_regulation_of_diacylglycerol_kinase_activity
GO:0033760	molecular_function	5	2-deoxymugineic-acid_2-dioxygenase_activity
GO:1903478	biological_process	10	actin_filament_bundle_convergence_involved_in_mitotic_contractile_ring_assembly
GO:0009134	biological_process	8	nucleoside_diphosphate_catabolic_process
GO:0047036	molecular_function	5	codeinone_reductase_(NADPH)_activity
GO:0042547	biological_process	7	cell_wall_modification_involved_in_multidimensional_cell_growth
GO:0033799	molecular_function	6	myricetin_3-O-methyltransferase_activity
GO:0071772	biological_process	5	response_to_BMP
GO:0043794	molecular_function	4	formate_dehydrogenase_(coenzyme_F420)_activity
GO:0033912	molecular_function	5	26-beta-fructan_6-levanbiohydrolase_activity
GO:0102497	molecular_function	5	scyllo-inositol_dehydrogenase_(NADP+)_activity
GO:0097507	molecular_function	7	hypoxanthine_DNA_N-glycosylase_activity
GO:0050591	molecular_function	5	quinine_3-monooxygenase_activity
GO:0004587	molecular_function	5	ornithine-oxo-acid_transaminase_activity
GO:1990260	biological_process	12	negative_regulation_of_transcription_from_RNA_polymerase_II_promoter_by_transcription_factor_localization_involved_in_response_to_DNA_damage_checkpoint_signaling
GO:0047090	molecular_function	5	benzoyl-CoA_3-monooxygenase_activity
GO:0080145	biological_process	8	cysteine_homeostasis
GO:0043884	molecular_function	5	CO-methylating_acetyl-CoA_synthase_activity
GO:1905453	biological_process	7	regulation_of_myeloid_progenitor_cell_differentiation
GO:1905456	biological_process	7	regulation_of_lymphoid_progenitor_cell_differentiation
GO:0042463	biological_process	6	ocellus_photoreceptor_cell_development
GO:0047698	molecular_function	5	beta-alanyl-CoA_ammonia-lyase_activity
GO:0033143	biological_process	6	regulation_of_intracellular_steroid_hormone_receptor_signaling_pathway
GO:0051886	biological_process	8	negative_regulation_of_timing_of_anagen
GO:0021511	biological_process	4	spinal_cord_patterning
GO:0010136	biological_process	6	ureide_catabolic_process
GO:0035593	biological_process	8	positive_regulation_of_Wnt_signaling_pathway_by_establishment_of_Wnt_protein_localization_to_extracellular_region
GO:1901987	biological_process	6	regulation_of_cell_cycle_phase_transition
GO:0006451	biological_process	8	translational_readthrough
GO:0030588	biological_process	2	pseudocleavage
GO:0061477	biological_process	3	response_to_aromatase_inhibitor
GO:0097230	biological_process	4	cell_motility_in_response_to_potassium_ion
GO:0051093	biological_process	4	negative_regulation_of_developmental_process
GO:0036051	biological_process	5	protein_localization_to_trailing_edge
GO:0046265	biological_process	5	thiocyanate_catabolic_process
GO:1901336	biological_process	5	lactone_biosynthetic_process
GO:1905178	biological_process	5	regulation_of_cardiac_muscle_tissue_regeneration
GO:0052331	biological_process	6	hemolysis_in_other_organism_involved_in_symbiotic_interaction
GO:0019338	biological_process	6	pentachlorophenol_catabolic_process
GO:1904985	biological_process	7	negative_regulation_of_quinolinate_biosynthetic_process
GO:0070930	biological_process	7	trans-translation-dependent_protein_tagging
GO:0042339	biological_process	7	keratan_sulfate_metabolic_process
GO:0010514	biological_process	7	induction_of_conjugation_with_cellular_fusion
GO:1905885	biological_process	8	positive_regulation_of_triglyceride_transport
GO:1901133	biological_process	8	kanamycin_biosynthetic_process
GO:1904731	biological_process	8	positive_regulation_of_intestinal_lipid_absorption
GO:0098628	biological_process	8	peptidyl-N-phospho-arginine_dephosphorylation
GO:1904746	biological_process	8	negative_regulation_of_apoptotic_process_involved_in_development
GO:0046787	biological_process	8	viral_DNA_repair
GO:0018209	biological_process	8	peptidyl-serine_modification
GO:2000748	biological_process	9	positive_regulation_of_defecation_rhythm
GO:0039553	biological_process	9	suppression_by_virus_of_host_chemokine_activity
GO:1901780	biological_process	9	pentalenolactone_biosynthetic_process
GO:0032277	biological_process	9	negative_regulation_of_gonadotropin_secretion
GO:0070832	biological_process	9	phosphatidylcholine_biosynthesis_from_phosphoryl-ethanolamine_via_N-dimethylethanolamine_phosphate_and_CDP-choline
GO:1903466	biological_process	11	regulation_of_mitotic_DNA_replication_initiation
GO:0015971	biological_process	11	guanosine_tetraphosphate_catabolic_process
GO:1990514	biological_process	12	5_transitive_RNA_interference
GO:1990515	biological_process	12	3_transitive_RNA_interference
GO:0018846	molecular_function	4	styrene-oxide_isomerase_activity
GO:0102285	molecular_function	5	1-deoxy-11-oxopentalenate_oxygenase_activity
GO:0050628	molecular_function	5	2-oxopropyl-CoM_reductase_(carboxylating)_activity
GO:0018575	molecular_function	5	chlorocatechol_12-dioxygenase_activity
GO:0018760	molecular_function	5	thiocyanate_hydrolase_activity
GO:0034930	molecular_function	5	1-hydroxypyrene_sulfotransferase_activity
GO:0047071	molecular_function	5	34-dihydroxy-910-secoandrosta-135(10)-triene-917-dione_45-dioxygenase_activity
GO:0045130	molecular_function	5	keratan_sulfotransferase_activity
GO:0102388	molecular_function	5	UDP-NN-diacetylbacillosamine_2-epimerase_activity
GO:0046576	molecular_function	5	rhamnogalacturonan_alpha-L-rhamnopyranosyl-(1->4)-alpha-D-galactopyranosyluronide_lyase_activity
GO:0102302	molecular_function	5	mycinamicin_VI_2-O-methyltransferase_activity
GO:0047675	molecular_function	5	arabinonate_dehydratase_activity
GO:0102318	molecular_function	5	2-deoxystreptamine_glucosyltransferase_activity
GO:0000704	molecular_function	6	pyrimidine_dimer_DNA_N-glycosylase_activity
GO:0098627	molecular_function	7	protein_arginine_phosphatase_activity
GO:0016761	molecular_function	7	cellulose_synthase_(GDP-forming)_activity
GO:0034004	molecular_function	5	germacradienol_synthase_activity
GO:0052577	molecular_function	7	germacrene-D_synthase_activity
GO:0070596	biological_process	9	(1->3)-alpha-glucan_biosynthetic_process
GO:1990399	biological_process	5	epithelium_regeneration
GO:1990731	biological_process	7	UV-damage_excision_repair_DNA_incision
GO:0030243	biological_process	8	cellulose_metabolic_process
GO:1990043	molecular_function	9	5_deoxyribonuclease_(pyrimidine_dimer)_activity
GO:0051118	molecular_function	6	glucan_endo-13-alpha-glucosidase_activity
GO:0039591	biological_process	12	suppression_by_virus_of_host_tapasin_activity
GO:0120153	molecular_function	3	calcium-dependent_carbohydrate_binding
GO:0055014	biological_process	7	atrial_cardiac_muscle_cell_development
GO:0033141	biological_process	11	positive_regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein
GO:0001830	biological_process	4	trophectodermal_cell_fate_commitment
GO:0021658	biological_process	4	rhombomere_3_morphogenesis
GO:0043121	molecular_function	4	neurotrophin_binding
GO:0030385	molecular_function	4	ferredoxin:thioredoxin_reductase_activity
GO:0103012	molecular_function	5	ferredoxin-thioredoxin_reductase_activity
GO:0051751	molecular_function	6	alpha-14-mannosyltransferase_activity
GO:0046437	biological_process	9	D-amino_acid_biosynthetic_process
GO:0097643	molecular_function	7	amylin_receptor_activity
GO:0000705	biological_process	9	achiasmate_meiosis_I
GO:0097468	biological_process	4	programmed_cell_death_in_response_to_reactive_oxygen_species
GO:0007485	biological_process	6	imaginal_disc-derived_male_genitalia_development
GO:0047937	molecular_function	5	glucose-1-phosphate_phosphodismutase_activity
GO:0006675	biological_process	8	mannosyl-inositol_phosphorylceramide_metabolic_process
GO:0048106	biological_process	6	establishment_of_thoracic_bristle_planar_orientation
GO:0090363	biological_process	7	regulation_of_proteasome_core_complex_assembly
GO:0060512	biological_process	5	prostate_gland_morphogenesis
GO:1903134	biological_process	8	trehalose_catabolic_process_involved_in_cellular_response_to_stress
GO:0051505	molecular_function	8	cholesterol_UDP-glucosyltransferase_activity
GO:0051506	molecular_function	8	ergosterol_UDP-glucosyltransferase_activity
GO:0051508	molecular_function	8	stigmasterol_UDP-glucosyltransferase_activity
GO:0051509	molecular_function	8	tomatidine_UDP-glucosyltransferase_activity
GO:0004732	molecular_function	5	pyridoxal_oxidase_activity
GO:0060257	biological_process	7	negative_regulation_of_flocculation
GO:0045316	biological_process	11	negative_regulation_of_compound_eye_photoreceptor_development
GO:0048618	biological_process	4	post-embryonic_foregut_morphogenesis
GO:0008056	biological_process	5	ocellus_development
GO:0047621	molecular_function	5	acylpyruvate_hydrolase_activity
GO:0014052	biological_process	8	regulation_of_gamma-aminobutyric_acid_secretion
GO:0046938	biological_process	7	phytochelatin_biosynthetic_process
GO:1902232	biological_process	10	regulation_of_positive_thymic_T_cell_selection
GO:0060470	biological_process	12	positive_regulation_of_cytosolic_calcium_ion_concentration_involved_in_egg_activation
GO:0033252	biological_process	5	regulation_of_beta-lactamase_activity
GO:0030309	biological_process	6	poly-N-acetyllactosamine_metabolic_process
GO:0002921	biological_process	6	negative_regulation_of_humoral_immune_response
GO:1901048	biological_process	9	transforming_growth_factor_beta_receptor_signaling_pathway_involved_in_regulation_of_multicellular_organism_growth
GO:0070738	molecular_function	6	tubulin-glycine_ligase_activity
GO:1905850	biological_process	5	positive_regulation_of_forward_locomotion
GO:0033914	molecular_function	6	xylan_13-beta-xylosidase_activity
GO:1903346	biological_process	9	positive_regulation_of_protein_polyglycylation
GO:0045974	biological_process	8	regulation_of_translation_ncRNA-mediated
GO:0035263	biological_process	3	genital_disc_sexually_dimorphic_development
GO:0047295	molecular_function	4	geranylgeranylglycerol-phosphate_geranylgeranyltransferase_activity
GO:0051598	biological_process	9	meiotic_recombination_checkpoint
GO:0014707	biological_process	7	branchiomeric_skeletal_muscle_development
GO:0061837	biological_process	8	neuropeptide_processing
GO:1902679	biological_process	8	negative_regulation_of_RNA_biosynthetic_process
GO:0047490	molecular_function	5	pectin_lyase_activity
GO:0055122	biological_process	6	response_to_very_low_light_intensity_stimulus
GO:0032448	molecular_function	6	DNA_hairpin_binding
GO:0044409	biological_process	5	entry_into_host
GO:0042207	biological_process	6	styrene_catabolic_process
GO:0004744	molecular_function	4	retinal_isomerase_activity
GO:0001017	molecular_function	8	bacterial-type_RNA_polymerase_transcription_regulatory_region_sequence-specific_DNA_binding
GO:1900134	biological_process	9	negative_regulation_of_renin_secretion_into_blood_stream
GO:0001949	biological_process	6	sebaceous_gland_cell_differentiation
GO:0019271	biological_process	9	aerobactin_transport
GO:0061365	biological_process	7	positive_regulation_of_triglyceride_lipase_activity
GO:0048028	molecular_function	4	galacturonan_binding
GO:2001062	molecular_function	4	xylan_binding
GO:0060730	biological_process	6	regulation_of_intestinal_epithelial_structure_maintenance
GO:0050513	molecular_function	7	glycoprotein_2-beta-D-xylosyltransferase_activity
GO:0045468	biological_process	3	regulation_of_R8_cell_spacing_in_compound_eye
GO:0007460	biological_process	8	R8_cell_fate_commitment
GO:0015608	molecular_function	7	carbohydrate-importing_ATPase_activity
GO:0050654	biological_process	7	chondroitin_sulfate_proteoglycan_metabolic_process
GO:0072742	biological_process	6	SAGA_complex_localization_to_transcription_regulatory_region
GO:1905174	biological_process	5	regulation_of_vascular_associated_smooth_muscle_cell_dedifferentiation
GO:0061007	biological_process	3	hepaticobiliary_system_process
GO:0046398	biological_process	7	UDP-glucuronate_metabolic_process
GO:0050006	molecular_function	4	isomaltulose_synthase_activity
GO:0016118	biological_process	9	carotenoid_catabolic_process
GO:0052619	molecular_function	5	coenzyme_F420-1:gamma-L-glutamate_ligase_activity
GO:1990926	biological_process	8	short-term_synaptic_potentiation
GO:0090119	biological_process	9	vesicle-mediated_cholesterol_transport
GO:0047207	molecular_function	6	12-beta-fructan_1F-fructosyltransferase_activity
GO:0043464	biological_process	6	malolactic_fermentation
GO:1903857	biological_process	6	negative_regulation_of_cytokinin_dehydrogenase_activity
GO:0009588	biological_process	7	UV-A_blue_light_phototransduction
GO:0015778	biological_process	6	hexuronide_transport
GO:0015736	biological_process	10	hexuronate_transmembrane_transport
GO:0015134	molecular_function	9	hexuronate_transmembrane_transporter_activity
GO:0047809	molecular_function	4	D-2-hydroxy-acid_dehydrogenase_activity
GO:0071289	biological_process	6	cellular_response_to_nickel_ion
GO:1903669	biological_process	8	positive_regulation_of_chemorepellent_activity
GO:0102198	molecular_function	5	L-idonate_5-dehydrogenase_activity_(NAD-dependent)
GO:0047508	molecular_function	5	(R)-2-methylmalate_dehydratase_activity
GO:0060849	biological_process	12	regulation_of_transcription_involved_in_lymphatic_endothelial_cell_fate_commitment
GO:1902602	biological_process	7	aluminum_ion_transmembrane_transport
GO:0010217	biological_process	9	cellular_aluminum_ion_homeostasis
GO:0015083	molecular_function	4	aluminum_ion_transmembrane_transporter_activity
GO:0071768	biological_process	9	mycolic_acid_biosynthetic_process
GO:0052553	biological_process	8	modulation_by_symbiont_of_host_immune_response
GO:0035151	biological_process	5	regulation_of_tube_size_open_tracheal_system
GO:0070612	molecular_function	9	histone_methyltransferase_activity_(H2A-R3_specific)
GO:2000376	biological_process	6	positive_regulation_of_oxygen_metabolic_process
GO:0052150	biological_process	9	modulation_by_symbiont_of_host_apoptotic_process
GO:0110034	biological_process	10	negative_regulation_of_adenylate_cyclase-activating_glucose-activated_G_protein-coupled_receptor_signaling_pathway
GO:0033750	biological_process	4	ribosome_localization
GO:0007429	biological_process	8	secondary_branching_open_tracheal_system
GO:0047817	molecular_function	5	D-arginase_activity
GO:2000152	biological_process	8	regulation_of_ubiquitin-specific_protease_activity
GO:0001567	molecular_function	5	cholesterol_25-hydroxylase_activity
GO:0009700	biological_process	6	indole_phytoalexin_biosynthetic_process
GO:0006728	biological_process	6	pteridine_biosynthetic_process
GO:0007135	biological_process	8	meiosis_II
GO:0003353	biological_process	7	positive_regulation_of_cilium_movement
GO:1900109	biological_process	11	regulation_of_histone_H3-K9_dimethylation
GO:0048537	biological_process	5	mucosal-associated_lymphoid_tissue_development
GO:0031556	biological_process	12	transcriptional_attenuation_by_ribosome
GO:0101026	biological_process	6	nuclear_membrane_biogenesis_involved_in_mitotic_nuclear_division
GO:0010769	biological_process	6	regulation_of_cell_morphogenesis_involved_in_differentiation
GO:0071206	biological_process	6	establishment_of_protein_localization_to_juxtaparanode_region_of_axon
GO:0103011	molecular_function	5	mannosylfructose-phosphate_synthase_activity
GO:0035643	molecular_function	7	L-DOPA_receptor_activity
GO:0031399	biological_process	7	regulation_of_protein_modification_process
GO:0080056	biological_process	5	petal_vascular_tissue_pattern_formation
GO:0080057	biological_process	5	sepal_vascular_tissue_pattern_formation
GO:0000478	biological_process	9	endonucleolytic_cleavage_involved_in_rRNA_processing
GO:0018459	molecular_function	5	carveol_dehydrogenase_activity
GO:0030611	molecular_function	3	arsenate_reductase_activity
GO:0034652	biological_process	6	extrachromosomal_circular_DNA_localization_involved_in_cell_aging
GO:0032189	biological_process	6	maintenance_of_actomyosin_contractile_ring_localization
GO:0030985	molecular_function	4	high_molecular_weight_kininogen_binding
GO:0010590	biological_process	5	regulation_of_septum_digestion_after_cytokinesis
GO:0007428	biological_process	8	primary_branching_open_tracheal_system
GO:0047711	molecular_function	5	blasticidin-S_deaminase_activity
GO:0019983	molecular_function	4	interleukin-9_binding
GO:1902908	biological_process	5	regulation_of_melanosome_transport
GO:1904747	biological_process	8	positive_regulation_of_apoptotic_process_involved_in_development
GO:0035210	biological_process	5	prepupal_development
GO:0042440	biological_process	2	pigment_metabolic_process
GO:1903875	molecular_function	5	corticosterone_binding
GO:0047488	molecular_function	5	heparin_lyase_activity
GO:0010209	molecular_function	5	vacuolar_sorting_signal_binding
GO:0102106	molecular_function	5	curcumin_synthase_activity
GO:0102245	molecular_function	5	lupan-3beta20-diol_synthase_activity
GO:1905607	biological_process	8	negative_regulation_of_presynapse_assembly
GO:0033781	molecular_function	5	cholesterol_24-hydroxylase_activity
GO:1902161	biological_process	9	positive_regulation_of_cyclic_nucleotide-gated_ion_channel_activity
GO:0106138	molecular_function	3	Sec61_translocon_complex_binding
GO:0044382	biological_process	9	CLRC_complex_localization_to_heterochromatin
GO:0008459	molecular_function	6	chondroitin_6-sulfotransferase_activity
