"OTU"	"Control_Healthy"	"Control_Sick"	"COVID19"
"546"	"ATPase-coupled teichoic acid transmembrane transporter activity"	0.3125	7.04918032786885	16.5121951219512
"547"	"ATPase-coupled thiamine transmembrane transporter activity"	0.0625	0	6.82926829268293
"548"	"ATPase-coupled thiosulfate transmembrane transporter activity"	4.75	29.2622950819672	171.439024390244
"549"	"ATPase-coupled transmembrane transporter activity"	130.375	1147.11475409836	2287.9512195122
"550"	"ATPase-coupled vitamin B12 transmembrane transporter activity"	7.96875	71.4590163934426	210.243902439024
"551"	"ATPase-coupled xenobiotic transmembrane transporter activity"	10.46875	177.918032786885	302.414634146341
"552"	"ATPase-coupled zinc transmembrane transporter activity"	0.625	6.11475409836066	12.3658536585366
"553"	"ATPase activator activity"	2.75	47.2950819672131	44.780487804878
"554"	"ATPase activity"	526.8125	4570.55737704918	15085.8780487805
"555"	"AU-rich element binding"	0.25	6.67213114754098	4
"556"	"autoinducer-2 kinase activity"	0	0	14.2439024390244
"557"	"autotransporter activity"	0	13.2786885245902	0
"558"	"azobenzene reductase activity"	0.21875	0.754098360655738	5.90243902439024
"559"	"bacterial-type cis-regulatory region sequence-specific DNA binding"	17.34375	205.606557377049	337.09756097561
"560"	"bacterial-type RNA polymerase core enzyme binding"	0.0625	0.918032786885246	7.60975609756098
"561"	"bacterial-type RNA polymerase core promoter sequence-specific DNA binding"	0	6.37704918032787	2.58536585365854
"562"	"bacterial-type RNA polymerase transcription regulatory region sequence-specific DNA binding"	20.53125	6.63934426229508	13.2926829268293
"563"	"bacteriochlorophyll binding"	1.09375	7.18032786885246	7.82926829268293
"564"	"bacteriocin transmembrane transporter activity"	0.0625	0.655737704918033	9.39024390243902
"565"	"barbiturase activity"	0	0	1.58536585365854
"566"	"bent DNA binding"	0	0	9.60975609756098
"567"	"benzaldehyde dehydrogenase (NAD+) activity"	13.46875	82.655737704918	4.41463414634146
"568"	"benzoate-CoA ligase activity"	0.8125	0.262295081967213	5.1219512195122
"569"	"benzoate 1,2-dioxygenase activity"	0	8.32786885245902	8.39024390243902
"570"	"benzoate transmembrane transporter activity"	0.34375	7.77049180327869	50.5609756097561
"571"	"benzoyl-CoA reductase activity"	0.125	0.344262295081967	14.0975609756098
"572"	"benzoylformate decarboxylase activity"	0.65625	10.8032786885246	6.5609756097561
"573"	"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"	0	0.0327868852459016	1.85365853658537
"574"	"beta-agarase activity"	0.0625	2.9344262295082	10.6585365853659
"575"	"beta-alanine-pyruvate transaminase activity"	0.125	12.7377049180328	31.390243902439
"576"	"beta-amylase activity"	0	0.0327868852459016	1.26829268292683
"577"	"beta-aspartyl-peptidase activity"	0.0625	0.360655737704918	37.2926829268293
"578"	"beta-carotene 15,15-monooxygenase activity"	0.875	1.32786885245902	61.1951219512195
"579"	"beta-fructofuranosidase activity"	0.0625	0.491803278688525	41.9512195121951
"580"	"beta-galactosidase activity"	33.09375	60.2786885245902	2532.12195121951
"581"	"beta-glucosidase activity"	4.25	33.0163934426229	253.634146341463
"582"	"beta-glucoside kinase activity"	0	0.0327868852459016	1.4390243902439
"583"	"beta-glucuronidase activity"	0	0.491803278688525	2.17073170731707
"584"	"beta-ketoacyl-acyl-carrier-protein synthase II activity"	6.9375	29.3934426229508	189.439024390244
"585"	"beta-ketoacyl-acyl-carrier-protein synthase III activity"	4.71875	35.0491803278689	278.317073170732
"586"	"beta-ketodecanoyl-[acyl-carrier-protein] synthase activity"	0	4.34426229508197	0.195121951219512
"587"	"beta-lactamase activity"	112.5	117.540983606557	597.756097560976
"588"	"beta-maltose 4-alpha-glucanotransferase activity"	5.09375	16.1803278688525	299.878048780488
"589"	"beta-mannosidase activity"	0	0.0983606557377049	23.1219512195122
"590"	"beta-N-acetylgalactosaminidase activity"	0	2.27868852459016	2.41463414634146
"591"	"beta-N-acetylhexosaminidase activity"	7.5	18.4262295081967	267.292682926829
"592"	"beta-phosphoglucomutase activity"	12.90625	2.36065573770492	36.5853658536585
"593"	"beta-ureidopropionase activity"	0	1.88524590163934	6.48780487804878
"594"	"betaine-aldehyde dehydrogenase activity"	15.28125	120.868852459016	198.024390243902
"595"	"betaine-homocysteine S-methyltransferase activity"	0.125	9.68852459016393	33.5365853658537
"596"	"betaine reductase activity"	4.8125	0.0983606557377049	4.24390243902439
"597"	"bile acid binding"	5.0625	34.1639344262295	0.0731707317073171
"598"	"bilirubin oxidase activity"	0	0.0655737704918033	1.41463414634146
"599"	"biotin-[acetyl-CoA-carboxylase] ligase activity"	5.09375	8.29508196721311	103.829268292683
"600"	"biotin binding"	1.28125	6.52459016393443	35.4878048780488
"601"	"biotin synthase activity"	22.625	18.4426229508197	84
"602"	"biotin transmembrane transporter activity"	0.21875	0.409836065573771	21.4146341463415
"603"	"biphenyl-2,3-diol 1,2-dioxygenase activity"	0.21875	0.39344262295082	0.707317073170732
"604"	"biphenyl 2,3-dioxygenase activity"	0	0.147540983606557	1.68292682926829
"605"	"bis(5-nucleosyl)-tetraphosphatase (asymmetrical) activity"	0.0625	0.213114754098361	13.0487804878049
"606"	"bis(5-nucleosyl)-tetraphosphatase (symmetrical) activity"	0.125	28.5737704918033	29.4878048780488
"607"	"bisphosphoglycerate mutase activity"	0	0.655737704918033	0.341463414634146
"608"	"branched-chain-amino-acid transaminase activity"	1.96875	10.1639344262295	118.19512195122
"609"	"branched-chain amino acid transmembrane transporter activity"	7.5625	126.459016393443	144.317073170732
"610"	"butane-1,4-diamine:2-oxoglutarate aminotransferase activity"	0.0625	13.2950819672131	14.9512195121951
"611"	"butyrate-acetoacetate CoA-transferase activity"	0	0	4
"612"	"butyrate-CoA ligase activity"	0	1.21311475409836	8.78048780487805
"613"	"butyrate kinase activity"	0	0.327868852459016	6.31707317073171
"614"	"butyryl-CoA dehydrogenase activity"	5.65625	45.9016393442623	180.341463414634
"615"	"C4-dicarboxylate transmembrane transporter activity"	1.78125	4.68852459016393	60.7317073170732
"616"	"CAAX-protein geranylgeranyltransferase activity"	0	0	1.31707317073171
"617"	"cadmium ion binding"	0	0.344262295081967	1.19512195121951
"618"	"cadmium ion transmembrane transporter activity"	0.28125	17.4918032786885	17.9268292682927
"619"	"cadmium transmembrane transporter activity, phosphorylative mechanism"	5.625	42.6065573770492	287.19512195122
"620"	"caffeoyl-CoA O-methyltransferase activity"	0.09375	0	4.36585365853659
"621"	"calcium- and calmodulin-responsive adenylate cyclase activity"	0	5.13114754098361	0.24390243902439
"622"	"calcium-dependent cysteine-type endopeptidase activity"	7.59375	9.14754098360656	4.97560975609756
"623"	"calcium-dependent phospholipid binding"	1190.3125	11164.6393442623	96.6585365853659
"624"	"calcium channel activity"	1.34375	1.31147540983607	2.21951219512195
"625"	"calcium ion binding"	1443.53125	12164.2295081967	2050.56097560976
"626"	"calcium transmembrane transporter activity, phosphorylative mechanism"	1.875	3.60655737704918	256.756097560976
"627"	"calcium:proton antiporter activity"	0	0.0327868852459016	5.92682926829268
"628"	"calmodulin-dependent protein kinase activity"	0	5.95081967213115	3.8780487804878
"629"	"cAMP-dependent protein kinase inhibitor activity"	0	2.27868852459016	0.121951219512195
"630"	"cAMP-dependent protein kinase regulator activity"	0	2.36065573770492	0.292682926829268
"631"	"cAMP binding"	0	4.39344262295082	42.1707317073171
"632"	"carbamate kinase activity"	1.875	6.95081967213115	62.6829268292683
"633"	"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity"	21.78125	48.5573770491803	370.951219512195
"634"	"carbohydrate kinase activity"	0.125	0.213114754098361	21.3414634146341
"635"	"carbohydrate:proton symporter activity"	5.125	45.8196721311475	234.878048780488
"636"	"carbon-monoxide dehydrogenase (ferredoxin) activity"	0.0625	0.229508196721311	11.1219512195122
"637"	"carbon-monoxide oxygenase activity"	0	2.01639344262295	1.21951219512195
"638"	"carbonate dehydratase activity"	25.21875	50.0491803278689	213.073170731707
"639"	"carbonyl reductase (NADPH) activity"	0.34375	1.54098360655738	3.73170731707317
"640"	"carbonyl sulfide nitrogenase activity"	1.875	1.14754098360656	66.6585365853659
"641"	"carboxyl-O-methyltransferase activity"	0.0625	7.45901639344262	23.5609756097561
"642"	"carboxymethylenebutenolidase activity"	1.03125	1.81967213114754	156.219512195122
"643"	"carboxypeptidase activity"	63.8125	229.885245901639	1694.92682926829
"644"	"carboxyvinyl-carboxyphosphonate phosphorylmutase activity"	0	1.62295081967213	3.34146341463415
"645"	"cardiolipin binding"	0	0	38.9512195121951
"646"	"cardiolipin synthase activity"	3.78125	28.6229508196721	212.317073170732
"647"	"carnitine 3-dehydrogenase activity"	4.96875	7.49180327868852	4.29268292682927
"648"	"carnitine dehydratase activity"	0	1.83606557377049	0.536585365853659
"649"	"carnitine transmembrane transporter activity"	0.1875	4.57377049180328	5.73170731707317
"650"	"carotenoid dioxygenase activity"	0.125	0.0655737704918033	1.68292682926829
"651"	"catalase activity"	24.5625	106.868852459016	540.073170731707
"652"	"catechol 1,2-dioxygenase activity"	2.125	7.72131147540984	17.780487804878
"653"	"catechol 2,3-dioxygenase activity"	0.6875	0.557377049180328	30.5609756097561
"654"	"cation efflux transmembrane transporter activity"	0.09375	0.950819672131147	128.609756097561
"655"	"CDP-4-dehydro-6-deoxyglucose reductase activity"	0	2.0655737704918	0.560975609756098
"656"	"CDP-abequose epimerase activity"	0.21875	0	2.85365853658537
"657"	"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity"	1.6875	9.29508196721311	66.1463414634146
"658"	"CDP-diacylglycerol-serine O-phosphatidyltransferase activity"	1.3125	8.08196721311475	55.5121951219512
"659"	"CDP-diacylglycerol diphosphatase activity"	0	0.131147540983607	15.6829268292683
"660"	"CDP-glucose 4,6-dehydratase activity"	0.0625	0.327868852459016	9.78048780487805
"661"	"CDP-glycerol glycerophosphotransferase activity"	1.53125	3.40983606557377	43
"662"	"cell-cell adhesion mediator activity"	17.59375	174.819672131148	4.29268292682927
"663"	"cellobiose epimerase activity"	0	0.0983606557377049	5.26829268292683
"664"	"cellobiose phosphorylase activity"	0.1875	0.409836065573771	13.9512195121951
"665"	"cellulase activity"	13.5625	50.1803278688525	103.731707317073
"666"	"cellulose 1,4-beta-cellobiosidase activity"	0.125	0.213114754098361	5.63414634146341
"667"	"cellulose synthase (UDP-forming) activity"	0.53125	4.0655737704918	86.780487804878
"668"	"cellulose synthase activity"	0.3125	3.81967213114754	78.0731707317073
"669"	"cephalosporin-C deacetylase activity"	0	0	3
"670"	"ceramidase activity"	0	10.1967213114754	0.268292682926829
"671"	"cerebroside-sulfatase activity"	0	0	3.39024390243902
"672"	"chitin deacetylase activity"	0.09375	33.2786885245902	11.5853658536585
"673"	"chitin disaccharide deacetylase activity"	0.09375	0	6.70731707317073
"674"	"chitinase activity"	10.15625	20.9016393442623	185.19512195122
"675"	"chitosanase activity"	0.875	4.78688524590164	14.3658536585366
"676"	"chloramphenicol O-acetyltransferase activity"	3.6875	375.245901639344	277.707317073171
"677"	"chloride channel activity"	0.125	0.114754098360656	18.219512195122
"678"	"chloride peroxidase activity"	0.6875	5.24590163934426	46.9512195121951
"679"	"chloride transmembrane transporter activity"	0	0.245901639344262	13.1219512195122
"680"	"chlorophyll synthetase activity"	0	0.786885245901639	0.170731707317073
"681"	"chlorophyllase activity"	1.5	13.6885245901639	5.82926829268293
"682"	"cholate-CoA ligase activity"	0	0	1.65853658536585
"683"	"cholate 7-alpha-dehydrogenase activity"	0	0.590163934426229	13.6341463414634
"684"	"cholesterol binding"	0.3125	1.88524590163934	14.9268292682927
"685"	"cholesterol oxidase activity"	0.0625	0.0819672131147541	1.21951219512195
"686"	"cholesterol transfer activity"	0.28125	1.83606557377049	0.0487804878048781
"687"	"choline-phosphate cytidylyltransferase activity"	0.0625	0	23.6829268292683
"688"	"choline-sulfatase activity"	0	12.1803278688525	7.1219512195122
"689"	"choline kinase activity"	0	0.0819672131147541	21.5853658536585
"690"	"choline transmembrane transporter activity"	0.0625	10.3114754098361	16.1463414634146
"691"	"cholinesterase activity"	0.09375	0.114754098360656	16.1951219512195
"692"	"choloyl-CoA hydrolase activity"	0	0.819672131147541	36.5609756097561
"693"	"choloylglycine hydrolase activity"	0.1875	0.131147540983607	1.31707317073171
"694"	"chondroitin-sulfate-ABC endolyase activity"	0	0.0819672131147541	5.82926829268293
"695"	"chondroitin ABC lyase activity"	0	0.147540983606557	7.8780487804878
"696"	"chorismate lyase activity"	0	4	10.1219512195122
"697"	"chorismate synthase activity"	1.78125	16.9508196721311	166.463414634146
"698"	"chromate transmembrane transporter activity"	8.1875	27.0983606557377	83.6341463414634
"699"	"chromatin insulator sequence binding"	0.1875	5.24590163934426	7.39024390243902
"700"	"cinnamoyl-CoA:phenyllactate CoA-transferase activity"	0	0.0327868852459016	1.46341463414634
"701"	"cinnamyl-alcohol dehydrogenase activity"	0	0	11.3170731707317
"702"	"cis-stilbene-oxide hydrolase activity"	2.75	0.672131147540984	24.9268292682927
"703"	"citrate (pro-3S)-lyase activity"	0.84375	0.524590163934426	48.3170731707317
"704"	"citrate (Si)-synthase activity"	31.3125	11.9016393442623	57.7073170731707
"705"	"citrate CoA-transferase activity"	0.6875	1.01639344262295	41.3658536585366
"706"	"citrate synthase activity"	0.125	4.75409836065574	2.75609756097561
"707"	"citrate transmembrane transporter activity"	0	8.32786885245902	32.8536585365854
"708"	"citryl-CoA lyase activity"	0.09375	0	11.9268292682927
"709"	"CoA-disulfide reductase activity"	0.90625	0.245901639344262	27.4146341463415
"710"	"CoA hydrolase activity"	1.21875	6.68852459016393	16.6585365853659
"711"	"cob(II)yrinic acid a,c-diamide reductase activity"	0	0.163934426229508	2.07317073170732
"712"	"cobalamin 5-phosphate synthase activity"	0.46875	8.72131147540984	25.7560975609756
"713"	"cobalt-factor II C20-methyltransferase activity"	0	0.704918032786885	5.85365853658537
"714"	"cobalt ion binding"	14.125	63.9016393442623	212.560975609756
"715"	"cobalt ion transmembrane transporter activity"	4.15625	15.3770491803279	43.0487804878049
"716"	"cobaltochelatase activity"	4.46875	27.4098360655738	157.390243902439
"717"	"cobinamide phosphate guanylyltransferase activity"	0.21875	3.24590163934426	10.8536585365854
"718"	"cobyrinic acid a,c-diamide synthase activity"	2.90625	8.60655737704918	58.3658536585366
"719"	"coenzyme F420-0:L-glutamate ligase activity"	0	0	2.1219512195122
"720"	"colicin transmembrane transporter activity"	0.0625	105.409836065574	21.1951219512195
"721"	"coniferyl-aldehyde dehydrogenase activity"	0	10.0327868852459	8.19512195121951
"722"	"copper chaperone activity"	0	0.0327868852459016	1.41463414634146
"723"	"copper ion binding"	131.78125	1310.31147540984	2629.31707317073
"724"	"copper ion transmembrane transporter activity"	0.25	35.0983606557377	91.3414634146341
"725"	"copper transmembrane transporter activity, phosphorylative mechanism"	12.3125	124.55737704918	492.926829268293
"726"	"coproporphyrinogen oxidase activity"	12.375	34.0819672131148	212.536585365854
"727"	"core promoter sequence-specific DNA binding"	0	3.29508196721311	0.51219512195122
"728"	"creatinase activity"	0	0	6.75609756097561
"729"	"creatininase activity"	0.25	1.62295081967213	9.02439024390244
"730"	"crossover junction endodeoxyribonuclease activity"	1.1875	16.327868852459	129.073170731707
"731"	"CTP reductase activity"	0	3.42622950819672	10.4878048780488
"732"	"CTP:3-cytidine-tRNA cytidylyltransferase activity"	0.875	9.70491803278689	66.0243902439024
"733"	"CTP:tRNA cytidylyltransferase activity"	0.875	9.70491803278689	65.9268292682927
"734"	"CTPase activity"	0.0625	0.639344262295082	27.6341463414634
"735"	"cyanophycin synthetase activity (L-arginine-adding)"	0.4375	0.459016393442623	7.17073170731707
"736"	"cyanophycin synthetase activity (L-aspartate-adding)"	0.625	0.459016393442623	17.2926829268293
"737"	"cyanuric acid amidohydrolase activity"	0	0	9.07317073170732
"738"	"cyclic-di-GMP binding"	11.15625	51.6393442622951	242.90243902439
"739"	"cyclic-guanylate-specific phosphodiesterase activity"	23.3125	70.2950819672131	224.170731707317
"740"	"cyclic-nucleotide phosphodiesterase activity"	0.34375	9.01639344262295	36.5121951219512
"741"	"cyclin-dependent protein serine/threonine kinase activity"	0.125	0.0983606557377049	3.07317073170732
"742"	"cyclin-dependent protein serine/threonine kinase inhibitor activity"	2.03125	0	0.341463414634146
"743"	"cyclohexadienyl dehydrogenase activity"	0.40625	0.163934426229508	4.8780487804878
"744"	"cyclohexanone monooxygenase activity"	0.625	114.032786885246	3.34146341463415
"745"	"cyclohexyl-isocyanide hydratase activity"	0.21875	0.114754098360656	67.7560975609756
"746"	"cyclomaltodextrin glucanotransferase activity"	0	0.0819672131147541	16.0487804878049
"747"	"cyclomaltodextrinase activity"	0	0.39344262295082	16.4634146341463
"748"	"cyclopentanol dehydrogenase activity"	0	0	1.80487804878049
"749"	"cyclopropane-fatty-acyl-phospholipid synthase activity"	1.625	5.31147540983607	198.975609756098
"750"	"Cys-tRNA(Pro) hydrolase activity"	0	0	1.80487804878049
"751"	"cystathionine beta-synthase activity"	0.40625	5.47540983606557	20.2926829268293
"752"	"cysteine-tRNA ligase activity"	3.71875	10.3606557377049	212.268292682927
"753"	"cysteine-type carboxypeptidase activity"	0.09375	0.377049180327869	98.0487804878049
"754"	"cysteine-type endopeptidase activity"	20.96875	158.786885245902	208.146341463415
"755"	"cysteine-type peptidase activity"	23.4375	160.131147540984	225.731707317073
"756"	"cysteine desulfurase activity"	17.96875	29.0491803278689	363.731707317073
"757"	"cysteine dioxygenase activity"	0	0.0983606557377049	1.36585365853659
"758"	"cysteine transmembrane transporter activity"	0	3.44262295081967	110.756097560976
"759"	"cytidine deaminase activity"	0.0625	0.409836065573771	50.0243902439024
"760"	"cytidine transmembrane transporter activity"	0	3.40983606557377	2.02439024390244
"761"	"cytidylate kinase activity"	4.09375	5.34426229508197	161.341463414634
"762"	"cytidylyltransferase activity"	11.5	10.1803278688525	252.170731707317
"763"	"cytochrome-c oxidase activity"	149.9375	1151.54098360656	1635.51219512195
"764"	"cytochrome-c peroxidase activity"	0.46875	42.344262295082	11.6585365853659
"765"	"cytochrome-c3 hydrogenase activity"	0	1	68.6829268292683
"766"	"cytochrome o ubiquinol oxidase activity"	3.15625	37.2622950819672	75.6585365853659
"767"	"cytokine activity"	0.5	3.90163934426229	0.341463414634146
"768"	"cytosine deaminase activity"	0.1875	2.21311475409836	98.5853658536585
"769"	"cytosine transmembrane transporter activity"	1.5625	10.7868852459016	33.3414634146341
"770"	"cytosolic dipeptidase activity"	1.6875	0.147540983606557	12.6585365853659
"771"	"D-alanine-D-alanine ligase activity"	16.84375	24.8524590163934	133.048780487805
"772"	"D-alanine [D-alanyl carrier protein] ligase activity"	0.4375	0.0819672131147541	77.7317073170732
"773"	"D-alanine:2-oxoglutarate aminotransferase activity"	0.09375	0.295081967213115	11.0243902439024
"774"	"D-amino-acid oxidase activity"	1.09375	0.590163934426229	266.121951219512
"775"	"D-aminoacyl-tRNA deacylase activity"	1.21875	5.98360655737705	31.3414634146341
"776"	"D-arabinitol 4-dehydrogenase activity"	0	12.8852459016393	2.46341463414634
"777"	"D-arabinono-1,4-lactone oxidase activity"	0.53125	39.6065573770492	7.65853658536585
"778"	"D-glucosamine PTS permease activity"	169	33.0983606557377	826.731707317073
"779"	"D-lactate dehydrogenase (cytochrome c-553) activity"	0	0.39344262295082	33.7317073170732
"780"	"D-lactate dehydrogenase (cytochrome) activity"	2.90625	18.6885245901639	123.829268292683
"781"	"D-lactate dehydrogenase activity"	1.21875	5.57377049180328	66.6341463414634
"782"	"D-malate dehydrogenase (decarboxylating) activity"	1.34375	3	6.80487804878049
"783"	"D-methionine transmembrane transporter activity"	0.09375	28.2459016393443	9.34146341463415
"784"	"D-proline reductase (dithiol) activity"	28.65625	0.295081967213115	26.1707317073171
"785"	"D-ribitol-5-phosphate cytidylyltransferase activity"	0	0.0327868852459016	113.560975609756
"786"	"D-ribose transmembrane transporter activity"	0.59375	7.14754098360656	152.073170731707
"787"	"D-ribulokinase activity"	0	0	1.53658536585366
"788"	"D-sedoheptulose 7-phosphate isomerase activity"	0.1875	4	13.5365853658537
"789"	"D-serine ammonia-lyase activity"	0.15625	9.67213114754098	31.2926829268293
"790"	"D-serine transmembrane transporter activity"	0	0.0491803278688525	4.07317073170732
"791"	"D-threo-aldose 1-dehydrogenase activity"	0.0625	0.295081967213115	11.8048780487805
"792"	"D-threonine aldolase activity"	0.125	0.0327868852459016	453.634146341463
"793"	"D-tyrosyl-tRNA(Tyr) deacylase activity"	0	0	3.07317073170732
"794"	"D-xylose 1-dehydrogenase (NAD) activity"	0	0.131147540983607	1.8780487804878
"795"	"D-xylose transmembrane transporter activity"	0	0.0655737704918033	3.39024390243902
"796"	"D(-)-tartrate dehydratase activity"	1.03125	8.04918032786885	11.2926829268293
"797"	"D,D-heptose 1,7-bisphosphate phosphatase activity"	0.4375	2.65573770491803	1.24390243902439
"798"	"damaged DNA binding"	46.125	138.16393442623	1203.17073170732
"799"	"dATP binding"	0	3.42622950819672	10.4878048780488
"800"	"dATP pyrophosphohydrolase activity"	0	2.73770491803279	4.26829268292683
"801"	"dCMP deaminase activity"	0.375	0.557377049180328	26.3658536585366
"802"	"dCTP deaminase (dUMP-forming) activity"	0.09375	0.0655737704918033	6.41463414634146
"803"	"dCTP deaminase activity"	0.9375	5.37704918032787	29.8048780487805
"804"	"dCTP diphosphatase activity"	0	0	2.60975609756098
"805"	"decanoate-CoA ligase activity"	10.0625	63.6229508196721	409.512195121951
"806"	"dehydrogluconokinase activity"	0	0	1.63414634146341
"807"	"delta1-piperideine-2-carboxylate reductase activity"	0	5.80327868852459	5.24390243902439
"808"	"deoxyadenosine kinase activity"	0	0.0327868852459016	2.8780487804878
"809"	"deoxyguanosine kinase activity"	0	0.0327868852459016	1.70731707317073
"810"	"deoxyribodipyrimidine photo-lyase activity"	0.65625	592.098360655738	70.3414634146341
"811"	"deoxyribonuclease activity"	5.1875	33.1311475409836	380.90243902439
"812"	"deoxyribonuclease I activity"	0.1875	41.2622950819672	83.5853658536585
"813"	"deoxyribonuclease II activity"	0	0	1.78048780487805
"814"	"deoxyribonuclease IV (phage-T4-induced) activity"	0.59375	0.852459016393443	21.8292682926829
"815"	"deoxyribonuclease V activity"	0.125	0.344262295081967	15.0243902439024
"816"	"deoxyribose-phosphate aldolase activity"	0.75	0.819672131147541	51.3414634146341
"817"	"dephospho-CoA kinase activity"	1.21875	4.70491803278689	53.6829268292683
"818"	"dethiobiotin synthase activity"	1.75	9.72131147540984	49.3658536585366
"819"	"dextranase activity"	1.15625	0	11.7317073170732
"820"	"dextransucrase activity"	22.625	0.0327868852459016	56.9512195121951
"821"	"dGTP binding"	0	3.42622950819672	10.4878048780488
"822"	"dGTPase activity"	0.125	72.2131147540984	44.0975609756098
"823"	"di-trans,poly-cis-decaprenylcistransferase activity"	6.25	4.42622950819672	25.7317073170732
"824"	"diacetyl reductase ((R)-acetoin forming) activity"	7.1875	0.426229508196721	174.487804878049
"825"	"diacetyl reductase ((S)-acetoin forming) activity"	0.09375	2.85245901639344	21.0731707317073
"826"	"diacylglycerol kinase activity"	0.5	2.09836065573771	26.8780487804878
"827"	"diacylglycerol O-acyltransferase activity"	1.6875	1.70491803278689	15.0731707317073
"828"	"diamine N-acetyltransferase activity"	0.28125	3.09836065573771	19.2926829268293
"829"	"diaminobutyrate-2-oxoglutarate transaminase activity"	0	12.9180327868852	27.219512195122
"830"	"diaminobutyrate-pyruvate transaminase activity"	0	5.18032786885246	1.34146341463415
"831"	"diaminobutyrate decarboxylase activity"	0.28125	0.163934426229508	7.07317073170732
"832"	"diaminohydroxyphosphoribosylaminopyrimidine deaminase activity"	5.21875	11.4754098360656	63.2439024390244
"833"	"diaminopimelate decarboxylase activity"	103.21875	677.049180327869	159.926829268293
"834"	"diaminopimelate dehydrogenase activity"	0	0.245901639344262	44.2926829268293
"835"	"diaminopimelate epimerase activity"	4.46875	6.80327868852459	90.7317073170732
"836"	"diaminopropionate ammonia-lyase activity"	0	0.262295081967213	16
"837"	"diguanylate cyclase activity"	8.375	119.803278688525	342.317073170732
"838"	"dihydrocoumarin hydrolase activity"	0	1.22950819672131	4.63414634146341
"839"	"dihydrofolate reductase activity"	2.375	11.0327868852459	66.390243902439
"840"	"dihydrofolate synthase activity"	1.90625	10.2622950819672	124.80487804878
"841"	"dihydrolipoyl dehydrogenase activity"	52.71875	66.6229508196721	718.463414634146
"842"	"dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity"	0	6.24590163934426	4.24390243902439
"843"	"dihydrolipoyllysine-residue acetyltransferase activity"	4.21875	12.4754098360656	119.390243902439
"844"	"dihydrolipoyllysine-residue succinyltransferase activity"	2.125	67.5245901639344	50.0731707317073
"845"	"dihydroneopterin aldolase activity"	1.375	5.88524590163934	41.1219512195122
"846"	"dihydroneopterin triphosphate pyrophosphohydrolase activity"	0	2.73770491803279	4.26829268292683
"847"	"dihydroorotase activity"	10.0625	47.5409836065574	150.609756097561
"848"	"dihydroorotate dehydrogenase (fumarate) activity"	0.96875	1.40983606557377	44.3170731707317
"849"	"dihydroorotate dehydrogenase activity"	2	13.327868852459	93.7560975609756
"850"	"dihydropyrimidinase activity"	0.25	9.11475409836066	23.5121951219512
"851"	"dihydropyrimidine dehydrogenase (NADP+) activity"	0.15625	9.78688524590164	14.1707317073171
"852"	"dihydrouracil dehydrogenase (NAD+) activity"	0.15625	10.4590163934426	18.9268292682927
"853"	"dihydroxy-acid dehydratase activity"	11.5	35.7049180327869	225.975609756098
"854"	"dimethylallyltranstransferase activity"	0.65625	4.50819672131148	18.0975609756098
"855"	"dimethylargininase activity"	0	3.57377049180328	0.878048780487805
"856"	"dimethylhistidine N-methyltransferase activity"	0	0.770491803278688	0.390243902439024
"857"	"dimethylmaleate hydratase activity"	0	0.0819672131147541	3.53658536585366
"858"	"dipeptidase activity"	20.96875	59	1272.14634146341
"859"	"dipeptide transmembrane transporter activity"	2.78125	9.98360655737705	55.219512195122
"860"	"dipeptidyl-peptidase activity"	14.625	31	233.90243902439
"861"	"diphosphate-fructose-6-phosphate 1-phosphotransferase activity"	3.8125	21.8360655737705	122.121951219512
"862"	"diphosphomevalonate decarboxylase activity"	0.09375	2.57377049180328	14.780487804878
"863"	"DNA-3-methyladenine glycosylase activity"	3.21875	16.0491803278689	66.1463414634146
"864"	"DNA-3-methylguanine glycosylase activity"	0.0625	1.09836065573771	14.3414634146341
"865"	"DNA-7-methyladenine glycosylase activity"	0.0625	1.09836065573771	14.3414634146341
"866"	"DNA-7-methylguanine glycosylase activity"	0.0625	6.27868852459016	14.3414634146341
"867"	"DNA-deoxyinosine glycosylase activity"	0	0.131147540983607	1.80487804878049
"868"	"DNA-dependent ATPase activity"	18.71875	58.7704918032787	371.219512195122
"869"	"DNA-directed 5-3 RNA polymerase activity"	239.65625	882.754098360656	3604.0487804878
"870"	"DNA-directed DNA polymerase activity"	104.125	280.180327868852	2203.51219512195
"871"	"DNA-N1-methyladenine dioxygenase activity"	0	0.655737704918033	1.34146341463415
"872"	"DNA (cytosine-5-)-methyltransferase activity"	4.21875	12.7213114754098	260.292682926829
"873"	"DNA binding, bending"	0.65625	12.7704918032787	12.1463414634146
"874"	"DNA helicase activity"	266.34375	479.147540983607	2261.09756097561
"875"	"DNA insertion or deletion binding"	0	18.672131147541	0.317073170731707
"876"	"DNA ligase (ATP) activity"	6.375	26.1639344262295	183.170731707317
"877"	"DNA ligase (NAD+) activity"	3.8125	56.4426229508197	244.390243902439
"878"	"DNA N-glycosylase activity"	16.21875	19.9344262295082	159.536585365854
"879"	"DNA negative supercoiling activity"	0	0.721311475409836	11.1707317073171
"880"	"DNA primase activity"	9.5	20.1803278688525	308.09756097561
