"V1"	"V2"	"V3"	"V4"	"V5"
"2-oxoglutarate decarboxylase activity"	0.0114957898080511	0.00122519789096356	0.0692929032434149	0.251752696539188	0.0203515457351835
"dihydropyrimidine dehydrogenase (NADP+) activity"	0.00406524998076593	0.0138356348273442	0.0340335051943119	0.489311645681705	0.0203515453896823
"ureidoglycolate dehydrogenase activity"	0.000367675910379656	0.00122854930282338	0.0160902278031453	0.13296212231533	0.020351488589626
"methionyl-tRNA formyltransferase activity"	0.0975620913543063	0.0265617319906393	0.282154737569575	1.81875968300364	0.0203514827021983
"S-(hydroxymethyl)glutathione dehydrogenase activity"	0.0658117931932348	0.0395055780070197	0.210185610664853	1.42469381411076	0.0203514858978715
"cysteine desulfurase activity"	0.176582653616681	0.0136837021269585	0.375542825558223	4.73544983014374	0.0203514836203456
"phosphogluconate dehydrogenase (decarboxylating) activity"	0.0584241252694891	0.397351985970741	0.233906219014212	1.45406974965409	0.020351482259401
"lipid-A-disaccharide synthase activity"	0.0698103311388351	0.00123153678388482	0.137510123645786	1.20072726905857	0.0203514823775983
"benzoate 1,2-dioxygenase activity"	0.00408878633746902	0.00122786638848976	0.0247901521619657	0.703751748315343	0.0203515448146915
"L-rhamnose isomerase activity"	0.00775908901616244	0.0012314140307119	0.0337383873065572	0.384479252711809	0.0203514824205708
"lysine decarboxylase activity"	0.0200784733345922	0.00123202423789198	0.155498890900646	1.68984180212458	0.0203514834854449
"malate synthase activity"	0.0759033115391236	0.00123204114298104	0.193228621861068	2.0924245557357	0.0203514830740579
"mannose-6-phosphate isomerase activity"	0.0785579000016699	0.00122846052234673	0.244873846874842	2.0048865100997	0.0203514788423539
"arsenate reductase (glutaredoxin) activity"	0.0491974166351542	0.00123188845646416	0.230917355528921	1.40819504566581	0.0203514822480785
"cellulose 1,4-beta-cellobiosidase activity"	0.00775908920688879	0.001225122080255	0.0165730414081772	0.252887062159002	0.0203514861300961
"3-oxoadipyl-CoA thiolase activity"	0.0193954195903697	0.0528612298695232	0.100514751862061	0.861910212890689	0.0203514891359538
"glutamate-1-semialdehyde 2,1-aminomutase activity"	0.0975502710225842	0.00123183991425062	0.256242201036261	1.86769261011191	0.0203514823003085
"aryl-alcohol dehydrogenase (NAD+) activity"	0.000364612625763252	0.00122624227483562	0.00837605730662163	0.357912849161052	0.0203514114003139
"tyrosine-based site-specific recombinase activity"	0.139971076469382	0.0264401086670373	0.321406799992612	3.4810334026726	0.020351482796245
"acetylglutamate kinase activity"	0.0435874163395505	0.00123203895663797	0.133573340508366	1.7275439309762	0.0203514830579602
"coenzyme F420-0:L-glutamate ligase activity"	0.000365131370640583	0.00123054062222181	0.00840794769273824	0.136204593943478	0.0203514593355337
"adenine transmembrane transporter activity"	0.0117413649272543	0.0012254934686363	0.000811501193013069	0.197469298307553	0.0203515184598433
"alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity"	0.00404906485327857	0.00122502731145201	0.00837605730662165	0.303248625649785	0.0203515462578166
"3-chloroallyl aldehyde dehydrogenase activity"	0.00036461262576449	19.2917024405028	0.0165579192410648	0.152641316578923	0.0203514662488878
"biphenyl 2,3-dioxygenase activity"	0.00409604061432663	0.00122605430959971	0.00837605730662118	0.205954490020504	0.0203513600558742
"4-hydroxybenzoate 3-monooxygenase activity"	0.0235050339654475	0.00123195948974517	0.0494653293208846	0.757880659009052	0.0203514826166627
"methionine-tRNA ligase activity"	0.134506465295618	0.0136924882609599	0.269450681857845	4.29438329163766	0.0203514843887362
"protein methyltransferase activity"	0.186926455596716	0.00123154679350635	0.311471785696996	5.17602789072323	0.395604040041908
"vinylacetyl-CoA delta-isomerase activity"	0.00408387915294265	0.00122640552246796	0.026331803911563	0.205916534938078	0.020351505170627
"4-hydroxy-tetrahydrodipicolinate reductase"	0.105367557620243	0.039505248171654	0.250852670679342	2.04881836465947	0.0203514837836391
"flavin reductase (NADH) activity"	0.000364612625761701	0.0012304734400867	0.00837605730662118	0.245764609976568	0.020351352430263
"retinal binding"	0.000364612625757564	19.1162751439462	0.000784513386891434	0.00240419110894086	0.0203504027557487
"L(+)-tartrate dehydratase activity"	0.00791884779289376	0.00122655443161224	0.088412462052377	0.232395481606575	0.0203515153358926
"4-hydroxyacetophenone monooxygenase activity"	0.00414771620866744	0.0012244801792847	0.00837605730662166	0.228807860651184	0.0203515462452493
"N-carbamoyl-D-amino acid hydrolase activity"	0.00780490578782272	0.00122642596639023	0.0710488251990463	0.126384727702598	0.02035148914734
"purine nucleotide binding"	0.14362644387707	0.053420911784499	0.383438398052931	2.61302641267746	0.0203514823030051
"3-oxoacid CoA-transferase activity"	0.027171596633529	0.00123196079336269	0.108207805775702	1.3300767573549	0.0203514826174918
"GDP-dissociation inhibitor activity"	0.000367671981710231	0.00123204108229077	0.0168736662227409	0.168800514370649	0.0203513683878601
"homoserine dehydrogenase activity"	0.0944149137389128	0.00123183445570398	0.224926787207889	2.53727082424019	0.0203514823009453
"phosphopantothenoylcysteine decarboxylase activity"	0.0733188198396389	0.00123154222595263	0.220171870174619	1.67810262290871	0.020351482374389
"ferroxidase activity"	0.0325235092036625	0.00108667484607113	0.10900905316643	0.708112833576043	0.0203514861450981
"alpha,alpha-trehalose-phosphate synthase (GDP-forming) activity"	0.00405651560945739	0.00122464474395246	0.000784513386809745	0.130025576236098	0.0203515457214888
"UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity"	0.105374840177195	0.00123203288672524	0.275744997149965	2.38878824453607	0.0203514827553934
"ubiquinol-cytochrome-c reductase activity"	0.0643930203804851	0.0136912823136629	0.17260378950135	2.11344941946137	0.0203514826539457
"dihydroorotate dehydrogenase activity"	0.0805212232564065	0.001228460226884	0.261279783820293	1.90179600118753	0.0203514859107524
"chlorophyllase activity"	0.0312850128534257	0.00123179474845032	0.0420883135212405	0.384902589240422	0.0203514822926797
"pectinesterase activity"	0.0528898507034658	0.00122405654689118	0.136099595448544	0.645758894593961	0.0203514731725398
"chorismate synthase activity"	0.0842001720972181	0.013771889438398	0.312815006067896	1.89497846030943	0.0203514864619166
"trehalase activity"	0.00409202180461629	0.00122560346646487	0.00837605730662163	0.0673751369978107	0.0203514793420763
"pyrroline-5-carboxylate reductase activity"	0.053325290053454	0.00128613185944952	0.124599434128096	1.26615423370745	0.0203514891206402
"N-acyl-D-glutamate deacylase activity"	0.00786867385543303	0.00122716731503398	0.0162240284054199	0.311864668814886	0.0203514738487226
"hydroxymethylglutaryl-CoA reductase activity"	0.00406519423786931	0.00122746617565011	0.0347020098297135	0.227979404778531	0.0203513872046592
"DNA N-glycosylase activity"	0.110472601916545	0.01368364118248	0.240653884102619	3.51340093689977	0.0203514827170674
"trans-2-decenoyl-acyl-carrier-protein isomerase activity"	0.00407285794494568	0.00122747890992348	0.0165179130687988	0.441125272889638	0.0203515086598426
"undecaprenyl-phosphate glucose phosphotransferase activity"	0.000364612625760049	0.00123200893320756	0.0084079341628928	0.18425356059929	0.0203513513964186
"2,4-dichlorophenol 6-monooxygenase activity"	0.00413493653826206	0.00122645334300512	0.0160902278031453	0.118089377227251	0.020351507433065
"exonuclease activity"	0.801370392871813	0.411424739353207	2.06798997811865	39.8190085184436	0.561639292852001
"L-ascorbate oxidase activity"	0.0117048972401376	0.00122654283538814	0.0924932367905987	0.217000331114733	0.0203515451555896
"phenylserine aldolase activity"	0.00404906485327835	0.00123140778842979	0.0163854772854815	0.128907815082233	0.0203514824218751
"mannitol 2-dehydrogenase activity"	0.0193911968844094	0.0012252829993479	0.0696914205203884	0.314492050217779	0.0203515439479108
"N-formylglutamate deformylase activity"	0.00792602951752009	0.00122476408816588	0.0241133037162098	0.47629682146477	0.0203514794441569
"glycerate 2-kinase activity"	0.0077733932671837	0.00122463626875892	0.0171680041563291	0.127164186646057	0.020351534981707
"betaine reductase activity"	0.0079315579499501	0.00122750415788052	0.016553410029778	0.183332464805463	0.0203515383060391
"trans-2-enoyl-CoA reductase (NADPH) activity"	0.00780076890908643	3.96644096985714	0.000784513386809519	0.24163392509137	0.0203515158900479
"2-deoxy-D-gluconate 3-dehydrogenase activity"	0.0234492547474234	0.00123177840267094	0.109607423472193	0.515765463068038	0.020351482288984
"lactate racemase activity"	0.000376586704759062	0.00122902669695404	0.0514669151821937	0.22447639095247	0.0203513675689902
"isoguanine deaminase activity"	0.000364612625766636	0.00123156982958055	0.00840793416289286	0.132139108947465	0.0203513760375155
"cytidine deaminase activity"	0.0268867203180985	0.0397538946589854	0.0542718640960208	0.576035812935852	0.020351469508842
"L-amino-acid oxidase activity"	0.000364665341630268	0.00123195204049318	0.008376057253667	0.177208531100125	0.0203513701934157
"nicotinamide phosphoribosyltransferase activity"	0.0158657755502665	0.00122406051122758	0.0485842674612582	0.484504488026811	0.0203514693259434
"acetylene hydratase activity"	0.0236111350767113	0.00123197661692689	0.0568249710042856	0.209136074836154	0.0203514826339576
"protein deglycase activity"	0.00787093119546189	0.00122599702254376	0.0845895093739753	0.423043842862439	0.020351518546573
"L-serine ammonia-lyase activity"	0.0827754322164435	0.00123186493327727	0.216384812596035	3.07372976989767	0.0203514823068666
"3-dehydro-L-gulonate-6-phosphate decarboxylase activity"	0.00779736302514406	0.00122739832574555	0.00840794769273842	0.237642286642344	0.0203515341909834
"phosphorylase kinase regulator activity"	0.00784762707504107	0.00123030199649834	0.0513965278955	0.0281168799248815	0.0203513939985048
"2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity"	0.00780699973554747	0.00122713072574393	0.00849405390854192	0.320657098461499	0.0203515368081303
"L-gulonolactone oxidase activity"	0.01164482384862	0.00122506678278792	0.120589317669571	0.224102310615655	0.020351546236224
"peptide-aspartate beta-dioxygenase activity"	0.0194752473421346	0.00122772961097693	0.10000822345958	1.26696326603747	0.0203514770447255
"D-lactate dehydrogenase (cytochrome c-553) activity"	0.00408884249694237	0.0012240503600867	0.0546126872422841	0.144390848942715	0.020351543541138
"alkylhalidase activity"	0.00407647586817356	0.00122530558133462	0.0356371942451294	0.0328165314956062	0.0203514761009525
"urocanate hydratase activity"	0.0669518342617905	0.00123203927901292	0.139782124067362	1.40938453864045	0.0203514830608556
"protein-N(PI)-phosphohistidine-sugar phosphotransferase activity"	0.36195946862148	0.0406359118191618	0.786478602067324	9.74012507307041	0.0203514796330638
"alginate synthase activity"	0.000364612625755681	0.00122505626506995	0.000784513386809679	0.14973241400412	0.0203514615097887
"orotate phosphoribosyltransferase activity"	0.048131631491794	0.0012318080182433	0.14134977160237	1.04581073764144	0.0203514822948159
"3-oxoadipate CoA-transferase activity"	0.0153621626558817	0.00122775767220947	0.0938231515082271	0.736212579887766	0.0203515261092237
"glutathionylspermidine synthase activity"	0.0358973392034096	0.00123195424306226	0.0904790677825884	0.540842372734086	0.0203514826114003
"glutaconate CoA-transferase activity"	0.00784725899835247	0.00122668174046771	0.0164275937521027	0.300956535395292	0.0203515437093497
"cyclohexyl-isocyanide hydratase activity"	0.0192125372729375	0.00123175532841801	0.026452127750753	0.132067188399292	0.0203514822837016
"leukotriene C4 gamma-glutamyl transferase activity"	0.0743323866368714	0.00123199243473872	0.147407576106036	2.96147752444679	0.0203514835256909
"glutathione synthase activity"	0.0360629440263361	0.00123148372376724	0.160379411403816	1.42792761160199	0.0203514824016047
"lactate 2-monooxygenase activity"	0.00036512801425446	0.00122975589460786	0.0167935318857892	0.12025974877069	0.0203514351366968
"poly(beta-D-mannuronate) lyase activity"	0.000364612625762554	1.87166445872943	0.0248897250249605	0.603776647054375	0.0203515069355552
"propanediol dehydratase activity"	0.00404906485214817	0.00123099817658321	0.00854144034211131	0.181342594330071	0.0203513453858222
"threonine aldolase activity"	0.0269960918483131	0.00123144182798677	0.104374457797248	1.26542411676323	0.0203514824106472
"acyloxyacyl hydrolase activity"	0.000364612625763051	0.00122785089712002	0.0165711507417886	0.522484615244961	0.0203514063918069
"aminocarboxymuconate-semialdehyde decarboxylase activity"	0.00775908918461858	0.00123141390263962	0.0246601060226744	0.368598937232132	0.0203514824210859
"ribose-5-phosphate isomerase activity"	0.122963003110425	0.00126754925259164	0.244751255919362	1.69144824355099	0.0203514887698736
"threo-3-hydroxyaspartate ammonia-lyase activity"	0.00036767080248287	0.0012287759332449	0.0250105838370887	0.318333487075921	0.0203513762954553
"tannase activity"	0.000365131795019738	0.00122600693275967	0.0166492150654665	0.028094042609834	0.0203513436274878
"maltodextrin transmembrane transporter activity"	0.00409312935912925	0.00122641443373459	0.00864663453964207	0.207911879603139	0.0203515457607595
"bacteriochlorophyll binding"	0.0116272934711344	0.00122471995653805	0.0850773856539612	0.175863126070209	0.0203514688511804
"ATP phosphoribosyltransferase activity"	0.0354323510059659	0.00122494845773066	0.126130974312338	1.20638779330538	0.0203514686529139
"2,5-didehydrogluconate reductase activity"	0.0272634546237953	0.00122639120773123	0.140560197225679	0.901659473781957	0.0203514912749937
"UDP-3-O-acyl-N-acetylglucosamine deacetylase activity"	0.0571510997038977	0.00123196267854076	0.228798099957871	1.14797669057635	0.020351482620016
"adenosylhomocysteine nucleosidase activity"	0.0273752419791941	0.00123148215483233	0.123460330038125	0.75905353907514	0.0203514823917999
"acylglycerone-phosphate reductase activity"	0.000364612625766686	0.00123029797032852	0.00849405390854192	0.102569121554122	0.0203513648283024
"glucuronosyltransferase activity"	0.000364612696921089	0.00123039933963754	0.0163419575320947	0.0909108889233499	0.0203513643754897
"2-methylisocitrate dehydratase activity"	0.0894145781969048	0.558357626360345	0.210689239349009	2.82554550213764	0.0203514844669492
"dehydrogluconokinase activity"	0.000364612625757816	0.00122758258052123	0.000784513386811281	0.128317730527929	0.0203515564457515
"adenosylcobinamide-phosphate synthase activity"	0.000364612625757385	0.00123065963685957	0.000784513386810767	0.137235376571715	0.0203514519994526
"5-amino-4-imidazole carboxylate lyase activity"	0.0117307689711383	0.33180847295029	0.0255703302353925	0.497672304150633	0.0203514701298336
"glutamyl-tRNA reductase activity"	0.0409890245297759	0.00122586455056085	0.152035428998392	2.12459788318935	0.0203514683996397
"sulfoacetaldehyde acetyltransferase activity"	0.0115170596611557	0.00122634792350395	0.0454880115193102	0.246726588821309	0.0203515318152033
"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"	0.0822236553984691	4.70562332026701	0.263190310108681	2.86777541334856	0.0203514839657376
"acetoacetate decarboxylase activity"	0.0117955491696858	0.00123157689637735	0.0662214863486232	0.164371048583174	0.0203514823660613
"biphenyl-2,3-diol 1,2-dioxygenase activity"	0.0154690636386818	0.00122715590606569	0.000933700002817733	0.12699352228126	0.0203515361379271
"D-alanine [D-alanyl carrier protein] ligase activity"	0.0116762867921021	0.00122786808290348	0.0441095107609577	0.241995196445288	0.0203515207453427
"fructose-bisphosphate aldolase activity"	0.121494029251761	0.0263995269930518	0.401035904722125	2.66429668252413	0.0203514850292332
"CTP:3'-cytidine-tRNA cytidylyltransferase activity"	0.0358131962073207	0.00123150515037293	0.121624869787274	1.42199147206054	0.0203514823884922
"xylonate dehydratase activity"	0.0154584022281117	0.00123202954487622	0.0430751315811594	0.422758782445357	0.0203514834769945
"3-sulfolactaldehyde reductase activity"	0.000364612625760039	0.00123148378586562	0.000784513386809771	0.196922282253502	0.0203513410503274
"linear malto-oligosaccharide phosphorylase activity"	0.144956655952877	8.65342374340129	0.392866828250603	3.59995523515862	0.0203514865582883
"carbonate dehydratase activity"	0.103361561975212	0.00123166920922148	0.26723642958336	3.67111057521363	0.0203514823349761
"UDP-N-acetylmuramate dehydrogenase activity"	0.0568232252347101	0.00123196696167457	0.182036022699736	1.82703181155384	0.0203514826228166
"glycerate kinase activity"	0.0803598088326817	0.00123009394168116	0.212910412251448	1.82688119504017	0.0203514779547805
"13-prostaglandin reductase activity"	0.000364612625756799	0.00123149855137586	0.000784513386809968	0.152221241874106	0.0203513410536006
"phosphonopyruvate decarboxylase activity"	0.004049009585759	0.00123198597714216	0.0163902433145389	0.125259015205753	0.0203513440126538
"N-acetylmuramoyl-L-alanine amidase activity"	0.299615776599325	0.0136837021383949	0.476933752133358	6.67792879162826	0.0203514865290882
"hydroxymethylglutaryl-CoA lyase activity"	0.0233359862984046	0.476611594671844	0.087282965641584	1.05015488399713	0.0203514691171979
"triose-phosphate isomerase activity"	0.0881274526425724	0.163146454831797	0.18260309168338	1.91935032813593	0.0203514828193078
"agmatinase activity"	0.00404900938462979	0.00122639061246973	0.0643696281217047	1.00661991597394	0.0203515448997469
"oxidoreduction-driven active transmembrane transporter activity"	0.00411028303833805	0.0136836462384549	0.0083760573051334	0.227513435999748	0.0203515299682371
"2-aminoethylphosphonate-pyruvate transaminase activity"	0.011707434329822	0.00122564482674747	0.0161928714060791	0.615584419442654	0.0203515368850778
"deoxyribose-phosphate aldolase activity"	0.0276486387849037	0.00122514072077812	0.10248089496097	0.716596591810384	0.0203514713588793
"cytosine transmembrane transporter activity"	0.0398193002589157	0.0012245273696661	0.134254035413392	1.03031011648769	0.0203514682226597
"phosphatidylserine decarboxylase activity"	0.0720882888314532	0.00123184507056834	0.141592202112455	1.63472145337512	0.0203514839480116
"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity"	0.0717186144977967	0.0136941699914595	0.263821389871568	2.07510608689539	0.0203514840983094
"beta-ketoacyl-acyl-carrier-protein synthase II activity"	0.079636932457063	0.0012552808680341	0.306485497099418	2.33543674099062	0.0203514885730101
"tagaturonate reductase activity"	0.00404906614085668	0.00122483939393643	0.0353098779477275	0.312398458218682	0.0203515458903547
"2,3-dihydroxybenzoate-serine ligase activity"	0.0116261669800681	0.00122669757544324	0.0636748055243949	0.317859785688483	0.0203515102454186
"nicotinamide riboside transmembrane transporter activity"	0.0429124296962973	0.00123199576980719	0.238311754543238	0.975720699653868	0.0203514838739182
"alkane 1-monooxygenase activity"	0.00407291385761814	0.00122719104159497	0.032800903429492	0.281328401018623	0.0203515066324205
"dihydroorotase activity"	0.105722261527849	0.0136836412075087	0.358445771559794	2.81648580121511	0.0203514885633727
"benzoylformate decarboxylase activity"	0.0192767145794394	0.00123194680261442	0.0335246585747608	0.399800368814481	0.0203514826059564
"amidase activity"	0.349893045687885	0.0267109002879732	0.613690293523535	9.29657341272742	0.0203514892280955
"L,L-diaminopimelate aminotransferase activity"	0.0117415341613344	0.00123154280259227	0.0575283492054142	0.815979175610519	0.0203514841484499
"epoxide hydrolase activity"	0.031689664640024	0.307550990053423	0.0794924129737048	0.470751875062532	0.0203514826141845
"pentachlorophenol monooxygenase activity"	0.011745557818333	0.00122413197627017	0.00837605736374459	0.261317838550868	0.0203515452756218
"succinylglutamate desuccinylase activity"	0.0196027629669879	0.00122518727860129	0.0541790857433212	0.518848497604474	0.0203515132235194
"(R)-citramalate synthase activity"	0.00783218863375158	0.0012274681728758	0.0240052127764325	0.17988478890772	0.02035153078562
"acryloyl-CoA reductase (NADP+) activity"	0.000364612625764014	0.00123130167163295	0.00837605730662166	0.198740243014039	0.0203513413371066
"methylglyoxal reductase (NADPH-dependent) activity"	0.00782598698006085	0.00122744047944014	0.0172165757292841	0.266949437311068	0.0203513933988937
"glycerol-3-phosphate dehydrogenase [NAD(P)+] activity"	0.0784482101541381	0.00123159228262067	0.198809696894607	1.82900083542531	0.0203514823481045
"L-rhamnonate dehydratase activity"	0.0040371579360113	0.0012247462472654	0.00822048553981618	0.41425416740094	0.0203515461176689
"fumarate reductase (NADH) activity"	0.00404906613142962	0.00122611967802351	0.016486272497415	0.187887916386016	0.0203515303566211
"quinoprotein glucose dehydrogenase activity"	0.0358062176550138	0.00123144481502828	0.131955779414017	1.04712486422945	0.0203514824109778
"cobalt-factor II C20-methyltransferase activity"	0.00778297042125355	0.00122981302819809	0.000811637083457517	0.377696587720699	0.0203513490545709
"1,3-propanediol dehydrogenase activity"	0.000367672547082295	0.00122850796932152	0.0243630394684677	0.309186655905581	0.0203513830653291
"delta1-piperideine-2-carboxylate reductase activity"	0.000364612625762097	0.00122719588652139	0.000784513386809728	0.289989411271538	0.0203514081244106
"aldo-keto reductase (NADP) activity"	0.00413683267208508	0.0136867832460816	0.00842934993852981	0.153807336093971	0.0203515131831894
"nucleobase-containing compound kinase activity"	0.0760510217479753	0.0136923250728533	0.228154720058619	1.41402996743125	0.0203514833387195
"acetate kinase activity"	0.0926261665735156	0.00123176234129065	0.195314595002959	2.10880819274988	0.0203514823032844
"uroporphyrinogen decarboxylase activity"	0.0736192031479177	0.00123204188063065	0.119884301038776	1.86895804236852	0.0203514830855756
"bilirubin oxidase activity"	0.00404906612545157	0.00123147453923771	0.0160902271690178	0.208867722160638	0.0203513412306918
"protochlorophyllide reductase activity"	0.0118208123910783	0.0012253475546768	0.0332095391954893	0.41407871031062	0.0203515049442846
"arginase activity"	0.0398201985591214	0.053194467492789	0.0609638453276913	0.550843909269674	0.0203514750325852
"sarcosine dehydrogenase activity"	0.000364612625763879	0.00123198018197263	0.000784513386809562	0.269422174829267	0.0203513520118992
"DNA-deoxyinosine glycosylase activity"	0.00408178704283828	0.00123045078704272	0.024589589988177	0.165527481344372	0.0203513458994524
"mercury (II) reductase activity"	0.0822939541998806	0.0012305963114655	0.248301498390893	0.950022602233576	0.0203514850523234
"peptide-methionine (S)-S-oxide reductase activity"	0.116231044768339	0.367402378899308	0.295827767655456	2.11846911644991	0.0203514828429414
"cobaltochelatase activity"	0.135872450718942	0.0264046934437348	0.242697053460228	2.22803209898252	0.0203514822473681
"aryl-alcohol dehydrogenase (NADP+) activity"	0.0273051331201014	0.00122479269395644	0.0657344004179176	0.834044198415904	0.020351482165287
"1-acyl dihydroxyacetone phosphate reductase activity"	0.00036461262575763	0.00123140960909931	0.00078451338681087	0.102450234087329	0.020351399461615
"5-oxoprolinase (ATP-hydrolyzing) activity"	0.0588427780215021	0.00106935327963227	0.199921177830986	1.78798987981226	0.020351488421773
"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity"	0.00404906485327844	0.00122424471624153	0.000784513386809562	0.32815460225227	0.0203515453098708
"precorrin-2 dehydrogenase activity"	0.0324829143056084	0.00123161348341461	0.0966573699571633	1.38096254033287	0.0203514823768216
"cyanuric acid amidohydrolase activity"	0.0040615013620947	0.00123106736033023	0.0173122013888428	0.118646240185633	0.0203513776895256
"3-hydroxyisobutyrate dehydrogenase activity"	0.0194083056745492	0.00122497111961886	0.0981541588370043	0.990003600798887	0.0203514685304307
"2,4-diaminopentanoate dehydrogenase activity"	0.000365128414876975	0.00125242961867737	0.00863478080243667	0.00242358487537393	0.0203509425826009
"6,7-dihydropteridine reductase activity"	0.00782633537206046	0.00122602652144438	0.0245780277351696	0.341844262625912	0.0203513949550063
"lytic endotransglycosylase activity"	0.129794308618347	0.0137037065638073	0.435200497976689	3.25140902882757	0.0203514871575366
"4-hydroxy-4-methyl-2-oxoglutarate aldolase activity"	0.0152581253787731	0.0012261900779271	0.0345656388658109	0.529940062574688	0.0203515442322539
"dCTP deaminase activity"	0.0270856723665697	0.00123149886117649	0.0920532232128484	1.21211723975113	0.0203514823900539
"histidinol-phosphate transaminase activity"	0.0588779399233059	0.0137712808325484	0.226177633758228	2.51483174906892	0.0203514810145584
"N-acetylglucosaminylphosphatidylinositol deacetylase activity"	0.0116529233556057	0.00122659856600505	0.0631041912642142	0.664458921293967	0.020351543387173
"4-hydroxyphenylacetate 3-monooxygenase activity"	0.00779736300205461	0.00123193396806321	0.016490517365585	0.63895680003202	0.020351482595483
"3-(3-hydroxyphenyl)propionate hydroxylase activity"	0.0116875823068749	0.00122409976333055	0.0162699650393634	0.125705444432977	0.0203515457201257
"peptide deformylase activity"	0.128305207765112	0.00127780913134537	0.292178335292891	1.8376078302576	0.0203514886276191
"anthranilate 1,2-dioxygenase (deaminating, decarboxylating) activity"	0.000364665332180646	0.00122510903754353	0.00840793411030451	0.302644724823064	0.0203514438532027
"isocitrate lyase activity"	0.0528457228952828	0.00123181137694646	0.101869786598983	1.25709219334144	0.0203514822962996
"6-carboxyhexanoate-CoA ligase activity"	0.00778774943750299	0.00123107099537947	0.0245912616015286	0.0992587926503612	0.0203513458007273
"propionyl-CoA C2-trimethyltridecanoyltransferase activity"	0.000364612625747057	0.708239503669234	0.000784513386817481	0.00240421826003874	0.0203514865147681
"glutarate-CoA ligase activity"	0.00409916694173549	0.00122683794338341	0.00836576400877784	0.0553598111902222	0.0203515463025804
"morphine 6-dehydrogenase activity"	0.00777339327129264	0.00123050976681242	0.0172203818981187	0.168463862741017	0.0203513430523658
"isoleucine-tRNA ligase activity"	1.62151778278071	0.146112536928695	1.11353802706016	6.02706948352446	0.41112573977725
"N-acyltransferase activity"	0.16676522087313	0.0136836836582218	0.213100471148085	3.11439774140021	0.0203514853667863
"glycine dehydrogenase (decarboxylating) activity"	0.143040648064667	0.0136945123669923	0.316587491062232	3.40869737557345	0.0203514894281661
"anthranilate synthase activity"	0.100046106763545	0.0136923250842598	0.282909659646032	3.58177362510628	0.0203514835328719
"lipopolysaccharide N-acetylmannosaminouronosyltransferase activity"	0.000364612625766566	0.00122615159944885	0.00854142732375799	0.200830744045098	0.0203514459643205
"regulatory region RNA binding"	0.000364612625745899	0.414529162556572	0.00078451338681528	0.00240421855045474	0.0203521380536471
"alkyl hydroperoxide reductase activity"	0.050173474520339	0.0397532485594459	0.193987051217194	2.24165845154091	0.0203514799491374
"2-dehydropantoate 2-reductase activity"	0.0955903716746294	0.00123091024530285	0.189032060733976	1.58412180271424	0.0203514847625779
"gluconolactonase activity"	0.0775119725406902	0.00123063996171358	0.148099316317719	0.850472021786151	0.0203514845247924
"L-lactate dehydrogenase activity"	0.0362734323705076	0.000861055246651498	0.135609094178986	0.951239458344647	0.0203514837989016
"dihydroxy-acid dehydratase activity"	0.108901930376646	0.0136869425435784	0.399999779181694	4.44464998454178	0.0203514879913509
"NAD(P)+ nucleosidase activity"	0.000364612625755429	0.00122703271813167	0.000784513386809743	0.104384996612186	0.0203514155661708
"N-acetylglucosamine-6-sulfatase activity"	0.00779017440597298	0.00122432714471649	0.0163749064371678	0.127250116782427	0.0203514308496696
"molybdopterin synthase activity"	0.000367662374688901	0.00122729333205311	0.0249876020392586	0.411249366016728	0.0203514219891709
"formate dehydrogenase (cytochrome) activity"	0.00404906485327828	0.00123140934200531	0.00842934987974817	0.253684755211859	0.0203514824216697
"glyoxylate reductase activity"	0.015477193700461	0.00123144912768539	0.0534389485119968	0.450915896176002	0.0203514824079798
"cob(II)yrinic acid a,c-diamide reductase activity"	0.00775908863568984	0.00123109020744811	0.00837546487408648	0.18616309248813	0.0203513411000473
"glutamate-tRNA ligase activity"	0.116829567287691	0.0136943233358199	0.290387152443483	3.1347139214772	0.0203514840663506
"aspartate-tRNA(Asn) ligase activity"	0.0890502939230073	0.197679452006728	0.164994858601836	2.24390333516662	0.0203514793335961
"L-aminoadipate-semialdehyde dehydrogenase activity"	0.0114957892979981	0.00122661398523477	0.0430245158905053	0.778351213969748	0.020351544673082
"acetylornithine deacetylase activity"	0.0537487535010229	0.0136836461589313	0.171941652797618	1.66463685739891	0.0203514823422166
"protein kinase activity"	1.51074766598925	25.1950331454487	1.88692217770577	19.668866326118	0.361574122058111
"phosphoric triester hydrolase activity"	0.00778297099378583	0.00122561352720001	0.016353718760682	0.480427896235906	0.020351528154076
"phenethylamine:oxygen oxidoreductase (deaminating) activity"	0.000364612696991405	0.00122838067918092	0.0525128132145049	0.231241501088713	0.0203514254232921
"mucinaminylserine mucinaminidase activity"	0.000365129291376572	0.00122634627618399	0.00856666868941835	0.124349000149394	0.0203515924393819
"MHC class I protein binding"	0.0192367212079445	44.2132630328078	0.05105389780787	0.46925239037078	0.0203514820860435
"L-altrarate dehydratase activity"	0.000364612625763978	0.00123200026962924	0.000784513386809648	0.181743006025333	0.0203513708891422
