"V1"	"V2"	"V3"	"V4"
"nucleotide-sugar metabolic process"	0.171538373453734	0.0640185665458423	0.00170557081976376	0.604193186549644
"nitrate assimilation"	0.378644708934946	0.142948218441605	0.03829548016203	1.22704593885926
"polyamine transmembrane transport"	0.178641771376685	0.0645699418737922	0.286446241468518	0.794886599126057
"anaerobic respiration"	0.279497666541897	0.0983638259360471	5.21077226748133	1.40185602584427
"bacterial-type flagellum assembly"	0.237779855819454	0.161639271157121	0.0017055708563081	0.997474525491879
"proteolysis involved in cellular protein catabolic process"	0.144172287808793	0.036826861108668	2.96305178642518	0.448673447686294
"isoprenoid biosynthetic process"	0.503831470080875	0.263479614314382	0.119882251651108	2.4622652390051
"nucleobase-containing small molecule interconversion"	0.0970553044171047	0.0134851547678135	0.346945457491373	0.43452481439939
"viral entry into host cell"	0.144037053928352	0.0440421163227019	1.82435784678188	0.467783041645097
"pyrimidine-containing compound salvage"	0.174960527695029	0.0181676918342582	0.00170557079724579	0.409491340453763
"porphyrin-containing compound biosynthetic process"	0.492262123372355	0.219666716702918	0.595875558136137	2.357453278328
"regulation of cell shape"	1.04389369889906	0.33950411015481	0.869944778915357	7.74491335437091
"lipoprotein biosynthetic process"	0.319994314866814	0.136361490507086	0.421379117073609	0.809863280227744
"folic acid-containing compound metabolic process"	0.091554448905178	0.0181361335534639	0.00170557079326891	0.357191422669171
"menaquinone biosynthetic process"	0.28292030455344	0.146285119505132	0.0379554190264937	1.30947076542042
"cellular response to starvation"	0.124861723927776	0.0584165539648835	0.261122129211523	0.617843236660446
"negative regulation of gene expression"	0.0498767518617211	0.0275763548306961	86.8947002151501	0.306435623234433
"thiosulfate transport"	0.223842559731523	0.0877853404527273	0.0580649139381841	0.726380888410361
"lipopolysaccharide biosynthetic process"	0.534607835554604	0.243768000864496	0.203178326687613	3.55792297396478
"fatty acid metabolic process"	0.552217439423505	0.248623611483085	3.63616288246266	3.71684505587984
"chloride transport"	0.201684230173498	0.11864082584827	0.0197515711066464	0.552601481384081
"monosaccharide transmembrane transport"	0.302177829686271	0.0993646444956325	0.0380536590940392	1.21143316679762
"DNA modification"	0.413319948756311	0.335635472513576	0.0978220324844005	1.24046990506274
"gluconeogenesis"	0.743504648029838	0.25772938554754	5.77898633148551	3.10775181854825
"DNA recombination"	2.1891705559642	0.788657263340277	1.83977328606933	13.5782417508085
"nitrate transport"	0.118991170693167	0.0474041296742843	0.0195775797630014	0.261808343869631
"RNA processing"	0.865845559876122	0.369980928897965	2.72942252314755	4.61637147872719
"molybdate ion transport"	0.194774961873094	0.0799208154950794	0.0387415315619177	0.735724926597804
"protein transport"	1.79318674700845	0.43480257092158	0.918131357334488	10.0887059614468
"protein homooligomerization"	0.175677557667765	0.0428899314561571	16.4227687364711	0.618602400707252
"phosphate ion transport"	0.345242667787341	0.155037898483861	3.39953142015984	2.04067114076581
"glycerol metabolic process"	0.353866011925159	0.108052675008598	0.0198696652585263	1.74192249816291
"protein polymerization"	0.221673246569701	0.0593596071881189	1.43973935966044	0.716264817920524
"mitochondrial translational elongation"	0.16248144910115	0.0372992887030522	0.475497311012299	0.503925272959551
"regulation of DNA replication"	0.188922668379386	0.0884053935896464	0.00170557084048792	0.658231132344808
"cell wall macromolecule biosynthetic process"	0.136877299447069	0.0271566015957901	0.561848836538609	0.516679781514345
"Mo-molybdopterin cofactor biosynthetic process"	0.306531698308971	0.19186308084293	0.0382892201381238	1.32753337328806
"heme biosynthetic process"	0.208051065354046	0.106040660333786	0.0580649139381851	0.947763444520223
"pyridoxal phosphate biosynthetic process"	0.166779188020894	0.063006262649638	0.0195775797630015	0.86264293128406
"DNA replication initiation"	0.323425774757245	0.184831878924177	0.0380536590940419	1.47391083216291
"potassium ion transport"	0.577502845902203	0.275001819915621	0.0584213593140849	2.87709439493986
"DNA ligation"	0.255863868906468	0.141181803996511	0.00170557084618982	1.16330912313615
"cytochrome complex assembly"	0.36931815776545	0.154639454316372	0.019577579763002	1.19083073437567
"nicotinamide riboside transport"	0.128907933716187	0.0237022141766351	0.00170557079968749	0.297885413164976
"RNA phosphodiester bond hydrolysis"	0.594840036064453	0.311031560978629	2.29556735400227	3.19903220684012
"5-phosphoribose 1-diphosphate biosynthetic process"	0.151856500139426	0.0648706834921478	16.8277187675529	0.707118809438713
"type IV pilus biogenesis"	0.109103808041104	0.0506138513267001	0.00170557081544787	0.157217260248896
"DNA catabolic process"	0.236784813110201	0.0603709835009178	0.00170557082168098	0.877191081666127
"O antigen biosynthetic process"	0.121978544668262	0.0278195738519029	0.122895016635985	0.395203829464805
"protein insertion into membrane"	0.33644053803456	0.170135805169605	0.00170557084258844	0.872795929163091
"pyruvate metabolic process"	0.311957809227871	0.157375918739725	38.5284582907654	1.27618531770278
"protein dephosphorylation"	0.421624174363385	0.208184555476984	5.38379316969728	1.91011888762574
"cytokinin biosynthetic process"	0.0943654196023655	0.0325250753063816	0.00170557080336673	0.242535766521404
"glycerol-3-phosphate catabolic process"	0.190670099233055	0.0511019326715487	0.00170557082155412	0.826919342244116
"DNA topological change"	1.09351775306003	1.00152227465709	4.58112425038547	4.08614677930459
"cellular amino acid biosynthetic process"	2.7148900928493	1.19558433241995	366.355433887626	18.5048861358406
"RNA biosynthetic process"	0.23205522660942	0.126976365836821	8.14809979265176	0.591555958443902
"translation"	13.1748653218224	2.54277303134798	27.5213408685964	38.0224570904199
"ethanol oxidation"	0.09836796361764	0.0638205247432216	41.0528143609163	0.331300072606599
"defense response to Gram-negative bacterium"	0.0465368142468289	0.0272943657290372	103.176067562252	0.253334738810011
"nucleotide-excision repair"	0.591344677680692	0.246011947982668	0.274396066545833	2.42886374431999
"glycogen biosynthetic process"	0.319182696920232	0.156852669373731	93.2553313917149	0.98606209678094
"DNA-templated transcription, elongation"	0.181351085473422	0.0475360530636946	0.00170557082157607	0.50587802631486
"transposition, DNA-mediated"	1.08494656998902	0.435540332135709	19.7199993692382	6.99085033110263
"double-strand break repair"	0.258184894162051	0.169313551494624	0.0383945752485506	0.991409417367522
"regulation of pH"	0.13473961779957	0.0382261296935159	0.240821960767456	0.32601517025275
"polyamine biosynthetic process"	0.203682514673996	0.0815322427610872	0.0195775797630015	0.930901831918657
"DNA restriction-modification system"	0.612298138063518	0.32417828593895	0.0195737600337536	1.31618337071816
"RNA phosphodiester bond hydrolysis, endonucleolytic"	0.610543681618323	0.302329863065645	3.50868488096381	2.99918786621804
"protein methylation"	0.359638112956749	0.171036234179229	0.00170557682913176	1.32934720759623
"teichoic acid biosynthetic process"	0.0909620251253779	0.0134376070317385	0.00170557079269318	0.319983536863498
"glycine betaine biosynthetic process from choline"	0.0722609099763899	0.0472617755330437	0.0570302953877757	0.611871304800235
"purine nucleobase biosynthetic process"	0.204639476275644	0.102750349926412	0.03805365909404	0.887211135007111
"lactate oxidation"	0.170751112305554	0.0498417523861794	0.0195775797630004	0.801477218111362
"RNA methylation"	0.651114595410282	0.993134569327251	0.0199593088957292	1.59815471967681
"mRNA catabolic process"	0.448418762169698	0.206585375950151	0.237914237330827	2.16279549085631
"protein N-linked glycosylation"	0.105145208021555	0.051614797448422	0.019577579763002	0.448178169608442
"protein desuccinylation"	0.0457574075994242	0.0329248605706101	0.00170557079421872	0.17611867896994
"mRNA processing"	0.238758744905782	0.113922825374331	4.02730870161238	1.0362830306598
"chloride transmembrane transport"	0.193799328699815	0.106336231058798	0.0197515711066466	0.550646588022357
"protein import"	0.373888197710384	0.164007943749942	0.0386266395317857	1.63554739215813
"glutathione biosynthetic process"	0.157787843465305	0.0830477266924303	0.117722129393688	0.856969675373
"tryptophan metabolic process"	0.21735122563208	0.110347030348474	1.7461892308331	0.84732842245616
"UDP-N-acetylgalactosamine biosynthetic process"	0.153965494549956	0.0535888696116658	0.0195775797630016	0.737370952330156
"signal transduction by protein phosphorylation"	1.33609420469284	0.63449037419441	13.5406053899689	10.336953615015
"D-amino acid metabolic process"	0.103967135127044	0.03193448320129	0.00170557081092169	0.392764895516733
"RNA-dependent DNA biosynthetic process"	0.262393345435637	0.200286147021949	0.560220958531648	0.889596622194795
"base-excision repair"	0.310148719866784	0.179399817149169	0.0383945754318953	1.62080667378114
"histidine metabolic process"	0.216316665613718	0.084757498875499	0.00170557082892082	0.391178404217803
"chromosome condensation"	0.416434235900688	0.141136004337274	0.0195775797608088	1.38475267289745
"purine nucleotide metabolic process"	0.171519229005681	0.068973832395111	19.8320012298645	0.678258766288447
"nickel cation transport"	0.0813924428540366	0.0135310947108047	0.00170557079855104	0.280403092556428
"DNA catabolic process, endonucleolytic"	0.0394611323018637	0.017799131657524	0.00170557079349903	0.147651315416353
"dTDP-rhamnose biosynthetic process"	0.234488753563224	0.0752588641622167	0.00170557083343587	0.470240479392406
"sulfate transmembrane transport"	0.316581384219122	0.216318173911653	0.0788279069527441	1.35604738151745
"rescue of stalled ribosome"	0.104597815959516	0.004646375371646	0.0383945752485334	0.360848300503888
"siroheme biosynthetic process"	0.101613671523113	0.0416449826881001	0.00170557080601002	0.412549473297381
"DNA-templated transcription, initiation"	0.62275460566863	0.314705303757096	0.0578933267268	2.56302429848709
"positive regulation of translation"	0.198839202649764	0.0564379408897584	0.0197477087968649	0.932806244704465
"protein homotetramerization"	0.244616703630049	0.058704197906536	25.1155533095132	0.903150862859911
"glycerol catabolic process"	0.213647600909862	0.0747588691512308	0.0380536590940392	0.956047957735393
"pyrimidine nucleotide metabolic process"	0.179353708181864	0.0643636774921991	0.0785930123045355	0.635129418729367
"iron ion transport"	0.391877295993078	0.170225852385943	0.0382930834510359	1.83911638579575
"DNA-templated transcription, termination"	0.392736862498239	0.200267697685663	0.118799536880348	1.62384148939519
"protein secretion"	0.562378165670187	0.264468356253617	0.0383945752485512	2.50245685945845
"sodium ion transmembrane transport"	0.173404657792677	0.0573089791339433	0.00170557081202491	0.607297175039803
"ADP-L-glycero-beta-D-manno-heptose biosynthetic process"	0.104915291627139	0.0594956431023618	0.00170557082425929	0.460460090978274
"negative regulation of fatty acid biosynthetic process"	0.0643121697715382	0.00909025706082136	0.522016867839061	0.260771732886662
"D-gluconate metabolic process"	0.224323658855193	0.0481558148526794	0.600419949214496	0.827310026628494
"fatty acid biosynthetic process"	0.707572237132416	0.277339536441524	9.38671214193921	3.83331266118473
"diaminopimelate biosynthetic process"	0.329377040047687	0.152835699062606	0.118793011580526	1.43775396941166
"protein homotrimerization"	0.0796796466745333	0.0140015956555554	0.00170557079939586	0.214437542653049
"tetrahydrofolylpolyglutamate biosynthetic process"	0.268845046152728	0.153187995115021	0.019577579763002	0.844221985924929
"nucleotide catabolic process"	0.34564987173315	0.17520182874679	0.0195775797609751	1.18624217335943
"dihydrofolate biosynthetic process"	0.114962879512788	0.0279370698237688	0.00170557080564003	0.428170592482763
"glyoxylate cycle"	0.227561399188667	0.113018957757098	1.21807526407734	1.1888459673623
"nucleotide biosynthetic process"	0.352782558413222	0.154064360255712	0.14045765245974	1.39394495739014
"formate oxidation"	0.118031309169052	0.0224368966128852	0.0380536590940276	0.512603969284584
"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"	0.375764975774154	0.165984153455955	0.0380536592626262	1.10759596767819
"UDP-N-acetylglucosamine biosynthetic process"	0.162400321171695	0.0541238020561939	0.00170557080805215	0.747710307518781
"phosphate ion transmembrane transport"	0.26053985734716	0.111272311909902	4.85375220551424	1.468775457342
"chorismate biosynthetic process"	0.557257303301649	0.316834199358537	0.0581808588687624	2.06971358484171
"galactitol metabolic process"	0.0917212964838725	0.022529731344335	0.0380536590940263	0.247573302823796
"tetrahydrofolate biosynthetic process"	0.264157877526931	0.0849502684391262	0.146682746801512	1.08820548197407
"branched-chain amino acid biosynthetic process"	0.604873340834202	0.257097524918638	0.100885814475812	4.40285137151941
"potassium ion transmembrane transport"	0.45989970774915	0.233773264841193	0.0380536590940427	2.2005997011461
"pseudouridine synthesis"	0.496463705447302	0.224665243723289	0.106055737879709	2.12465443144102
"intein-mediated protein splicing"	0.302401693009334	0.168644961406981	0.369092802867731	0.813876996361171
"pantothenate biosynthetic process"	0.35527002902259	0.281857310541823	0.0195775797630011	0.67944969372555
"protein autophosphorylation"	0.180427284563118	0.0665634523497448	0.297769304575984	0.671674996932573
"DNA replication, synthesis of RNA primer"	0.428368570985629	0.216050843083916	0.0380536590940423	2.17330277955479
"mismatch repair"	0.304160394687274	0.187234840120325	0.00170557084922352	1.65016105674533
"peptidyl-tyrosine dephosphorylation"	0.275769718248765	0.134140400297418	2.84747628784356	0.7352991583036
"maintenance of CRISPR repeat elements"	0.144813395328294	0.0921352010534014	0.019577579763002	0.422442769057139
"phenylacetate catabolic process"	0.181870827046458	0.124277855363769	0.0195775797630021	0.655519780582382
"salicylic acid biosynthetic process"	0.0140297194962889	0.000457410941992607	0.00170557081305725	0.048974191601114
"DNA duplex unwinding"	0.824928481703504	0.423183858544388	0.89400596495206	6.17106545835213
"aromatic amino acid family biosynthetic process"	0.766534545299912	0.432458214155854	10.0109166933581	3.38674282167184
"ribosomal large subunit assembly"	0.236454112456885	0.0781117492531718	0.0197515711066464	0.909816172678746
"peptidoglycan biosynthetic process"	1.02965331398614	0.351375098092968	0.82085513140625	7.44112102252685
"magnesium ion transport"	0.273904085752469	0.117754254802481	0.00170557083618835	0.719169469156124
"taurine transport"	0.115595941087328	0.027896042033398	0.00170557079689298	0.347456788639875
"RNA phosphodiester bond hydrolysis, exonucleolytic"	0.431297463604398	0.23595006762245	0.0575431079838741	2.18566264580051
"zinc ion transport"	0.144538126232051	0.0476231457250116	0.00171899009298829	0.729446683662599
"cellulose biosynthetic process"	0.150682709117129	0.0642824044948514	0.0017055708122052	0.570008124821721
"peptidyl-tyrosine phosphorylation"	0.447853036786655	0.75888907367764	0.0388030641001642	0.692196486340339
"aspartate metabolic process"	0.109672212810977	0.018525442127402	0.0997910557654794	0.31869849768598
"GPI anchor biosynthetic process"	0.0999286630239551	0.0694640261314811	0.00170557079321335	0.171070957039472
"de novo pyrimidine nucleobase biosynthetic process"	0.365346375365525	0.185566186168511	0.0197477087968655	1.7852802154
"deoxyribonucleotide biosynthetic process"	0.326427412128693	0.0965317782134839	0.00171861610335384	1.0896031114224
"arginine metabolic process"	0.281345026926489	0.137309122240669	0.166994735352034	1.28289453926407
"histidine catabolic process"	0.199939457820604	0.0831531151934786	0.00170557082883198	0.380545772721414
"leucine biosynthetic process"	0.412075264189633	0.159658574770738	0.0195737600337527	2.08249450430509
"lipoteichoic acid biosynthetic process"	0.0683645884547548	0.00913083201160694	0.00170557079237736	0.2848216810754
"methionine metabolic process"	0.150341695788223	0.0476584306743834	16.0136646883202	0.50320637633991
"histidine biosynthetic process"	0.392124772372754	0.208609114059043	0.0781092621457561	1.56345737875836
"amino acid transmembrane transport"	0.390208071922421	0.139536264444512	0.661108609260724	2.16176558911836
"peptidyl-lysine demalonylation"	0.0502498087784244	0.0330118618834785	0.00170557079422247	0.178497166728323
"tryptophan biosynthetic process"	0.280745044651446	0.168398277875398	0.019577579763001	1.20484238005206
"cadmium ion transmembrane transport"	0.224495824717833	0.0757408160972067	0.019573756036487	0.823216113792813
"iron ion transmembrane transport"	0.210566611223085	0.0671081479223729	0.00170557081805767	0.61796672569761
"cardiolipin biosynthetic process"	0.187125576734945	0.0532015047932042	0.0195775797630011	0.838970574098782
"fatty acid beta-oxidation"	0.280518606333098	0.0967345795476205	3.6443637316305	1.17075458759554
"tRNA processing"	0.940639749169582	0.449619643671769	4.73497600535607	7.24374635308028
"purine nucleotide biosynthetic process"	0.832135679362292	0.330258011554423	20.1941440674527	4.46815438821887
"transcription, DNA-templated"	4.31105293382095	1.53348969621613	268.08406727344	33.3284328974917
"aminoacyl-tRNA metabolism involved in translational fidelity"	1.05086030345121	1.0569847556465	4.34275397545634	3.50117670734927
"double-strand break repair via homologous recombination"	0.245705792513534	0.168371253747358	0.0195775797630016	1.33482964504583
"protein targeting"	0.862630903867322	0.2499466699722	0.126988773045044	3.2145171654296
"cyclic nucleotide biosynthetic process"	0.202153470305441	0.169092035821749	0.00170557682597299	0.299268892259677
"transcription initiation from bacterial-type RNA polymerase promoter"	0.270750673525411	0.112400494651933	0.019577579763001	1.05186954390505
"DNA unwinding involved in DNA replication"	0.279986795234497	0.163644736400382	0.0570302953877755	1.56497504900422
"intracellular protein transmembrane transport"	0.856917408314848	0.233379850349766	0.0598321663276386	3.09583322649109
"isoleucine biosynthetic process"	0.452418804212357	0.212575566829188	0.0978128565851756	2.96572621347721
"glutamate metabolic process"	0.150861043381884	0.0182002945049405	0.0195775797630027	0.293762209508379
"adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway"	0.26399789515353	0.752924580277575	0.00170557682913988	0.0490220051997238
"queuosine biosynthetic process"	0.363288658058659	0.16526923245038	0.0575431026186632	1.40920312215575
"nucleoside monophosphate phosphorylation"	0.377514930976664	0.129985603219385	0.0380536590940422	1.36398751477165
"GMP metabolic process"	0.156706867307693	0.0625349751089007	10.7786832247066	0.445851691047408
"regulation of DNA-templated transcription, initiation"	0.592431891003078	0.296036553407661	0.0578933267268001	2.3674434472816
"threonine catabolic process"	0.188026909650109	0.0755214820455032	35.9042498660797	0.94388023382866
"DNA methylation on adenine"	0.525637954469893	0.361695118441713	0.120633034583278	1.17872299016398
"arginine catabolic process"	0.172281676776247	0.0613343678308921	0.0198657719538072	0.78603774411542
"glycine biosynthetic process"	0.249828275591416	0.117620537504896	0.143056285779116	0.983491682001188
"tRNA aminoacylation for protein translation"	1.7826271486822	1.28439566207678	5.03886127850908	8.26972546546349
"glutamine biosynthetic process"	0.260639577546556	0.122908198019119	0.0999433982543301	1.26644007700594
