	GO_Terms	CRR119894	CRR119895	CRR119896	CRR119897	CRR125934	CRR125935	CRR125936	CRR125937	CRR125938	CRR125939	CRR125940	CRR125941	CRR125942	CRR125943	CRR125944	CRR125945	CRR125946	CRR125947	CRR125948	CRR125949	CRR125950	CRR125951	CRR125952	CRR125953	CRR125954	CRR125955	CRR125956	CRR125957	CRR125958	CRR125959	CRR125960	CRR125961	CRR125962	CRR125963	CRR125964	CRR125965	CRR125966	CRR125967	CRR125968	CRR125969	CRR125970	CRR125971	CRR125972	CRR125973	CRR125974	CRR125975	CRR125976	CRR125977	CRR125978	CRR125979	CRR125980	CRR125981	CRR125982	CRR125983	CRR125984	CRR125985	CRR125986	CRR125987	CRR125988	CRR125989	CRR125990	CRR125991	CRR125992	CRR125993	CRR125994	SRR10571655	SRR10571656	SRR10571657	SRR10571658	SRR10571659	SRR10571660	SRR10571662	SRR10571663	SRR10571664	SRR10571665	SRR10571719	SRR10571720	SRR10571721	SRR10571722	SRR10571723	SRR10571724	SRR10571725	SRR10571726	SRR10571727	SRR10571728	SRR10571730	SRR10571731	SRR10571732	SRR10571734	SRR10571735	SRR10571736	SRR10571737	SRR10571738	SRR10571739	SRR10571741	SRR10571742	SRR10571743	SRR10571744	SRR10571752	SRR10571753	SRR10571754	SRR10571755	SRR10571756	SRR10571757	SRR10903401	SRR10903402	SRR10971381	SRR11059942_PE	SRR11059942_SE	SRR11059944_PE	SRR11059944_SE	SRR11059945_PE	SRR11059946_PE	SRR11059946_SE	SRR11059947_PE	SRR11059947_SE	SRR11092056	SRR11092057	SRR11092058	SRR11092059	SRR11092060	SRR11092061	SRR11092062	SRR11092063	SRR11092064	SRR5677652	SRR5677654	SRR5677655	SRR5677656	SRR5677657	SRR5677658	SRR5677659	SRR5677660	SRR5677661	namespace	depth	name
497	GO:0006694	0	0	0	0	0	298	12	0	0	12	7	0	0	66	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	4	27	0	4	24	0	0	0	0	0	2	0	0	0	0	0	251	0	0	0	0	0	0	5	6	3	3	3	3	3	0	2	5	3	3	5	0	4	3	6	7	3	3	4	0	4	3	2	3	6	0	4	0	0	4	5	3	3	3	0	7	2	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	563	42	53	28	3	2	0	0	0	0	0	0	0	0	0	biological_process	5	steroid biosynthetic process
498	GO:0006909	0	0	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	biological_process	5	phagocytosis
499	GO:0010042	0	0	0	0	0	2	0	0	0	0	0	0	4	182	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	221	279	301	286	354	279	332	320	336	309	319	261	373	353	265	339	253	336	301	310	293	269	373	243	272	291	227	302	374	340	321	308	353	267	296	324	274	254	262	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	26	19	26	50	32	0	2	0	0	0	0	0	0	0	0	biological_process	5	response to manganese ion
500	GO:0048538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	biological_process	5	thymus development
501	GO:0008584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	male gonad development
502	GO:0030587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	sorocarp development
503	GO:0010942	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	positive regulation of cell death
504	GO:0009414	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	31	51	65	61	67	51	46	33	33	46	68	54	37	65	64	64	43	61	43	55	35	61	51	43	42	58	45	62	52	37	63	46	47	45	50	51	55	62	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	2	36	20	0	0	0	0	0	0	0	0	0	0	biological_process	5	response to water deprivation
505	GO:0009440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	cyanate catabolic process
506	GO:0017000	4	0	0	0	0	28	6	0	8	95	1008	15	32	100	356	5	4	50	992	8	3	0	23	6	4	4	4	2	0	3	0	81	4	4	2	4	8	3	0	2	0	2	4	574	28	28	10	82	5	4	7283	5	17	0	9	0	0	0	5695	2	7	6	13	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	2	0	2	3703	346	351	109	64	74	3	2	0	0	0	0	0	0	0	biological_process	5	antibiotic biosynthetic process
507	GO:0097533	0	0	0	0	0	0	0	0	0	613	17	3	0	0	0	0	0	919	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	36	27	3	4	6	0	0	0	0	0	0	0	0	0	biological_process	5	cellular stress response to acid chemical
508	GO:0051276	0	0	11	6	12	94	8	3	5	349	5	0	219	2265	15	5	7	455	6	0	7	6	4	11	5	5	9	4	5	0	2	99	6	7	9	10	4	5	158	2	2	12	26	5	82	14	10	5	11	11	492	13	9	0	13	0	2	2	1044	0	4	3	11	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	484	0	0	0	0	0	0	0	0	0	2	9	5	3958	339	349	168	41	104	0	0	10	4	3	4	0	0	0	biological_process	5	chromosome organization
509	GO:0034605	26	3	2	0	6	547	34	0	25	6923	4614	778	265	25354	523	89	0	1575	574	351	3	11	50	57	2	312	29	100	4	17	0	230	7	3	3	10	6	4	222	2	23	11	171	493	515	24	14	12	69	75	1273	33	147	5	52	0	9	0	2158	9	45	110	371	24	31	9	0	0	2	5	4	0	6	6	4	4	7	0	3	6	5	6	7	5	3	10	6	0	4	7	8	2	3	4	7	5	10	5	5	8	4	5	4	5	0	3	1892	0	0	0	0	0	0	0	0	0	6	4	3	4979	431	447	179	54	122	190	0	22	5	2	2	0	0	6	biological_process	5	cellular response to heat
510	GO:0015888	0	0	0	0	3	12	0	0	0	0	4	0	40	318	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	2	158	8	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1198	257	182	350	133	8	0	0	0	0	0	0	0	0	18	biological_process	5	thiamine transport
511	GO:0071257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	cellular response to electrical stimulus
512	GO:0019682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	glyceraldehyde-3-phosphate metabolic process
513	GO:0019048	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	modulation by virus of host process
514	GO:0048844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	artery morphogenesis
515	GO:0070542	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	26	38	20	33	24	49	13	19	24	17	33	26	33	33	15	36	28	21	16	25	22	37	24	32	26	21	33	33	18	31	34	30	37	33	27	26	18	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	response to fatty acid
516	GO:0051147	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	regulation of muscle cell differentiation
517	GO:0019634	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	61	0	0	0	3	6	0	0	0	0	0	3	0	0	0	0	2	2	0	2379	0	0	0	0	0	0	0	973	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1044	96	103	26	9	11	0	0	0	0	0	0	0	0	0	biological_process	5	organic phosphonate metabolic process
518	GO:0031221	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	2	4	0	0	0	0	0	0	0	0	0	biological_process	5	arabinan metabolic process
519	GO:0048566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	90	146	86	144	152	205	173	161	136	97	107	86	185	144	135	133	141	61	125	130	89	161	126	189	151	115	138	100	110	179	164	202	229	90	99	135	135	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	embryonic digestive tract development
520	GO:0050920	2	0	0	0	0	0	20	0	0	96	0	20	0	0	473	10	0	279	0	30	0	0	0	0	0	44	0	0	0	0	0	21	0	0	2	4	0	5	0	0	0	2	0	5	22	0	0	4	0	8	0	85	54	0	0	0	0	0	216	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1118	94	96	21	11	29	0	0	0	0	0	0	0	0	0	biological_process	5	regulation of chemotaxis
521	GO:0097588	2	0	0	0	0	6	21	20	7	339	338	64	7	93	473	366	0	260	262	54	2	0	14	4	0	12	7	0	0	0	2	111	5	4	3	3	2	0	7	0	5	3	11	746	80	0	10	17	42	5	41	89	4	5	30	2	0	4	2114	0	15	9	15	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	2	6	0	6885	521	572	168	49	102	0	2	0	0	0	0	0	0	0	biological_process	5	archaeal or bacterial-type flagellum-dependent cell motility
522	GO:0010421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	hydrogen peroxide-mediated programmed cell death
523	GO:0032355	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	133	213	115	195	201	275	203	196	175	136	160	133	230	203	165	198	189	98	156	176	131	221	171	256	194	153	188	151	142	232	214	253	290	135	133	183	176	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	response to estradiol
524	GO:0075713	0	0	4	2	0	0	0	8	0	44	8	149	0	149	0	120	0	55	0	153	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	93	2	0	26	162	0	0	0	0	162	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	54	0	0	0	0	0	0	0	0	0	0	0	0	301	13	25	15	3	7	0	0	0	0	0	0	0	0	0	biological_process	5	establishment of integrated proviral latency
525	GO:0006003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	136	18	12	6	2	0	0	0	0	0	0	0	0	0	0	biological_process	5	"fructose 2,6-bisphosphate metabolic process"
526	GO:0006809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	52	4	4	0	0	13	0	0	0	0	0	0	0	0	0	biological_process	5	nitric oxide biosynthetic process
527	GO:0019752	3	2	3	0	0	309	88	0	24	4036	2010	102	89	8433	2062	36	14	3827	1437	103	17	3	94	9	46	69	23	10	10	3	8	181	0	4	176	21	10	8	62	3	78	10	31	609	682	19	12	25	253	71	4351	21	22	2	45	2	2	2	1404	3	16	68	3582	672	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	1146	0	0	0	0	46	0	0	4	2	4	16	0	6880	575	665	256	79	218	2	3	11	0	0	2	3	0	0	biological_process	5	carboxylic acid metabolic process
528	GO:0051781	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	5	0	0	0	87	26	38	20	33	26	48	13	19	24	17	33	25	33	33	16	33	27	21	16	24	22	37	24	33	26	21	32	33	18	31	35	30	37	33	27	26	17	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	16	17	2	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	positive regulation of cell division
529	GO:0044036	0	0	0	0	0	0	0	0	2	1847	0	0	0	0	22	0	0	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	2	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	cell wall macromolecule metabolic process
530	GO:0052131	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	15	8	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	positive aerotaxis
531	GO:0046294	0	0	0	0	0	0	20	0	0	705	28	17	0	2	1107	6	0	564	49	47	0	0	0	0	0	2	5	0	0	0	0	36	0	0	2	0	0	0	0	0	2	2	3	242	4	3	6	23	159	307	87	5	2	0	4	0	4	0	318	0	6	0	4	72	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1318	91	94	38	18	20	0	0	0	0	0	0	0	0	0	biological_process	5	formaldehyde catabolic process
532	GO:1903827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	regulation of cellular protein localization
533	GO:0060218	0	0	0	0	0	0	0	0	0	32	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	hematopoietic stem cell differentiation
534	GO:0044179	0	0	0	0	0	11	0	0	3	3	149	2	3	160	0	0	0	0	60	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	14	0	0	0	3	2	0	0	0	2	18	0	0	0	0	0	1145	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	723	71	77	19	14	4	0	0	0	0	0	0	0	0	0	biological_process	5	hemolysis in other organism
535	GO:0019730	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	3	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	2	0	0	0	0	0	0	0	0	0	0	biological_process	5	antimicrobial humoral response
536	GO:0043709	2	0	6	0	0	2	0	4	9	760	232	238	4	3	2	57	3	727	151	225	0	0	0	0	0	0	11	2	5	0	4	145	4	30	3	4	7	0	71	0	4	3	14	304	280	0	2	1834	16	27	21	20	0	0	3	2	0	0	966	0	17	2	772	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2068	193	164	41	11	22	0	0	0	0	0	0	0	0	0	biological_process	5	cell adhesion involved in single-species biofilm formation
537	GO:2000535	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29	4	5	2	0	2	0	0	0	0	0	0	0	0	0	biological_process	5	regulation of entry of bacterium into host cell
538	GO:0046716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	2	0	3	6	0	5	0	0	0	0	4	6	2	0	3	2	0	3	2	3	0	0	2	3	0	4	2	2	3	2	2	2	0	0	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	biological_process	5	muscle cell cellular homeostasis
539	GO:1901652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	36	17	7	2	0	0	0	0	0	0	0	0	0	0	biological_process	5	response to peptide
540	GO:0007166	0	0	0	0	0	0	0	0	0	4	4	0	0	2	5	2	0	0	0	0	0	3	4	0	4	0	2	0	0	0	0	2	2	4	0	2	4	3	0	0	5	12	16	0	0	3	2	16	39	0	0	0	0	0	18	0	0	0	3321	0	0	0	0	0	5	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	83	9	7	5	3	0	0	0	0	0	0	0	4	0	0	biological_process	5	cell surface receptor signaling pathway
