feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
GO.0009290.DNA.import.into.cell.involved.in.transformation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	13	2.0120688226287e-08	1.47431947658091e-07
GO.0017148.negative.regulation.of.translation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	94	2.0120688226287e-08	1.47431947658091e-07
GO.0046176.aldonic.acid.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	46	2.0120688226287e-08	1.47431947658091e-07
GO.0046218.indolalkylamine.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0019413.acetate.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	44	2.0120688226287e-08	1.47431947658091e-07
GO.0001932.regulation.of.protein.phosphorylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	77	2.0120688226287e-08	1.47431947658091e-07
GO.0010634.positive.regulation.of.epithelial.cell.migration	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	55	2.0120688226287e-08	1.47431947658091e-07
GO.0000706.meiotic.DNA.double.strand.break.processing	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	33	2.0120688226287e-08	1.47431947658091e-07
GO.0051476.mannosylglycerate.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	9	2.0120688226287e-08	1.47431947658091e-07
GO.0061718.glucose.catabolic.process.to.pyruvate	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	49	2.0120688226287e-08	1.47431947658091e-07
GO.0006145.purine.nucleobase.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	47	2.0120688226287e-08	1.47431947658091e-07
GO.0019563.glycerol.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0072488.ammonium.transmembrane.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	43	2.0120688226287e-08	1.47431947658091e-07
GO.0005980.glycogen.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	93	2.0120688226287e-08	1.47431947658091e-07
GO.1990884.RNA.acetylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.1903533.regulation.of.protein.targeting	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	65	2.0120688226287e-08	1.47431947658091e-07
GO.0018315.molybdenum.incorporation.into.molybdenum.molybdopterin.complex	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	12	2.0120688226287e-08	1.47431947658091e-07
GO.0099633.protein.localization.to.postsynaptic.specialization.membrane	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	3	2.0120688226287e-08	1.47431947658091e-07
GO.0014068.positive.regulation.of.phosphatidylinositol.3.kinase.signaling	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0015750.pentose.transmembrane.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	49	2.0120688226287e-08	1.47431947658091e-07
GO.0018197.peptidyl.aspartic.acid.modification	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	45	2.0120688226287e-08	1.47431947658091e-07
GO.0009125.nucleoside.monophosphate.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	44	2.0120688226287e-08	1.47431947658091e-07
GO.0018410.C.terminal.protein.amino.acid.modification	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0019933.cAMP.mediated.signaling	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	15	2.0120688226287e-08	1.47431947658091e-07
GO.0017003.protein.heme.linkage	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	18	2.0120688226287e-08	1.47431947658091e-07
GO.0031401.positive.regulation.of.protein.modification.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	68	2.0120688226287e-08	1.47431947658091e-07
GO.1902358.sulfate.transmembrane.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	81	2.0120688226287e-08	1.47431947658091e-07
GO.0061727.methylglyoxal.catabolic.process.to.lactate	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0006152.purine.nucleoside.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	75	2.0120688226287e-08	1.47431947658091e-07
GO.0043549.regulation.of.kinase.activity	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	58	2.0120688226287e-08	1.47431947658091e-07
GO.0006761.dihydrofolate.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	29	2.0120688226287e-08	1.47431947658091e-07
GO.0045004.DNA.replication.proofreading	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	17	2.0120688226287e-08	1.47431947658091e-07
GO.0009200.deoxyribonucleoside.triphosphate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	70	2.0120688226287e-08	1.47431947658091e-07
GO.0000098.sulfur.amino.acid.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	48	2.0120688226287e-08	1.47431947658091e-07
GO.0006312.mitotic.recombination	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0019594.mannitol.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	33	2.0120688226287e-08	1.47431947658091e-07
GO.0045862.positive.regulation.of.proteolysis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	67	2.0120688226287e-08	1.47431947658091e-07
GO.0019805.quinolinate.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	37	2.0120688226287e-08	1.47431947658091e-07
GO.0060699.regulation.of.endoribonuclease.activity	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	17	2.0120688226287e-08	1.47431947658091e-07
GO.0009106.lipoate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	33	2.0120688226287e-08	1.47431947658091e-07
GO.0019585.glucuronate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0018871.1.aminocyclopropane.1.carboxylate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	12	2.0120688226287e-08	1.47431947658091e-07
GO.0055074.calcium.ion.homeostasis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	57	2.0120688226287e-08	1.47431947658091e-07
GO.0043571.maintenance.of.CRISPR.repeat.elements	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	51	2.0120688226287e-08	1.47431947658091e-07
GO.1902476.chloride.transmembrane.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	58	2.0120688226287e-08	1.47431947658091e-07
GO.0044341.sodium.dependent.phosphate.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	38	2.0120688226287e-08	1.47431947658091e-07
GO.0015734.taurine.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	31	2.0120688226287e-08	1.47431947658091e-07
GO.0032955.regulation.of.division.septum.assembly	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	15	2.0120688226287e-08	1.47431947658091e-07
GO.0015768.maltose.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	25	2.0120688226287e-08	1.47431947658091e-07
GO.0006473.protein.acetylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	69	2.0120688226287e-08	1.47431947658091e-07
GO.0016102.diterpenoid.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0110053.regulation.of.actin.filament.organization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	61	2.0120688226287e-08	1.47431947658091e-07
GO.0006661.phosphatidylinositol.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0006570.tyrosine.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	60	2.0120688226287e-08	1.47431947658091e-07
GO.0070189.kynurenine.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	52	2.0120688226287e-08	1.47431947658091e-07
GO.0042938.dipeptide.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	36	2.0120688226287e-08	1.47431947658091e-07
GO.0000737.DNA.catabolic.process..endonucleolytic	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	17	2.0120688226287e-08	1.47431947658091e-07
GO.0018198.peptidyl.cysteine.modification	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	63	2.0120688226287e-08	1.47431947658091e-07
GO.0046855.inositol.phosphate.dephosphorylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	28	2.0120688226287e-08	1.47431947658091e-07
GO.0006829.zinc.ion.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	56	2.0120688226287e-08	1.47431947658091e-07
GO.0072503.cellular.divalent.inorganic.cation.homeostasis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	60	2.0120688226287e-08	1.47431947658091e-07
GO.0001523.retinoid.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	47	2.0120688226287e-08	1.47431947658091e-07
GO.1902680.positive.regulation.of.RNA.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	120	2.0120688226287e-08	1.47431947658091e-07
GO.0016553.base.conversion.or.substitution.editing	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	47	2.0120688226287e-08	1.47431947658091e-07
GO.0046459.short.chain.fatty.acid.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	107	2.0120688226287e-08	1.47431947658091e-07
GO.0030980.alpha.glucan.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	54	2.0120688226287e-08	1.47431947658091e-07
GO.0006784.heme.A.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	24	2.0120688226287e-08	1.47431947658091e-07
GO.0015860.purine.nucleoside.transmembrane.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	12	2.0120688226287e-08	1.47431947658091e-07
GO.0015941.pantothenate.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.2000484.positive.regulation.of.interleukin.8.production	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	17	2.0120688226287e-08	1.47431947658091e-07
GO.0006334.nucleosome.assembly	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	33	2.0120688226287e-08	1.47431947658091e-07
GO.0010155.regulation.of.proton.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	46	2.0120688226287e-08	1.47431947658091e-07
GO.0033611.oxalate.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0046656.folic.acid.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	44	2.0120688226287e-08	1.47431947658091e-07
GO.1903364.positive.regulation.of.cellular.protein.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	30	2.0120688226287e-08	1.47431947658091e-07
GO.0042327.positive.regulation.of.phosphorylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	69	2.0120688226287e-08	1.47431947658091e-07
GO.0006646.phosphatidylethanolamine.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	31	2.0120688226287e-08	1.47431947658091e-07
GO.0006271.DNA.strand.elongation.involved.in.DNA.replication	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0044774.mitotic.DNA.integrity.checkpoint	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	37	2.0120688226287e-08	1.47431947658091e-07
GO.0019380.3.phenylpropionate.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	23	2.0120688226287e-08	1.47431947658091e-07
GO.0016441.posttranscriptional.gene.silencing	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	43	2.0120688226287e-08	1.47431947658091e-07
GO.0036104.Kdo2.lipid.A.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	17	2.0120688226287e-08	1.47431947658091e-07
GO.0006729.tetrahydrobiopterin.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	14	2.0120688226287e-08	1.47431947658091e-07
GO.0000738.DNA.catabolic.process..exonucleolytic	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	19	2.0120688226287e-08	1.47431947658091e-07
GO.0015682.iron.ion.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0001676.long.chain.fatty.acid.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	106	2.0120688226287e-08	1.47431947658091e-07
GO.0015769.melibiose.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	2	2.0120688226287e-08	1.47431947658091e-07
GO.0045974.regulation.of.translation..ncRNA.mediated	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	45	2.0120688226287e-08	1.47431947658091e-07
GO.0006885.regulation.of.pH	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	83	2.0120688226287e-08	1.47431947658091e-07
GO.0045227.capsule.polysaccharide.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0006598.polyamine.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	23	2.0120688226287e-08	1.47431947658091e-07
GO.0015718.monocarboxylic.acid.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	89	2.0120688226287e-08	1.47431947658091e-07
GO.0051058.negative.regulation.of.small.GTPase.mediated.signal.transduction	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	37	2.0120688226287e-08	1.47431947658091e-07
GO.0007052.mitotic.spindle.organization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	50	2.0120688226287e-08	1.47431947658091e-07
GO.0010520.regulation.of.reciprocal.meiotic.recombination	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	30	2.0120688226287e-08	1.47431947658091e-07
GO.0030004.cellular.monovalent.inorganic.cation.homeostasis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	75	2.0120688226287e-08	1.47431947658091e-07
GO.0006580.ethanolamine.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	22	2.0120688226287e-08	1.47431947658091e-07
GO.0019316.D.allose.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	6	2.0120688226287e-08	1.47431947658091e-07
GO.0002181.cytoplasmic.translation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	57	2.0120688226287e-08	1.47431947658091e-07
GO.0090200.positive.regulation.of.release.of.cytochrome.c.from.mitochondria	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	20	2.0120688226287e-08	1.47431947658091e-07
GO.1901892.negative.regulation.of.cell.septum.assembly	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	8	2.0120688226287e-08	1.47431947658091e-07
GO.1903436.regulation.of.mitotic.cytokinetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	2	2.0120688226287e-08	1.47431947658091e-07
GO.0031047.gene.silencing.by.RNA	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	49	2.0120688226287e-08	1.47431947658091e-07
GO.0042407.cristae.formation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	55	2.0120688226287e-08	1.47431947658091e-07
GO.0045717.negative.regulation.of.fatty.acid.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0036048.protein.desuccinylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	29	2.0120688226287e-08	1.47431947658091e-07
GO.0035268.protein.mannosylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0046785.microtubule.polymerization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	1	2.0120688226287e-08	1.47431947658091e-07
GO.0051103.DNA.ligation.involved.in.DNA.repair	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	44	2.0120688226287e-08	1.47431947658091e-07
GO.0090224.regulation.of.spindle.organization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	5	2.0120688226287e-08	1.47431947658091e-07
GO.0033317.pantothenate.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	11	2.0120688226287e-08	1.47431947658091e-07
GO.0045228.slime.layer.polysaccharide.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	13	2.0120688226287e-08	1.47431947658091e-07
GO.0019402.galactitol.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	28	2.0120688226287e-08	1.47431947658091e-07
GO.0009138.pyrimidine.nucleoside.diphosphate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	35	2.0120688226287e-08	1.47431947658091e-07
GO.0006278.RNA.dependent.DNA.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	94	2.0120688226287e-08	1.47431947658091e-07
GO.0008216.spermidine.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	54	2.0120688226287e-08	1.47431947658091e-07
GO.0019392.glucarate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	38	2.0120688226287e-08	1.47431947658091e-07
GO.0006405.RNA.export.from.nucleus	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	60	2.0120688226287e-08	1.47431947658091e-07
GO.0019354.siroheme.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0010124.phenylacetate.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	59	2.0120688226287e-08	1.47431947658091e-07
GO.0043102.amino.acid.salvage	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	56	2.0120688226287e-08	1.47431947658091e-07
GO.0046578.regulation.of.Ras.protein.signal.transduction	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	91	2.0120688226287e-08	1.47431947658091e-07
GO.0010907.positive.regulation.of.glucose.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	40	2.0120688226287e-08	1.47431947658091e-07
GO.0006842.tricarboxylic.acid.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	22	2.0120688226287e-08	1.47431947658091e-07
GO.1905789.positive.regulation.of.detection.of.mechanical.stimulus.involved.in.sensory.perception.of.touch	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	7	2.0120688226287e-08	1.47431947658091e-07
GO.1903432.regulation.of.TORC1.signaling	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	17	2.0120688226287e-08	1.47431947658091e-07
GO.0006476.protein.deacetylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0006065.UDP.glucuronate.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	8	2.0120688226287e-08	1.47431947658091e-07
GO.0006493.protein.O.linked.glycosylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	54	2.0120688226287e-08	1.47431947658091e-07
GO.0006750.glutathione.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0030473.nuclear.migration.along.microtubule	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	12	2.0120688226287e-08	1.47431947658091e-07
GO.0019395.fatty.acid.oxidation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	102	2.0120688226287e-08	1.47431947658091e-07
GO.0009133.nucleoside.diphosphate.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0070207.protein.homotrimerization	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	21	2.0120688226287e-08	1.47431947658091e-07
GO.0042318.penicillin.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	39	2.0120688226287e-08	1.47431947658091e-07
GO.0009817.defense.response.to.fungus..incompatible.interaction	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	49	2.0120688226287e-08	1.47431947658091e-07
GO.0032981.mitochondrial.respiratory.chain.complex.I.assembly	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	52	2.0120688226287e-08	1.47431947658091e-07
GO.0030832.regulation.of.actin.filament.length	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	60	2.0120688226287e-08	1.47431947658091e-07
GO.0019290.siderophore.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	49	2.0120688226287e-08	1.47431947658091e-07
GO.0019305.dTDP.rhamnose.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	51	2.0120688226287e-08	1.47431947658091e-07
GO.0070646.protein.modification.by.small.protein.removal	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	34	2.0120688226287e-08	1.47431947658091e-07
GO.0042939.tripeptide.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	47	2.0120688226287e-08	1.47431947658091e-07
GO.0035725.sodium.ion.transmembrane.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	53	2.0120688226287e-08	1.47431947658091e-07
GO.0015691.cadmium.ion.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	55	2.0120688226287e-08	1.47431947658091e-07
GO.0009162.deoxyribonucleoside.monophosphate.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	76	2.0120688226287e-08	1.47431947658091e-07
GO.0045981.positive.regulation.of.nucleotide.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	5	2.0120688226287e-08	1.47431947658091e-07
GO.0044659.viral.release.from.host.cell.by.cytolysis	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	19	2.0120688226287e-08	1.47431947658091e-07
GO.0035510.DNA.dealkylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	31	2.0120688226287e-08	1.47431947658091e-07
GO.0050667.homocysteine.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	66	2.0120688226287e-08	1.47431947658091e-07
GO.0006446.regulation.of.translational.initiation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	26	2.0120688226287e-08	1.47431947658091e-07
GO.0006655.phosphatidylglycerol.biosynthetic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	51	2.0120688226287e-08	1.47431947658091e-07
GO.0036046.protein.demalonylation	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	19	2.0120688226287e-08	1.47431947658091e-07
GO.0034661.ncRNA.catabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	47	2.0120688226287e-08	1.47431947658091e-07
GO.0006835.dicarboxylic.acid.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	76	2.0120688226287e-08	1.47431947658091e-07
GO.0006451.translational.readthrough	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	35	2.0120688226287e-08	1.47431947658091e-07
GO.0015838.amino.acid.betaine.transport	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	36	2.0120688226287e-08	1.47431947658091e-07
GO.0000183.rDNA.heterochromatin.assembly	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	2	2.0120688226287e-08	1.47431947658091e-07
GO.0031123.RNA.3.end.processing	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	58	2.0120688226287e-08	1.47431947658091e-07
GO.0018206.peptidyl.methionine.modification	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	12	2.0120688226287e-08	1.47431947658091e-07
GO.0097112.gamma.aminobutyric.acid.receptor.clustering	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	3	2.0120688226287e-08	1.47431947658091e-07
GO.0019285.glycine.betaine.biosynthetic.process.from.choline	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	31	2.0120688226287e-08	1.47431947658091e-07
GO.0032048.cardiolipin.metabolic.process	case	Community_acquired_pneumonia	2.52904550975459e+31	4.17074761310761e+30	141	46	2.0120688226287e-08	1.47431947658091e-07
