"namespace"	"depth"	"name"
"GO:0046274"	"biological_process"	" 6"	"lignin catabolic process"
"GO:0006098"	"biological_process"	" 6"	"pentose-phosphate shunt"
"GO:0006888"	"biological_process"	" 6"	"endoplasmic reticulum to Golgi vesicle-mediated transport"
"GO:0008016"	"biological_process"	" 6"	"regulation of heart contraction"
"GO:0009967"	"biological_process"	" 6"	"positive regulation of signal transduction"
"GO:0044257"	"biological_process"	" 6"	"cellular protein catabolic process"
"GO:0009834"	"biological_process"	" 6"	"plant-type secondary cell wall biogenesis"
"GO:0044873"	"biological_process"	" 6"	"lipoprotein localization to membrane"
"GO:0030316"	"biological_process"	" 6"	"osteoclast differentiation"
"GO:0015698"	"biological_process"	" 6"	"inorganic anion transport"
"GO:0043108"	"biological_process"	" 6"	"pilus retraction"
"GO:0030259"	"biological_process"	" 6"	"lipid glycosylation"
"GO:1901170"	"biological_process"	" 6"	"naphthalene catabolic process"
"GO:0036438"	"biological_process"	" 6"	"maintenance of lens transparency"
"GO:0009640"	"biological_process"	" 6"	"photomorphogenesis"
"GO:0034614"	"biological_process"	" 6"	"cellular response to reactive oxygen species"
"GO:0034204"	"biological_process"	" 6"	"lipid translocation"
"GO:0048190"	"biological_process"	" 6"	"wing disc dorsal/ventral pattern formation"
"GO:0002328"	"biological_process"	" 6"	"pro-B cell differentiation"
"GO:1905355"	"biological_process"	" 6"	"spine apparatus assembly"
"GO:0009926"	"biological_process"	" 6"	"auxin polar transport"
"GO:0071280"	"biological_process"	" 6"	"cellular response to copper ion"
"GO:1902531"	"biological_process"	" 6"	"regulation of intracellular signal transduction"
"GO:0008589"	"biological_process"	" 6"	"regulation of smoothened signaling pathway"
"GO:0060287"	"biological_process"	" 6"	"epithelial cilium movement involved in determination of left/right asymmetry"
"GO:0043153"	"biological_process"	" 6"	"entrainment of circadian clock by photoperiod"
"GO:0008053"	"biological_process"	" 6"	"mitochondrial fusion"
"GO:0099563"	"biological_process"	" 6"	"modification of synaptic structure"
"GO:0045198"	"biological_process"	" 6"	"establishment of epithelial cell apical/basal polarity"
"GO:0008654"	"biological_process"	" 6"	"phospholipid biosynthetic process"
"GO:0071218"	"biological_process"	" 6"	"cellular response to misfolded protein"
"GO:0051223"	"biological_process"	" 6"	"regulation of protein transport"
"GO:0032324"	"biological_process"	" 6"	"molybdopterin cofactor biosynthetic process"
"GO:1903825"	"biological_process"	" 6"	"organic acid transmembrane transport"
"GO:0032781"	"biological_process"	" 6"	"positive regulation of ATPase activity"
"GO:0120009"	"biological_process"	" 6"	"intermembrane lipid transfer"
"GO:0001403"	"biological_process"	" 6"	"invasive growth in response to glucose limitation"
"GO:0010024"	"biological_process"	" 6"	"phytochromobilin biosynthetic process"
"GO:0001952"	"biological_process"	" 6"	"regulation of cell-matrix adhesion"
"GO:0042255"	"biological_process"	" 6"	"ribosome assembly"
"GO:0034763"	"biological_process"	" 6"	"negative regulation of transmembrane transport"
"GO:0034484"	"biological_process"	" 6"	"raffinose catabolic process"
"GO:0007214"	"biological_process"	" 6"	"gamma-aminobutyric acid signaling pathway"
"GO:0045053"	"biological_process"	" 6"	"protein retention in Golgi apparatus"
"GO:0001755"	"biological_process"	" 6"	"neural crest cell migration"
"GO:0071291"	"biological_process"	" 6"	"cellular response to selenium ion"
"GO:0007229"	"biological_process"	" 6"	"integrin-mediated signaling pathway"
"GO:0050680"	"biological_process"	" 6"	"negative regulation of epithelial cell proliferation"
"GO:0002768"	"biological_process"	" 6"	"immune response-regulating cell surface receptor signaling pathway"
"GO:0007613"	"biological_process"	" 6"	"memory"
"GO:0036498"	"biological_process"	" 6"	"IRE1-mediated unfolded protein response"
"GO:0061371"	"biological_process"	" 6"	"determination of heart left/right asymmetry"
"GO:1905691"	"biological_process"	" 6"	"lipid droplet disassembly"
"GO:0097104"	"biological_process"	" 6"	"postsynaptic membrane assembly"
"GO:1901890"	"biological_process"	" 6"	"positive regulation of cell junction assembly"
"GO:0010811"	"biological_process"	" 6"	"positive regulation of cell-substrate adhesion"
"GO:0008333"	"biological_process"	" 6"	"endosome to lysosome transport"
"GO:0046449"	"biological_process"	" 6"	"creatinine metabolic process"
"GO:0033068"	"biological_process"	" 6"	"macrolide biosynthetic process"
"GO:0051580"	"biological_process"	" 6"	"regulation of neurotransmitter uptake"
"GO:0060028"	"biological_process"	" 6"	"convergent extension involved in axis elongation"
"GO:0002047"	"biological_process"	" 6"	"phenazine biosynthetic process"
"GO:0016139"	"biological_process"	" 6"	"glycoside catabolic process"
"GO:0031148"	"biological_process"	" 6"	"DIF-1 biosynthetic process"
"GO:0072498"	"biological_process"	" 6"	"embryonic skeletal joint development"
"GO:0030334"	"biological_process"	" 6"	"regulation of cell migration"
"GO:0042732"	"biological_process"	" 6"	"D-xylose metabolic process"
"GO:0002479"	"biological_process"	" 6"	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"
"GO:1904373"	"biological_process"	" 6"	"response to kainic acid"
"GO:0034251"	"biological_process"	" 6"	"regulation of cellular amide catabolic process"
"GO:0071356"	"biological_process"	" 6"	"cellular response to tumor necrosis factor"
"GO:0043030"	"biological_process"	" 6"	"regulation of macrophage activation"
"GO:0090084"	"biological_process"	" 6"	"negative regulation of inclusion body assembly"
"GO:0090071"	"biological_process"	" 6"	"negative regulation of ribosome biogenesis"
"GO:2000678"	"biological_process"	" 6"	"negative regulation of transcription regulatory region DNA binding"
"GO:0046813"	"biological_process"	" 6"	"receptor-mediated virion attachment to host cell"
"GO:0000303"	"biological_process"	" 6"	"response to superoxide"
"GO:0070584"	"biological_process"	" 6"	"mitochondrion morphogenesis"
"GO:0046154"	"biological_process"	" 6"	"rhodopsin metabolic process"
"GO:0098655"	"biological_process"	" 6"	"cation transmembrane transport"
"GO:0006576"	"biological_process"	" 6"	"cellular biogenic amine metabolic process"
"GO:0042174"	"biological_process"	" 6"	"negative regulation of sporulation resulting in formation of a cellular spore"
"GO:0006907"	"biological_process"	" 6"	"pinocytosis"
"GO:0043434"	"biological_process"	" 6"	"response to peptide hormone"
"GO:0046191"	"biological_process"	" 6"	"aerobic phenol-containing compound catabolic process"
"GO:0006749"	"biological_process"	" 6"	"glutathione metabolic process"
"GO:0097264"	"biological_process"	" 6"	"self proteolysis"
"GO:0032495"	"biological_process"	" 6"	"response to muramyl dipeptide"
"GO:0035162"	"biological_process"	" 6"	"embryonic hemopoiesis"
"GO:0022417"	"biological_process"	" 6"	"protein maturation by protein folding"
"GO:0051969"	"biological_process"	" 6"	"regulation of transmission of nerve impulse"
"GO:0019322"	"biological_process"	" 6"	"pentose biosynthetic process"
"GO:1905442"	"biological_process"	" 6"	"cellular response to chondroitin 4-sulfate
vacuolar sequestering of sodium ion
spinal cord oligodendrocyte cell differentiation
regulation of proanthocyanidin biosynthetic process
regulation of muscle adaptation
cellular response to biphenyl
nucleotide-sugar transmembrane transport
modulation by virus of host gene expression
regulation of nucleus organization
positive regulation of stem cell differentiation
intrinsic apoptotic signaling pathway
regulation of myeloid dendritic cell antigen processing and presentation
regulation of phospholipase activity
metanephric renal vesicle morphogenesis
regulation of vascular endothelial growth factor signaling pathway
gephyrin clustering involved in postsynaptic density assembly
regulation of cytoplasmic transport
cornified envelope assembly
envenomation resulting in negative regulation of voltage-gated potassium channel activity in other organism
somatostatin receptor signaling pathway
thiamine metabolic process
anterior/posterior pattern specification involved in pronephros development
autophagosome maturation
positive regulation of blood microparticle formation
lymphocyte aggregation
cellular amino acid metabolic process
RAM/MOR signaling pathway
trypanothione biosynthetic process
insulin catabolic process
negative regulation of lysozyme activity
regulation of somitomeric trunk muscle development
response to amphetamine
regulation of cell proliferation in midbrain
negative regulation of filamentous growth of a population of unicellular organisms
male meiosis cytokinesis
negative regulation of glycogen (starch) synthase activity
stress response to copper ion
apiose metabolic process
positive regulation of microfilament motor activity
regulation of cytolysis in other organism
closure of optic fissure
somatic embryogenesis
cellular response to food
trans-synaptic signaling by trans-synaptic complex
negative regulation of pteridine metabolic process
cap-independent translational initiation of circular RNA
actin filament reorganization
nitrate catabolic process
arabinose metabolic process
detection of mechanical stimulus involved in sensory perception of wind
regulation of attachment of spindle microtubules to kinetochore
modification by organism of cell wall of other organism involved in symbiotic interaction
endosome to melanosome transport
cortical cytoskeleton organization
response to serotonin
basidiospore formation
antigen transcytosis by M cells in mucosal-associated lymphoid tissue
regulation of auxin mediated signaling pathway
octanol metabolic process
cellular response to anisomycin
natural killer cell progenitor differentiation
cytolysis by symbiont of host cells
rostral hindbrain neuronal precursor cell proliferation
galactose-specific flocculation
estrogen metabolic process
midbrain dopaminergic neuron differentiation
spinal cord association neuron differentiation
violaceol II metabolic process
regulation of cellular response to oxidative stress
response to mitotic spindle checkpoint signaling
beta-catenin-TCF complex assembly
cellular response to cytokinin stimulus
regulation of protein localization to centrosome
cellular response to formaldehyde
colon smooth muscle contraction
cellular response to lithium ion
spermatid nucleus elongation
positive regulation of response to extracellular stimulus
smooth muscle cell apoptotic process
epiboly
negative regulation of complement-dependent cytotoxicity
sulfathiazole transmembrane transport
positive regulation of cell motility
positive regulation of adherens junction organization
cerebellar stellate cell differentiation
positive regulation by host of symbiont type IV pilus-dependent motility
gut granule assembly
deoxyribose phosphate biosynthetic process
sulphoglycolysis
regulation of oogonium development
mannoprotein metabolic process
mast cell apoptotic process
nephron tubule formation
cranial ganglion maturation
regulation of lymphocyte mediated immunity
trochlear nerve maturation
carboxylic acid catabolic process
isoprenoid catabolic process
regulation of embryonic pattern specification
thiamine diphosphate catabolic process
regulation of carbohydrate biosynthetic process
regulation of dehydroaustinol biosynthetic process
fumagillin metabolic process
thermoception
regulation of white fat cell proliferation
archaeal-type flagellum-dependent cell motility
interleukin-19 production
negative regulation of L-dopa decarboxylase activity
granaticin catabolic process
benzene catabolic process
response to low light intensity stimulus
regulation of lymphocyte activation
cellular response to interferon-beta
defense response to insect
positive regulation of C-C chemokine binding
regulation of endocardial cushion cell differentiation
polynucleotide 5 dephosphorylation"
"GO:0048385"	"biological_process"	" 6"	"regulation of retinoic acid receptor signaling pathway"
"GO:0006665"	"biological_process"	" 6"	"sphingolipid metabolic process"
"GO:0015774"	"biological_process"	" 6"	"polysaccharide transport"
"GO:0032780"	"biological_process"	" 6"	"negative regulation of ATPase activity"
"GO:0000266"	"biological_process"	" 6"	"mitochondrial fission"
"GO:0002072"	"biological_process"	" 6"	"optic cup morphogenesis involved in camera-type eye development"
"GO:0007000"	"biological_process"	" 6"	"nucleolus organization"
"GO:0009584"	"biological_process"	" 6"	"detection of visible light"
"GO:0009297"	"biological_process"	" 6"	"pilus assembly"
"GO:0061692"	"biological_process"	" 6"	"cellular detoxification of hydrogen peroxide"
"GO:0002087"	"biological_process"	" 6"	"regulation of respiratory gaseous exchange by nervous system process"
"GO:0007601"	"biological_process"	" 6"	"visual perception"
"GO:0007264"	"biological_process"	" 6"	"small GTPase mediated signal transduction"
"GO:0009060"	"biological_process"	" 6"	"aerobic respiration"
"GO:0042220"	"biological_process"	" 6"	"response to cocaine"
"GO:0008653"	"biological_process"	" 6"	"lipopolysaccharide metabolic process"
"GO:0014902"	"biological_process"	" 6"	"myotube differentiation"
"GO:0043572"	"biological_process"	" 6"	"plastid fission"
"GO:0032570"	"biological_process"	" 6"	"response to progesterone"
"GO:2000772"	"biological_process"	" 6"	"regulation of cellular senescence"
"GO:0071875"	"biological_process"	" 6"	"adrenergic receptor signaling pathway"
"GO:0040019"	"biological_process"	" 6"	"positive regulation of embryonic development"
"GO:0044109"	"biological_process"	" 6"	"cellular alcohol catabolic process"
"GO:0009734"	"biological_process"	" 6"	"auxin-activated signaling pathway"
"GO:2000028"	"biological_process"	" 6"	"regulation of photoperiodism, flowering"
"GO:0043419"	"biological_process"	" 6"	"urea catabolic process"
"GO:0045792"	"biological_process"	" 6"	"negative regulation of cell size"
"GO:0009693"	"biological_process"	" 6"	"ethylene biosynthetic process"
"GO:0048662"	"biological_process"	" 6"	"negative regulation of smooth muscle cell proliferation"
"GO:0043201"	"biological_process"	" 6"	"response to leucine"
"GO:0099139"	"biological_process"	" 6"	"cheating during chimeric sorocarp development"
"GO:0040015"	"biological_process"	" 6"	"negative regulation of multicellular organism growth"
"GO:0046834"	"biological_process"	" 6"	"lipid phosphorylation"
"GO:0010669"	"biological_process"	" 6"	"epithelial structure maintenance"
"GO:0030317"	"biological_process"	" 6"	"flagellated sperm motility"
"GO:0071289"	"biological_process"	" 6"	"cellular response to nickel ion"
"GO:0071907"	"biological_process"	" 6"	"determination of digestive tract left/right asymmetry"
"GO:0009609"	"biological_process"	" 6"	"response to symbiotic bacterium"
"GO:0007205"	"biological_process"	" 6"	"protein kinase C-activating G protein-coupled receptor signaling pathway"
"GO:0010959"	"biological_process"	" 6"	"regulation of metal ion transport"
"GO:1990830"	"biological_process"	" 6"	"cellular response to leukemia inhibitory factor"
"GO:0071287"	"biological_process"	" 6"	"cellular response to manganese ion"
"GO:0045762"	"biological_process"	" 6"	"positive regulation of adenylate cyclase activity"
"GO:0046835"	"biological_process"	" 6"	"carbohydrate phosphorylation"
"GO:0035220"	"biological_process"	" 6"	"wing disc development"
"GO:0071292"	"biological_process"	" 6"	"cellular response to silver ion"
"GO:0032923"	"biological_process"	" 6"	"organic phosphonate biosynthetic process"
"GO:0032410"	"biological_process"	" 6"	"negative regulation of transporter activity"
"GO:0050764"	"biological_process"	" 6"	"regulation of phagocytosis"
"GO:1990170"	"biological_process"	" 6"	"stress response to cadmium ion"
"GO:0034067"	"biological_process"	" 6"	"protein localization to Golgi apparatus"
"GO:0016485"	"biological_process"	" 6"	"protein processing"
"GO:0035975"	"biological_process"	" 6"	"carbamoyl phosphate catabolic process"
"GO:0009051"	"biological_process"	" 6"	"pentose-phosphate shunt, oxidative branch"
"GO:0001700"	"biological_process"	" 6"	"embryonic development via the syncytial blastoderm"
"GO:0007050"	"biological_process"	" 6"	"cell cycle arrest"
"GO:0032509"	"biological_process"	" 6"	"endosome transport via multivesicular body sorting pathway"
"GO:0042817"	"biological_process"	" 6"	"pyridoxal metabolic process"
"GO:0009908"	"biological_process"	" 6"	"flower development"
"GO:0097068"	"biological_process"	" 6"	"response to thyroxine"
"GO:0050921"	"biological_process"	" 6"	"positive regulation of chemotaxis"
"GO:0060491"	"biological_process"	" 6"	"regulation of cell projection assembly"
"GO:0006024"	"biological_process"	" 6"	"glycosaminoglycan biosynthetic process"
"GO:1902884"	"biological_process"	" 6"	"positive regulation of response to oxidative stress"
"GO:0060177"	"biological_process"	" 6"	"regulation of angiotensin metabolic process"
"GO:0030217"	"biological_process"	" 6"	"T cell differentiation"
"GO:0015840"	"biological_process"	" 6"	"urea transport"
"GO:0009658"	"biological_process"	" 6"	"chloroplast organization"
"GO:0048747"	"biological_process"	" 6"	"muscle fiber development"
"GO:0099614"	"biological_process"	" 6"	"protein localization to spore cell wall"
"GO:0042147"	"biological_process"	" 6"	"retrograde transport, endosome to Golgi"
"GO:0034728"	"biological_process"	" 6"	"nucleosome organization"
"GO:0044097"	"biological_process"	" 6"	"secretion by the type IV secretion system"
"GO:0007608"	"biological_process"	" 6"	"sensory perception of smell"
"GO:0031641"	"biological_process"	" 6"	"regulation of myelination"
"GO:0007473"	"biological_process"	" 6"	"wing disc proximal/distal pattern formation"
"GO:0035115"	"biological_process"	" 6"	"embryonic forelimb morphogenesis"
"GO:0080114"	"biological_process"	" 6"	"positive regulation of glycine hydroxymethyltransferase activity"
"GO:0006119"	"biological_process"	" 6"	"oxidative phosphorylation"
"GO:0006414"	"biological_process"	" 6"	"translational elongation"
"GO:0060539"	"biological_process"	" 6"	"diaphragm development"
"GO:0048527"	"biological_process"	" 6"	"lateral root development"
"GO:0016226"	"biological_process"	" 6"	"iron-sulfur cluster assembly"
"GO:0009244"	"biological_process"	" 6"	"lipopolysaccharide core region biosynthetic process"
"GO:0060919"	"biological_process"	" 6"	"auxin influx"
"GO:0021884"	"biological_process"	" 6"	"forebrain neuron development"
"GO:0036170"	"biological_process"	" 6"	"filamentous growth of a population of unicellular organisms in response to starvation"
"GO:0001754"	"biological_process"	" 6"	"eye photoreceptor cell differentiation"
"GO:0097191"	"biological_process"	" 6"	"extrinsic apoptotic signaling pathway"
"GO:0071560"	"biological_process"	" 6"	"cellular response to transforming growth factor beta stimulus"
"GO:0071224"	"biological_process"	" 6"	"cellular response to peptidoglycan"
"GO:0090609"	"biological_process"	" 6"	"single-species submerged biofilm formation"
"GO:0010224"	"biological_process"	" 6"	"response to UV-B"
"GO:0034765"	"biological_process"	" 6"	"regulation of ion transmembrane transport"
"GO:0006013"	"biological_process"	" 6"	"mannose metabolic process"
"GO:0045930"	"biological_process"	" 6"	"negative regulation of mitotic cell cycle"
"GO:0042593"	"biological_process"	" 6"	"glucose homeostasis"
"GO:0007219"	"biological_process"	" 6"	"Notch signaling pathway"
"GO:0009773"	"biological_process"	" 6"	"photosynthetic electron transport in photosystem I"
"GO:0035545"	"biological_process"	" 6"	"determination of left/right asymmetry in nervous system"
"GO:2001059"	"biological_process"	" 6"	"D-tagatose 6-phosphate catabolic process"
"GO:0001878"	"biological_process"	" 6"	"response to yeast"
"GO:0071415"	"biological_process"	" 6"	"cellular response to purine-containing compound"
"GO:1901215"	"biological_process"	" 6"	"negative regulation of neuron death"
"GO:0043171"	"biological_process"	" 6"	"peptide catabolic process"
"GO:0043567"	"biological_process"	" 6"	"regulation of insulin-like growth factor receptor signaling pathway"
"GO:0030036"	"biological_process"	" 6"	"actin cytoskeleton organization"
"GO:0002759"	"biological_process"	" 6"	"regulation of antimicrobial humoral response"
"GO:0090305"	"biological_process"	" 6"	"nucleic acid phosphodiester bond hydrolysis"
"GO:0071276"	"biological_process"	" 6"	"cellular response to cadmium ion"
"GO:1902904"	"biological_process"	" 6"	"negative regulation of supramolecular fiber organization"
"GO:0032388"	"biological_process"	" 6"	"positive regulation of intracellular transport"
"GO:0010265"	"biological_process"	" 6"	"SCF complex assembly"
"GO:0009772"	"biological_process"	" 6"	"photosynthetic electron transport in photosystem II"
"GO:0003352"	"biological_process"	" 6"	"regulation of cilium movement"
"GO:0043011"	"biological_process"	" 6"	"myeloid dendritic cell differentiation"
"GO:0045931"	"biological_process"	" 6"	"positive regulation of mitotic cell cycle"
"GO:0009650"	"biological_process"	" 6"	"UV protection"
"GO:0019932"	"biological_process"	" 6"	"second-messenger-mediated signaling"
"GO:0034063"	"biological_process"	" 6"	"stress granule assembly"
"GO:0019253"	"biological_process"	" 6"	"reductive pentose-phosphate cycle"
"GO:0061037"	"biological_process"	" 6"	"negative regulation of cartilage development"
"GO:0006012"	"biological_process"	" 6"	"galactose metabolic process"
"GO:0042371"	"biological_process"	" 6"	"vitamin K biosynthetic process"
"GO:1902033"	"biological_process"	" 6"	"regulation of hematopoietic stem cell proliferation"
"GO:0090128"	"biological_process"	" 6"	"regulation of synapse maturation"
"GO:0031098"	"biological_process"	" 6"	"stress-activated protein kinase signaling cascade"
"GO:2000679"	"biological_process"	" 6"	"positive regulation of transcription regulatory region DNA binding"
"GO:0008593"	"biological_process"	" 6"	"regulation of Notch signaling pathway"
"GO:0032456"	"biological_process"	" 6"	"endocytic recycling"
"GO:0046140"	"biological_process"	" 6"	"corrin biosynthetic process"
"GO:1903413"	"biological_process"	" 6"	"cellular response to bile acid"
"GO:0006753"	"biological_process"	" 6"	"nucleoside phosphate metabolic process"
"GO:0006933"	"biological_process"	" 6"	"negative regulation of cell adhesion involved in substrate-bound cell migration"
"GO:0031333"	"biological_process"	" 6"	"negative regulation of protein-containing complex assembly"
"GO:1901367"	"biological_process"	" 6"	"response to L-cysteine"
"GO:0046166"	"biological_process"	" 6"	"glyceraldehyde-3-phosphate biosynthetic process"
"GO:0050880"	"biological_process"	" 6"	"regulation of blood vessel diameter"
"GO:0046956"	"biological_process"	" 6"	"positive phototaxis"
"GO:0090073"	"biological_process"	" 6"	"positive regulation of protein homodimerization activity"
"GO:0006120"	"biological_process"	" 6"	"mitochondrial electron transport, NADH to ubiquinone"
"GO:0007519"	"biological_process"	" 6"	"skeletal muscle tissue development"
"GO:0009862"	"biological_process"	" 6"	"systemic acquired resistance, salicylic acid mediated signaling pathway"
"GO:0030947"	"biological_process"	" 6"	"regulation of vascular endothelial growth factor receptor signaling pathway"
"GO:0019852"	"biological_process"	" 6"	"L-ascorbic acid metabolic process"
"GO:0035075"	"biological_process"	" 6"	"response to ecdysone"
"GO:1905440"	"biological_process"	" 6"	"cellular response to chondroitin 6-sulfate
negative regulation of protein localization to cell-cell junction
regulation of Malpighian tubule diameter
late nucleophagy
purine-containing compound salvage
regulation of G protein-coupled receptor signaling pathway
cellular response to acidic pH
detection of lipoteichoic acid
interleukin-17 production
regulation of sensory perception
positive regulation of GTPase activity
regulation of reproductive fruiting body development
flavonol biosynthetic process
response to 3,3,5-triiodo-L-thyronine"
"GO:0009225"	"biological_process"	" 6"	"nucleotide-sugar metabolic process"
"GO:0006581"	"biological_process"	" 6"	"acetylcholine catabolic process"
"GO:0021879"	"biological_process"	" 6"	"forebrain neuron differentiation"
"GO:0006067"	"biological_process"	" 6"	"ethanol metabolic process"
"GO:0019221"	"biological_process"	" 6"	"cytokine-mediated signaling pathway"
"GO:0043464"	"biological_process"	" 6"	"malolactic fermentation"
"GO:0035116"	"biological_process"	" 6"	"embryonic hindlimb morphogenesis"
"GO:0045017"	"biological_process"	" 6"	"glycerolipid biosynthetic process"
"GO:0035590"	"biological_process"	" 6"	"purinergic nucleotide receptor signaling pathway"
"GO:0042128"	"biological_process"	" 6"	"nitrate assimilation"
"GO:0046503"	"biological_process"	" 6"	"glycerolipid catabolic process"
"GO:0045599"	"biological_process"	" 6"	"negative regulation of fat cell differentiation"
"GO:0043401"	"biological_process"	" 6"	"steroid hormone mediated signaling pathway"
"GO:0071347"	"biological_process"	" 6"	"cellular response to interleukin-1"
"GO:0060547"	"biological_process"	" 6"	"negative regulation of necrotic cell death"
"GO:1902047"	"biological_process"	" 6"	"polyamine transmembrane transport"
"GO:0009738"	"biological_process"	" 6"	"abscisic acid-activated signaling pathway"
"GO:0045461"	"biological_process"	" 6"	"sterigmatocystin biosynthetic process"
"GO:0035329"	"biological_process"	" 6"	"hippo signaling"
"GO:0048384"	"biological_process"	" 6"	"retinoic acid receptor signaling pathway"
"GO:0010041"	"biological_process"	" 6"	"response to iron(III) ion"
"GO:0031144"	"biological_process"	" 6"	"proteasome localization"
"GO:0048738"	"biological_process"	" 6"	"cardiac muscle tissue development"
"GO:0007043"	"biological_process"	" 6"	"cell-cell junction assembly"
"GO:0010196"	"biological_process"	" 6"	"nonphotochemical quenching"
"GO:0006999"	"biological_process"	" 6"	"nuclear pore organization"
"GO:0009061"	"biological_process"	" 6"	"anaerobic respiration"
"GO:0032790"	"biological_process"	" 6"	"ribosome disassembly"
"GO:0022029"	"biological_process"	" 6"	"telencephalon cell migration"
"GO:0044780"	"biological_process"	" 6"	"bacterial-type flagellum assembly"
"GO:0031663"	"biological_process"	" 6"	"lipopolysaccharide-mediated signaling pathway"
"GO:0045088"	"biological_process"	" 6"	"regulation of innate immune response"
"GO:0036245"	"biological_process"	" 6"	"cellular response to menadione"
"GO:0006890"	"biological_process"	" 6"	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
"GO:0046890"	"biological_process"	" 6"	"regulation of lipid biosynthetic process"
"GO:0071398"	"biological_process"	" 6"	"cellular response to fatty acid"
"GO:0008614"	"biological_process"	" 6"	"pyridoxine metabolic process"
"GO:0019700"	"biological_process"	" 6"	"organic phosphonate catabolic process"
"GO:1990641"	"biological_process"	" 6"	"response to iron ion starvation"
"GO:0030307"	"biological_process"	" 6"	"positive regulation of cell growth"
"GO:0075509"	"biological_process"	" 6"	"endocytosis involved in viral entry into host cell"
"GO:0008637"	"biological_process"	" 6"	"apoptotic mitochondrial changes"
"GO:0051603"	"biological_process"	" 6"	"proteolysis involved in cellular protein catabolic process"
"GO:0048915"	"biological_process"	" 6"	"posterior lateral line system development"
"GO:0007528"	"biological_process"	" 6"	"neuromuscular junction development"
"GO:0007006"	"biological_process"	" 6"	"mitochondrial membrane organization"
"GO:0071249"	"biological_process"	" 6"	"cellular response to nitrate"
"GO:0060585"	"biological_process"	" 6"	"positive regulation of prostaglandin-endoperoxide synthase activity"
"GO:0042462"	"biological_process"	" 6"	"eye photoreceptor cell development"
"GO:0015806"	"biological_process"	" 6"	"S-methylmethionine transport"
"GO:0031670"	"biological_process"	" 6"	"cellular response to nutrient"
"GO:0046174"	"biological_process"	" 6"	"polyol catabolic process"
"GO:0007416"	"biological_process"	" 6"	"synapse assembly"
"GO:0071300"	"biological_process"	" 6"	"cellular response to retinoic acid"
"GO:0006798"	"biological_process"	" 6"	"polyphosphate catabolic process"
"GO:0031929"	"biological_process"	" 6"	"TOR signaling"
"GO:0015672"	"biological_process"	" 6"	"monovalent inorganic cation transport"
"GO:0071526"	"biological_process"	" 6"	"semaphorin-plexin signaling pathway"
"GO:0006516"	"biological_process"	" 6"	"glycoprotein catabolic process"
"GO:0045104"	"biological_process"	" 6"	"intermediate filament cytoskeleton organization"
"GO:0008299"	"biological_process"	" 6"	"isoprenoid biosynthetic process"
"GO:0050909"	"biological_process"	" 6"	"sensory perception of taste"
"GO:0045488"	"biological_process"	" 6"	"pectin metabolic process"
"GO:0051259"	"biological_process"	" 6"	"protein complex oligomerization"
"GO:0010383"	"biological_process"	" 6"	"cell wall polysaccharide metabolic process"
"GO:0043277"	"biological_process"	" 6"	"apoptotic cell clearance"
"GO:0048017"	"biological_process"	" 6"	"inositol lipid-mediated signaling"
"GO:0007602"	"biological_process"	" 6"	"phototransduction"
"GO:0019720"	"biological_process"	" 6"	"Mo-molybdopterin cofactor metabolic process"
"GO:0006953"	"biological_process"	" 6"	"acute-phase response"
"GO:1903707"	"biological_process"	" 6"	"negative regulation of hemopoiesis"
"GO:0015949"	"biological_process"	" 6"	"nucleobase-containing small molecule interconversion"
"GO:0071369"	"biological_process"	" 6"	"cellular response to ethylene stimulus"
"GO:0042372"	"biological_process"	" 6"	"phylloquinone biosynthetic process"
"GO:0050767"	"biological_process"	" 6"	"regulation of neurogenesis"
"GO:0043009"	"biological_process"	" 6"	"chordate embryonic development"
"GO:0045913"	"biological_process"	" 6"	"positive regulation of carbohydrate metabolic process"
"GO:0043113"	"biological_process"	" 6"	"receptor clustering"
"GO:0090352"	"biological_process"	" 6"	"regulation of nitrate assimilation"
"GO:0042207"	"biological_process"	" 6"	"styrene catabolic process"
"GO:0071474"	"biological_process"	" 6"	"cellular hyperosmotic response"
"GO:0045570"	"biological_process"	" 6"	"regulation of imaginal disc growth"
"GO:0097352"	"biological_process"	" 6"	"autophagosome maturation"
"GO:0031175"	"biological_process"	" 6"	"neuron projection development"
"GO:0089705"	"biological_process"	" 6"	"protein localization to outer membrane"
"GO:0046386"	"biological_process"	" 6"	"deoxyribose phosphate catabolic process"
"GO:0051247"	"biological_process"	" 6"	"positive regulation of protein metabolic process"
"GO:0043068"	"biological_process"	" 6"	"positive regulation of programmed cell death"
"GO:0046839"	"biological_process"	" 6"	"phospholipid dephosphorylation"
"GO:0048825"	"biological_process"	" 6"	"cotyledon development"
"GO:0016045"	"biological_process"	" 6"	"detection of bacterium"
"GO:0071934"	"biological_process"	" 6"	"thiamine transmembrane transport"
"GO:2001061"	"biological_process"	" 6"	"D-glycero-D-manno-heptose 7-phosphate biosynthetic process"
"GO:0046390"	"biological_process"	" 6"	"ribose phosphate biosynthetic process"
"GO:0010310"	"biological_process"	" 6"	"regulation of hydrogen peroxide metabolic process"
"GO:0043470"	"biological_process"	" 6"	"regulation of carbohydrate catabolic process"
"GO:0006887"	"biological_process"	" 6"	"exocytosis"
"GO:0022617"	"biological_process"	" 6"	"extracellular matrix disassembly"
