name	dmm1	dmm2	dmm3	dmm4
oxidative demethylation	0.003581617	0.001631532	0.000688892	0.132440499
response to hydrostatic pressure	0.010876031	0.001631521	0.021987794	0.139796492
aggregation of unicellular organisms	0.031164921	0.001629618	0.149215785	0.041144945
ribosomal large subunit biogenesis	0.197205926	0.054202815	0.133800182	0.181839577
intestinal stem cell homeostasis	0.000322141	0.111579084	0.007468915	0.116760783
seed trichome elongation	0.000322141	0.001630431	0.01451105	0.131972995
bone development	0.003560713	0.130632194	0.007485815	0.003337891
stachyose metabolic process	0.003549807	0.001631553	0.000688892	0.127176439
negative regulation of cellular component movement	0.000322141	0.001631529	0.007443739	0.127176439
ether lipid metabolic process	0.000322141	0.001631506	0.000688892	0.124809875
blood coagulation	0.000322141	0.129878689	0.007508769	0.078259209
animal organ morphogenesis	0.003558794	0.075217573	0.00756539	0.132774649
pollen development	0.003553625	0.01862715	0.022037442	0.136183046
primary root development	0.00356236	0.001630892	0.014708887	0.127935523
regulation of GTPase activity	0.01018478	0.001631529	0.028938377	0.1330496
amine catabolic process	0.013808856	0.001619211	0.036979648	0.13509766
response to arsenite ion	0.000322141	0.129878689	0.007468915	0.039253474
axon extension	0.000322141	0.00163157	0.000688892	0.119430883
dorsal/ventral pattern formation	0.006783553	0.001629984	0.007443739	0.121611222
cell wall macromolecule metabolic process	0.006625438	0.001630494	0.040947355	0.127419688
meiotic cell cycle	0.006772652	0.00163134	0.000688892	0.118693854
anther wall tapetum development	0.003553625	0.001630855	0.014663821	0.121425866
pollen tube development	0.000328856	0.018233674	0.01474896	0.124460925
erythrocyte differentiation	0.003553627	0.111579083	0.037566561	0.121148407
retina layer formation	0.000322141	0.11403101	0.000688892	0.003337891
dorsal motor nucleus of vagus nerve development	0.000322141	0.11403101	0.000688892	0.003337891
plasma membrane organization	0.000322141	0.001631588	0.021945108	0.118693854
cold acclimation	0.000322141	0.035384	0.007498547	0.122135257
head involution	0.000344744	0.055465883	0.007468915	0.121425866
cellular response to cytokine stimulus	0.000323345	0.001631006	0.014491963	0.115384026
regulation of stem cell division	0.000322141	0.114031011	0.007443739	0.003337891
glyceraldehyde-3-phosphate metabolic process	0.000322141	0.111886728	0.000688892	0.003337891
adrenal gland development	0.035816849	0.001620381	0.051639163	0.131841161
neuron development	0.006815399	0.001629928	0.045036808	0.119430883
animal organ regeneration	0.000322141	0.110933832	0.007498547	0.003337891
germ cell migration	0.003601121	0.018233674	0.000688892	0.11341199
thymus development	0.003545039	0.001631117	0.021956267	0.113466487
oogenesis	0.016936639	0.137170533	0.037140663	0.074399676
endocytosis	0.013445017	0.035383961	0.021775696	0.126862285
regulation of beta-lactamase activity	0.000322141	0.001631032	0.000688892	0.105083356
open tracheal system development	0.010116067	0.055465913	0.021517461	0.125430421
neuron apoptotic process	0.000328897	0.112471663	0.021584516	0.079681845
regulation of ethanol catabolic process	0.000322141	0.001631041	0.000688892	0.103881077
regulation of single-species biofilm formation on inanimate substrate	0.000322141	0.001631361	0.007535112	0.104740676
secondary metabolite biosynthetic process	0.000322141	0.001631204	0.014487155	0.10590991
nervous system process	0.060047346	0.001627237	0.036990282	0.121071711
positive regulation of oxidoreductase activity	0.000322141	0.001631018	0.000688892	0.100945026
cyanide biosynthetic process	0.000322141	0.001631018	0.000688892	0.100707017
cellular response to decreased oxygen levels	0.000322141	0.001631018	0.000688892	0.100707017
vagus nerve development	0.010228361	0.114031037	0.007443739	0.038463515
culmination involved in sorocarp development	0.000322141	0.091543697	0.007485815	0.079659721
positive regulation of ligase activity	0.000322141	0.00163101	0.000688892	0.095866863
axon guidance	0.240750708	0.150249329	0.19929309	0.250897813
regulation of hemocyte proliferation	0.000322141	0.091926762	0.007443739	0.003337891
male gonad development	0.000322141	0.091397521	0.000688892	0.037815939
cellular response to electrical stimulus	0.01009799	0.090627155	0.007442044	0.003143119
response to ischemia	0.000322141	0.091398128	0.007508769	0.039532842
epidermis development	0.000322141	0.00163072	0.007468915	0.085033586
response to cation stress	0.000344631	0.00163031	0.039564477	0.087091961
actin filament-based process	0.013757402	0.001631296	0.007468915	0.08870259
nuclear retention of pre-mRNA at the site of transcription	0.013757402	0.001631296	0.007468915	0.08870259
dormancy process	0.000322141	0.001630893	0.007583857	0.084102772
nucleobase transport	0.0035774	0.001630155	0.000688892	0.08292322
fruit development	0.000322141	0.001627474	0.000688892	0.08091954
positive regulation of multicellular organism growth	0.000322141	0.001630177	0.000688892	0.080838714
coagulation	0.000322141	0.001629881	0.000688892	0.080825055
sorocarp development	0.003544099	0.001631114	0.007608328	0.082142832
NADH oxidation	0.000322141	0.018233675	0.046859843	0.088929689
cell wall biogenesis	0.000322141	0.001629344	0.00751731	0.079035656
symbiotic process benefiting host	0.003544099	0.001630259	0.01458235	0.081708306
viral tropism switching	0.000322141	0.001630432	0.014360691	0.079931464
seed trichome initiation	0.000322141	0.00162761	0.01451105	0.079681845
regulation of reactive oxygen species metabolic process	0.000322141	0.001631524	0.014409607	0.078844248
sexual reproduction	0.00356236	0.001630433	0.021990211	0.080416218
double fertilization forming a zygote and endosperm	0.000328846	0.001628589	0.022055063	0.078671181
negative chemotaxis	0.000344613	0.001630384	0.036020469	0.077784726
glycosaminoglycan metabolic process	0.006796333	0.001631588	0.021644741	0.081031473
regulation of mitotic cell cycle	0.003560713	0.001630005	0.028624132	0.07961468
sulfur compound transport	0.007306141	0.001630465	0.022683491	0.080838714
regulation of circadian rhythm	0.006820519	0.001631069	0.045548681	0.078610086
trigeminal motor nucleus development	0.010228361	0.001628825	0.007443739	0.076975027
wound healing	0.000328852	0.018233675	0.01451105	0.079659721
myeloid cell differentiation	0.003556495	0.018233687	0.007508769	0.078259209
regulation of mitochondrial membrane potential	0.000322141	0.053038042	0.014409607	0.075643889
limb development	0.003549807	0.001630868	0.014312115	0.074356395
regulation of cell population proliferation	0.010056109	0.001631289	0.028732105	0.077016809
righting reflex	0.000322141	0.018384617	0.014360697	0.075643889
skin development	0.006912548	0.018679685	0.01468339	0.076536769
cell gliding	0.000322141	0.001628751	0.065413536	0.040840038
ATP-dependent chromatin remodeling	0.027229285	0.018233708	0.029277579	0.081107128
cellular amide catabolic process	0.000344736	0.001631541	0.053636232	0.045940967
positive regulation of mitochondrial membrane potential	0.00677267	0.072416424	0.029175832	0.039253474
positive regulation of protein binding	0.000322141	0.05348251	0.007468915	0.040154962
blood vessel remodeling	0.000322141	0.053482193	0.007468915	0.038910393
response to inorganic substance	0.000322141	0.053482486	0.007485815	0.003337891
hematopoietic stem cell differentiation	0.000328836	0.053482487	0.0146633	0.003337891
positive regulation of catabolic process	0.000322141	0.001629135	0.000688892	0.048594
locomotory behavior	0.000328856	0.053038025	0.014417956	0.038910393
CAAX-box protein maturation	0.000322141	0.001628939	0.000688892	0.046522182
cell aggregation	0.000322141	0.001628748	0.000688892	0.044790335
gene expression	0.000322141	0.001628958	0.007443739	0.045511966
ketone catabolic process	0.000344631	0.001627794	0.031840157	0.040948073
monosaccharide catabolic process	0.000344631	0.001627796	0.031840157	0.040840038
somatotropin secreting cell differentiation	0.000322141	0.001628559	0.000688892	0.040840038
visceral serous pericardium development	0.035816849	0.001622038	0.043660166	0.04290078
pronephric glomerulus development	0.035816849	0.001622038	0.043660166	0.04290078
cellular modified amino acid catabolic process	0.000322141	0.00162882	0.021821415	0.041883869
cyanide metabolic process	0.000344736	0.001631563	0.028733045	0.038463514
regulation of cell size	0.006891105	0.001628532	0.000688892	0.040948073
phagocytosis	0.000328851	0.001626575	0.029231176	0.037815939
vesicle organization	0.000322141	0.001628639	0.007468915	0.040724351
viral procapsid maturation	0.013852013	0.001629957	0.038323115	0.040154962
positive regulation of lyase activity	0.000322141	0.00162817	0.007508802	0.040317368
cytoplasmic translational initiation	0.000322141	0.001628834	0.014442476	0.040154962
cilium movement	0.000322141	0.001631558	0.021554645	0.039253474
entry into host	0.000322141	0.00162871	0.007603944	0.039532842
rhythmic behavior	0.003569145	0.001627865	0.029915237	0.037815939
circadian behavior	0.003569145	0.001627865	0.029915237	0.037815939
behavioral response to cocaine	0.003569145	0.001627865	0.029915237	0.037815939
age-dependent response to oxidative stress	0.003569145	0.001627865	0.029915237	0.037815939
eclosion rhythm	0.003569145	0.001627865	0.029915237	0.037815939
copulation	0.003569145	0.001627865	0.029915237	0.037815939
regulation of locomotor rhythm	0.003569145	0.001627865	0.029915237	0.037815939
"regulation of circadian sleep/wake cycle, sleep"	0.003569145	0.001627865	0.029915237	0.037815939
filamentous growth	0.000344717	0.001629126	0.02180291	0.038910393
cell-substrate adhesion	0.000322141	0.001628681	0.014755975	0.039532842
heterocyst differentiation	0.003560713	0.001628835	0.007443739	0.039973853
central nervous system development	0.003560713	0.001628828	0.007468915	0.039973853
mitotic cytokinesis	0.000322141	0.001631585	0.022501171	0.037815939
renal tubular secretion	0.003601121	0.001629052	0.000688892	0.037815939
cellular detoxification	0.003604017	0.001631574	0.000688892	0.037815939
cartilage development	0.003560713	0.001628844	0.00751731	0.039768997
plant ovule development	0.000322141	0.001629033	0.007524648	0.038463515
protein localization to cell surface	0.000322141	0.001628881	0.022046909	0.037815939
establishment or maintenance of epithelial cell apical/basal polarity	0.003544099	0.001629124	0.014360697	0.04046481
response to molecule of bacterial origin	0.00356624	0.001631535	0.007468915	0.039532842
macrophage activation	0.000322141	0.001629104	0.014680283	0.038463515
neural tube closure	0.000322141	0.001629141	0.01443772	0.038463515
response to nitric oxide	0.000322141	0.001631581	0.007531081	0.037815939
artery morphogenesis	0.000322141	0.001631584	0.007558679	0.037815939
developmental pigmentation	0.000322141	0.001628726	0.007629954	0.037815939
cellular protein metabolic process	0.000322141	0.035384323	0.021705829	0.039253474
maintenance of viral latency	0.006926823	0.001627826	0.000688892	0.037815939
pigmentation	0.003549807	0.001631329	0.014311561	0.03965455
cellular carbohydrate catabolic process	0.000322141	0.001628414	0.015231497	0.037815939
leukocyte migration	0.000322141	0.001628806	0.014615839	0.037815939
filamentous growth of a population of unicellular organisms in response to biotic stimulus	0.000344717	0.001629222	0.014503787	0.037815939
G2/M transition of mitotic cell cycle	0.010144447	0.001627471	0.000688892	0.037815939
regulation of embryonic development	0.00354885	0.001628159	0.02132772	0.038463515
growth of symbiont in host	0.003549807	0.001628763	0.014360141	0.038580961
regulation of cell morphogenesis	0.003560713	0.001631288	0.007443739	0.037815939
neuronal action potential	0.00339403	0.001628244	0.007796896	0.037815939
membrane depolarization during action potential	0.00339403	0.001628244	0.007796896	0.037815939
detection of oxidative stress	0.003556495	0.001626192	0.007508769	0.037815939
ventricular septum morphogenesis	0.003544099	0.001631487	0.007558679	0.037815939
bipolar cellular bud site selection	0.003544099	0.001629084	0.007571344	0.037815939
multicellular organism reproduction	0.003576522	0.001631317	0.007576693	0.037815939
placenta development	0.000322141	0.01823367	0.007508769	0.038463515
hematopoietic progenitor cell differentiation	0.013466946	0.001630603	0.007467219	0.039032736
cranial nerve development	0.010228361	0.00162924	0.007443739	0.038463515
muscle cell fate specification	0.010228361	0.00162924	0.007443739	0.038463515
invasive filamentous growth	0.003544101	0.03567901	0.022385832	0.039768997
positive regulation of cell death	0.000328849	0.01823367	0.007568451	0.037815939
G1/S transition of mitotic cell cycle	0.00685855	0.001628371	0.014360697	0.038463515
photoreceptor cell maintenance	0.006772652	0.001629947	0.021535269	0.037815939
response to laminar fluid shear stress	0.000322141	0.035678969	0.007558679	0.003337886
asexual reproduction	0.000322141	0.036154916	0.014360697	0.003337891
adenohypophysis morphogenesis	0.010228361	0.001629322	0.007443739	0.037815939
adenohypophysis development	0.010228361	0.001629322	0.007443739	0.037815939
facial nucleus development	0.010228361	0.001629322	0.007443739	0.037815939
abducens nucleus development	0.010228361	0.001629322	0.007443739	0.037815939
neural tube patterning	0.010228361	0.001629322	0.007443739	0.037815939
abducens nerve development	0.010228361	0.001629322	0.007443739	0.037815939
trigeminal nerve development	0.010228361	0.001629322	0.007443739	0.037815939
glossopharyngeal nerve development	0.010228361	0.001629322	0.007443739	0.037815939
generation of neurons	0.010228361	0.001629322	0.007443739	0.037815939
regulation of immune response	0.010209038	0.001631424	0.036050062	0.003143097
ventral spinal cord interneuron specification	0.013680555	0.001628838	0.007443739	0.037815939
response to microbial phytotoxin	0.01700371	0.001630372	0.007498581	0.03781589
viral transcription	0.013580619	0.00156807	0.014755258	0.038910393
retinal ganglion cell axon guidance	0.01023229	0.001631575	0.014569156	0.037815939
iris morphogenesis	0.003614326	0.018627151	0.007562142	0.037815939
regulation of signal transduction	0.017099594	0.001631481	0.021750222	0.037815902
maintenance of cell polarity	0.000473749	0.001623712	0.029665697	0.003337891
cytolysis in other organism	0.000322141	0.001631525	0.02912995	0.003336893
macromolecule deacylation	0.003602805	0.001625438	0.029770571	0.003336833
retina development in camera-type eye	0.006790865	0.018233649	0.029261736	0.037815939
mechanosensory behavior	0.016800249	0.001631588	0.030361164	0.003337891
egg activation	0.016936639	0.001630108	0.029333567	0.003144405
intracellular mRNA localization	0.016936639	0.001630108	0.029333567	0.003144405
oocyte maturation	0.016936639	0.001630108	0.029333567	0.003144405
establishment or maintenance of monopolar cell polarity	0.000473749	0.001623685	0.022166782	0.003337891
"wound healing, spreading of cells"	0.003551688	0.001623694	0.022166782	0.003337891
modulation by virus of host process	0.007307671	0.018800338	0.000987495	0.003337891
Leydig cell differentiation	0.000328845	0.018233647	0.007621884	0.003337891
amylopectin biosynthetic process	0.003544099	0.018233647	0.01464017	0.003337891
melanocyte proliferation	0.003614326	0.018627153	0.007562142	0.003337891
notochord development	0.003560713	0.018233666	0.007498547	0.003337891
olfactory bulb mitral cell layer development	0.000328839	0.001616183	0.014553201	0.003337891
hippocampus development	0.000328839	0.001616183	0.014553201	0.003337891
striatum development	0.000328839	0.001616183	0.014553201	0.003337891
regulation of muscle cell differentiation	0.000323345	0.001616919	0.014491963	0.003337891
heterotypic cell-cell adhesion	0.000322141	0.001621301	0.01448088	0.003337891
respiratory gaseous exchange by respiratory system	0.003545039	0.001631368	0.014726585	0.003337886
abducens nerve formation	0.003545039	0.001631368	0.014726585	0.003337886
rhombomere 6 development	0.003545039	0.001631368	0.014726585	0.003337886
brain segmentation	0.003545039	0.001631368	0.014726585	0.003337886
otic vesicle development	0.003560713	0.001631408	0.014619492	0.003337886
dodecyl sulfate metabolic process	0.003544099	0.001631375	0.014520377	0.003337886
anterior head development	0.003560713	0.001620292	0.014360697	0.003337891
regulation of osteoblast differentiation	0.013419453	0.001626394	0.007442044	0.003143119
"mitotic cytokinesis, site selection"	0.010218338	0.001620247	0.000688892	0.003337891
blastoderm segmentation	0.010099548	0.001626998	0.000688892	0.003337891
regulation of cellular protein localization	0.000328848	0.001616284	0.007579178	0.003337891
endocardium development	0.000322141	0.001631385	0.007576693	0.003337886
zona limitans intrathalamica formation	0.000322141	0.001631385	0.007576693	0.003337886
muscle cell development	0.000322141	0.001631385	0.007576693	0.003337886
axial cellular bud site selection	0.000323344	0.001616809	0.007571344	0.003337891
regulation of epithelial to mesenchymal transition	0.000322141	0.001631381	0.007558679	0.003337886
skeletal system morphogenesis	0.006916835	0.001627096	0.007485815	0.003337891
limb bud formation	0.006804396	0.001627643	0.007468915	0.003337891
midbrain-hindbrain boundary development	0.003549807	0.001631582	0.007581552	0.003337886
digestive tract development	0.003558794	0.001631545	0.007576693	0.003337886
cartilage development involved in endochondral bone morphogenesis	0.003560713	0.001619114	0.00751731	0.003337891
hydrogen peroxide-mediated programmed cell death	0.003645854	0.001619125	0.000688892	0.003337891
dorsal/ventral axis specification	0.003596048	0.001622617	0.000688892	0.003337891
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
N-acetylglucosamine metabolic process	0.08963692	0.001609797	0.341786336	3.924368466
embryonic eye morphogenesis	0.000322141	0.181827429	0.000688892	0.037815939
lactose metabolic process	0.01684234	0.001629569	0.121837685	0.814358886
divalent inorganic cation transport	0.042887505	0.001616258	0.217640886	2.189848955
positive regulation of protein refolding	0.000322141	0.172600348	0.00751731	0.039253474
cellular response to unfolded protein	0.050228368	0.741094282	0.357005547	1.270994203
glucose metabolic process	0.176026877	0.521451839	0.972844919	9.563349768
taurine catabolic process	0.010046271	0.001628841	0.047249286	0.304545972
thiamine diphosphate biosynthetic process	0.165622852	0.053484643	0.473998189	9.769038762
cellular response to tetrahydrofolate	0.023627763	0.001625837	0.063066803	0.808031829
lipopolysaccharide transport	0.13047842	0.001611048	0.295291793	5.180828673
Gram-negative-bacterium-type cell outer membrane assembly	0.33933256	0.001606799	0.57855197	13.06886005
detection of mechanical stimulus involved in sensory perception of touch	0.016800249	0.001631588	0.030361164	0.003337891
catechol-containing compound catabolic process	0.003567291	0.001627335	0.021759189	0.899130779
regulation of autophagy	0.003544099	0.001628508	0.000688892	0.040154962
fucose metabolic process	0.068092272	0.001619251	0.228836025	2.231765341
nucleoside transport	0.017181844	0.001626804	0.120184777	0.894292204
acetoin metabolic process	0.01009799	0.001629214	0.021606938	0.254287011
protein localization to plasma membrane	0.000322141	0.967929725	0.014417956	0.127419673
collagen fibril organization	0.010220047	0.018233677	0.007508769	0.079035656
establishment of synaptic specificity at neuromuscular junction	0.006843799	0.001631431	0.014678388	0.003337891
cellular response to alkaline pH	0.000322141	0.001628909	0.00756539	0.039532842
lipopolysaccharide-mediated virion attachment to host cell	0.000322141	0.001631513	0.000688892	0.130792447
retina homeostasis	0.003544099	0.018233678	0.007443739	0.115384026
monocyte differentiation	0.003558794	9.583721184	0.007468915	0.04046481
chaperone-mediated autophagy	0.000322141	0.216147653	0.00751731	0.039253474
cytokinin-activated signaling pathway	0.000322141	0.001631447	0.014409607	0.078259209
response to hypobaric hypoxia	0.000322141	0.613793211	0.000688892	0.003337891
peptide biosynthetic process	0.052831074	0.491032346	0.271414398	1.366582054
glycerol-3-phosphate metabolic process	0.170211154	0.035383416	0.505431491	8.543163594
innate immune response	0.010071229	0.035879596	0.054073156	0.294004612
bacterial-type flagellum-dependent cell motility	0.320779162	0.035678309	0.771149727	27.05451525
regulation of postsynapse organization	0.000323347	0.172600349	0.014503787	0.077784726
cellular oligosaccharide catabolic process	0.00686877	0.001628172	0.021679026	0.554782128
polyphosphate biosynthetic process	0.076067895	0.018233813	0.162577028	3.494697996
Gram-negative-bacterium-type cell wall biogenesis	0.013334948	0.001627332	0.078562988	0.431637584
rhamnose metabolic process	0.060923924	0.00161336	0.071403527	2.734851047
regulation of phosphate metabolic process	0.000322141	0.00163152	0.000688892	0.15291134
cellular protein complex disassembly	0.000322141	0.221789903	0.007524648	0.039253474
division septum assembly	0.179088013	0.053483111	0.835562034	9.268005959
cellular response to mercaptoethanol	0.000322141	0.613793211	0.000688892	0.003337891
cellular response to salt stress	0.000328861	0.12987849	0.021936628	0.226796811
fructose metabolic process	0.000333185	1.551139369	0.036544863	0.532607787
sterol biosynthetic process	0.003544099	0.001631563	0.01448088	0.037815939
terpene metabolic process	0.003565084	0.001631406	0.007443739	0.003337885
RNA metabolic process	0.124402177	0.001608733	0.43122711	5.677771439
maltose metabolic process	0.069109636	0.001616045	0.193050583	2.40555259
positive regulation of secondary metabolite biosynthetic process	0.000322141	0.00163151	0.000688892	0.276214317
ventricular cardiac muscle tissue morphogenesis	0.000322141	0.001631381	0.007558679	0.003337886
regulation of apoptotic process	0.046058762	0.259863682	0.14574459	0.978411628
cellular protein-containing complex assembly	0.003544099	0.443473609	0.014668318	0.039253474
organic anion transport	0.013515295	0.001631174	0.029854883	0.388464942
cellular hypotonic response	0.003544099	0.00163103	0.014596796	0.13100933
erythrocyte homeostasis	0.000322141	2.514350218	0.000688892	0.212365903
cholesterol metabolic process	0.000344657	7.723650239	0.029730864	0.039532842
smoothened signaling pathway	0.023896643	0.018233676	0.014409607	0.080182901
ATP synthesis coupled electron transport	0.25003343	0.091928564	0.586755774	14.02788911
regulation of fatty acid metabolic process	0.027802531	0.001626054	0.007443739	0.396759151
nucleocytoplasmic transport	0.010108164	0.018233676	0.044265139	0.082643295
catecholamine metabolic process	0.000328836	0.001631375	0.022400349	0.274851831
piecemeal microautophagy of the nucleus	0.006911937	0.035384054	0.000688892	0.003337891
positive regulation of organic acid transport	0.000322141	0.001631585	0.000688892	0.258855506
lignin catabolic process	0.000322141	0.00163158	0.007443739	0.122856145
pentose-phosphate shunt	0.263572129	1.700629375	0.792070331	11.85642479
endoplasmic reticulum to Golgi vesicle-mediated transport	0.013576356	0.001630452	0.028913727	0.144938287
positive regulation of signal transduction	0.003544099	0.001631582	0.021758043	0.038463514
lipoprotein localization to membrane	0.010091555	0.001625175	0.05272261	1.16625956
osteoclast differentiation	0.000322141	0.707933605	0.000688892	0.003337891
inorganic anion transport	0.079983807	32.52219992	0.241940827	2.410079206
pilus retraction	0.000322141	0.001630869	0.000688892	0.348578789
lipid glycosylation	0.077453766	0.001613953	0.204714799	2.418414908
photomorphogenesis	0.003560713	0.00162861	0.007443739	0.077224091
lipid translocation	0.000322141	0.001627263	0.014312115	0.646864881
spine apparatus assembly	0.0068287	0.001620093	0.000688892	0.003337891
auxin polar transport	0.003560713	1.2619502	0.014312115	0.148520284
cellular response to copper ion	0.006865483	0.018233689	0.007443739	0.456124694
regulation of smoothened signaling pathway	0.006804396	0.018233672	0.000688892	0.037815939
entrainment of circadian clock by photoperiod	0.006820519	0.001631253	0.037681859	0.037815939
mitochondrial fusion	0.027113708	0.035383796	0.068873264	0.083632453
establishment of epithelial cell apical/basal polarity	0.006790848	0.001629453	0.000688892	0.040317414
phospholipid biosynthetic process	0.250577605	0.112472045	0.74368481	18.88211187
cellular response to misfolded protein	0.003544099	0.001631165	0.037607846	0.391651288
molybdopterin cofactor biosynthetic process	0.101022427	0.018233847	0.178439929	3.464508871
organic acid transmembrane transport	0.01013612	0.001629476	0.096403142	1.53560581
positive regulation of ATPase activity	0.028527538	2.603986301	0.202294256	0.944204601
intermembrane lipid transfer	0.010039907	1.128157865	0.036885423	1.394777085
ribosome assembly	0.020616351	0.001625708	0.096953378	1.575864852
negative regulation of transmembrane transport	0.000322141	0.001628945	0.000688892	0.04656982
raffinose catabolic process	0.003549807	0.001631553	0.000688892	0.127176439
gamma-aminobutyric acid signaling pathway	0.013363601	0.001631555	0.007443739	0.124541943
cellular response to selenium ion	0.000322141	0.00163158	0.014312109	0.158273626
integrin-mediated signaling pathway	1.487554925	0.091402444	0.753645231	1.987170214
negative regulation of epithelial cell proliferation	0.003544099	0.001631368	0.014688772	0.080167008
memory	0.003544099	0.036154878	0.000688892	0.038910393
IRE1-mediated unfolded protein response	0.000322141	0.130988703	0.00756539	0.040724351
positive regulation of cell-substrate adhesion	0.003549807	0.001631122	0.007468915	0.366006588
phenazine biosynthetic process	0.000322141	0.001631121	0.007468915	0.555975536
glycoside catabolic process	0.003549807	0.001630777	0.067037572	0.501945256
regulation of cell migration	0.013491417	0.001631455	0.045754411	0.040154962
D-xylose metabolic process	0.045617444	0.018233744	0.148371808	3.559160723
response to kainic acid	0.000322141	0.613793211	0.000688892	0.003337891
regulation of cellular amide catabolic process	0.000322141	0.001629025	0.000688892	0.047341497
regulation of macrophage activation	0.000322141	0.001624575	0.007558679	0.003337891
negative regulation of inclusion body assembly	0.000322141	0.129878646	0.007531081	0.077784726
negative regulation of ribosome biogenesis	0.02037681	0.001624211	0.229684289	0.95075095
negative regulation of transcription regulatory region DNA binding	0.003569145	0.001631557	0.029915237	0.138614208
receptor-mediated virion attachment to host cell	0.006897179	0.001573136	0.014892549	0.003337891
response to superoxide	0.01020239	0.035383906	0.05925163	0.281460105
mitochondrion morphogenesis	0.006800746	0.183368726	0.04514945	0.1838776
cation transmembrane transport	0.501033431	0.093133396	1.641395436	36.9765217
cellular biogenic amine metabolic process	0.000322141	0.001631549	0.014520377	0.324770191
negative regulation of sporulation resulting in formation of a cellular spore	0.006848061	0.001631284	0.039183536	0.361479715
glutathione metabolic process	0.050703181	1.672125678	0.167262724	2.157632509
self proteolysis	0.003605973	0.001627922	0.007443739	0.470349434
protein maturation by protein folding	0.000322141	0.001629249	0.007579178	0.044752744
pentose biosynthetic process	0.000322141	0.242074068	0.007468915	0.037815939
regulation of retinoic acid receptor signaling pathway	0.003549807	35.02000163	0.000688892	0.003337891
sphingolipid metabolic process	0.016851183	0.018233727	0.07329334	0.71416896
polysaccharide transport	0.0997613	0.035678526	0.381391679	3.368823586
negative regulation of ATPase activity	0.000322141	0.001630277	0.000688892	0.084346317
mitochondrial fission	0.000322141	0.001628652	0.000688892	0.04046481
optic cup morphogenesis involved in camera-type eye development	0.000322141	0.181827429	0.000688892	0.003337891
nucleolus organization	0.003560713	0.001630894	0.007581552	0.003337891
detection of visible light	0.069826715	0.001611266	0.084983514	2.694496609
pilus assembly	0.182869705	0.05303862	0.378931127	13.70805705
cellular detoxification of hydrogen peroxide	0.000344654	0.132340178	0.015022708	0.039532842
visual perception	0.037497678	0.001629326	0.044208226	0.217121602
small GTPase mediated signal transduction	0.9214631	15.19594882	0.460834349	0.829089233
aerobic respiration	0.547751081	36.17162085	1.335329825	13.80624877
response to cocaine	0.003544099	0.053038028	0.000688892	0.038910393
lipopolysaccharide metabolic process	0.017407414	0.001620972	0.073249249	1.404966565
response to progesterone	0.000322141	38.65246045	0.007508769	0.118693854
cellular alcohol catabolic process	0.000323345	0.001618025	0.007546673	0.003337891
auxin-activated signaling pathway	0.006800728	0.001628874	0.007468915	0.039768997
urea catabolic process	0.053107868	0.001618873	0.13420208	1.889707194
negative regulation of smooth muscle cell proliferation	0.023641907	0.001631468	0.028862792	0.003143095
response to leucine	0.003549807	0.01823371	0.015652679	0.316923717
lipid phosphorylation	0.000322141	0.001628261	0.007468915	0.843877252
flagellated sperm motility	0.006772652	0.279669673	0.000688892	0.037815939
protein kinase C-activating G protein-coupled receptor signaling pathway	0.003544099	0.001631317	0.014393338	0.087360676
regulation of metal ion transport	0.000322141	0.001628775	0.000688892	0.04503525
cellular response to leukemia inhibitory factor	0.003566241	14.12233486	0.029291492	0.078671181
cellular response to manganese ion	0.000322141	0.737186566	0.007443739	0.088181906
positive regulation of adenylate cyclase activity	0.000322141	0.001631536	0.014417956	0.126305192
carbohydrate phosphorylation	3.371537856	6.610230112	18.74721199	40.70963386
cellular response to silver ion	0.006865483	0.001631329	0.000688892	0.454944801
organic phosphonate biosynthetic process	0.003544099	0.001631588	0.014547277	0.12386285
negative regulation of transporter activity	0.000322141	0.001628722	0.000688892	0.044539168
regulation of phagocytosis	0.003553625	0.00162963	0.014863121	0.679376456
stress response to cadmium ion	0.003573986	0.001631574	0.02189735	0.127391998
