"taxon_id"	"treatment_1"	"treatment_2"	"log2_median_ratio"	"median_diff"	"mean_diff"	"wilcox_p_value"	"p.adjust"	"pseq_obj_filt$taxon_names()"	"OTU"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"aat"	"Survived"	"Deceased"	-2.28842310255787	-0.424510179692272	-0.29646428187311	0.0264161333349649	0.184912933344755	"Betaproteobacteria"	"32011"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Methylophilaceae"	NA	NA
"aat"	"Survived"	"Deceased"	-2.28842310255787	-0.424510179692272	-0.29646428187311	0.0264161333349649	0.184912933344755	"Betaproteobacteria"	"206389"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	NA	NA	NA
"aat"	"Survived"	"Deceased"	-2.28842310255787	-0.424510179692272	-0.29646428187311	0.0264161333349649	0.184912933344755	"Betaproteobacteria"	"1660158"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	NA	NA	NA
"aat"	"Survived"	"Deceased"	-2.28842310255787	-0.424510179692272	-0.29646428187311	0.0264161333349649	0.184912933344755	"Betaproteobacteria"	"1904640"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	NA	NA	NA	"Betaproteobacteria bacterium GR16-43"
"aaz"	"Survived"	"Deceased"	5.12687763774303	0.10342350777142	0.103552260341578	0.0307823150063021	0.198901112348413	"Bacteroidia"	"200643"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	NA	NA	NA	NA
"abd"	"Survived"	"Deceased"	-1.8446175501265	-0.0549100205852667	-0.129865006060729	0.0137226348829526	0.124288665482268	"Bacilli"	NA	NA	NA	NA	NA	NA	NA	NA
"acn"	"Survived"	"Deceased"	-2.24477723296966	-0.40317591739152	-0.296801543765494	0.016275896670297	0.124288665482268	"Burkholderiales"	"224471"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	NA	NA	NA
"acn"	"Survived"	"Deceased"	-2.24477723296966	-0.40317591739152	-0.296801543765494	0.016275896670297	0.124288665482268	"Burkholderiales"	"413882"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	NA	NA	"[Polyangium] brachysporum"
"acn"	"Survived"	"Deceased"	-2.24477723296966	-0.40317591739152	-0.296801543765494	0.016275896670297	0.124288665482268	"Burkholderiales"	"864051"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	NA	NA	"Burkholderiales bacterium JOSHI_001"
"acn"	"Survived"	"Deceased"	-2.24477723296966	-0.40317591739152	-0.296801543765494	0.016275896670297	0.124288665482268	"Burkholderiales"	"1834205"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	NA	NA	"Burkholderiales bacterium YL45"
"act"	"Survived"	"Deceased"	-2.96790575234243	-0.00241801309846205	-0.00209966610226384	0.00352518763507828	0.074028940336644	"Vibrionales"	NA	NA	NA	NA	NA	NA	NA	NA
"acw"	"Survived"	"Deceased"	5.17557619240574	0.099796259505237	0.101559012556157	0.00961649065700755	0.124288665482268	"Bacteroidales"	"171552"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA
"acw"	"Survived"	"Deceased"	5.17557619240574	0.099796259505237	0.101559012556157	0.00961649065700755	0.124288665482268	"Bacteroidales"	"2005473"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	NA	NA
"acw"	"Survived"	"Deceased"	5.17557619240574	0.099796259505237	0.101559012556157	0.00961649065700755	0.124288665482268	"Bacteroidales"	"2652307"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	NA	"Muribaculaceae bacterium DSM 108610"
"ads"	"Survived"	"Deceased"	-3.16084770100372	-0.00183395738680518	-0.00170666282820293	0.0157436742235033	0.124288665482268	"Alteromonadales"	"135622"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	NA	NA	NA
